lon_a,lat_a,lon_b,lat_b,usage_count
-4.614996,40.95703,-4.397368,40.772217,18
-5.92717,36.45695,-4.391351,37.022522,18
-4.867708,38.09519,-4.391111,37.0919,18
-4.329278,43.333972,-3.45757,43.44386,18
-6.201051,43.56226,-5.68416,43.29568,18
-2.28083,42.43126,-1.320079,41.834606,18
-3.6892,41.67041,-2.043744,41.8407,18
-6.84517,43.543472,-6.41452,43.33765,18
-6.41734,38.42539,-5.917074,40.265152,18
0.711547,40.812195,1.14764,41.11118,18
-6.41734,38.42539,-6.276139,39.882972,18
-1.600367,42.01257,-1.13716,42.12632,18
-2.038425,39.134872,-0.95396,37.74293,18
1.52528,41.73317,2.25528,42.06174,18
-1.600367,42.01257,-0.87734,41.65606,18
-3.02156,39.15759,-2.370979,39.334588,18
-2.4175,43.1151,-1.638229,42.75418,18
-2.038425,39.134872,-1.04877,38.06147,18
-4.318316,41.642696,-4.116015,41.594673,18
1.39861,41.14505,1.458196,41.170483,18
-3.584,37.11906,-2.613384,37.553677,18
-0.51852,38.99042,-0.328882,39.68209,18
2.239721,41.94592,3.066907,42.002262,18
-4.93122,37.67359,-4.056714,37.181763,18
-1.50229,37.7688,-0.529238,39.154736,18
1.526958,41.73323,2.466856,42.153248,18
-3.664079,37.176186,-3.584,37.11906,18
-3.04165,39.59369,-0.755248,39.44505,18
-1.11468,38.61365,-0.184096,39.781944,18
-1.09713,38.86917,-0.184096,39.781944,18
-3.605287,36.987,-2.64273,36.83155,18
-3.487215,39.35399,-3.471416,38.63611,18
-0.899639,38.141528,-0.76773,38.38479,18
-1.675074,42.200317,-1.030398,41.73174,18
-0.184096,39.781944,0.10383,38.7294,18
-6.84517,43.543472,-4.75485,43.41982,18
-5.49975,37.26925,-3.8744,36.75278,18
-5.657723,40.894054,-4.551575,41.85024,18
-4.398679,40.77063,-3.803417,40.1927,18
-2.038425,39.134872,-1.7985,38.09242,18
-6.3515,36.77808,-6.270861,38.094639,18
-3.471416,38.63611,-1.758881,38.93806,18
-4.958262,37.26286,-4.10266,36.78107,18
-2.499592,41.773098,-2.46883,41.76401,18
0.81094,41.79117,0.91695,41.75518,18
-1.13716,42.12632,0.563747,41.649857,18
-5.49975,37.26925,-4.49976,36.62035,18
-3.04165,39.59369,-2.370979,39.334588,18
-3.958342,37.183884,-3.664079,37.176186,18
-6.34292,38.91802,-5.49975,37.26925,18
-5.82472,37.61032,-5.252056,37.524694,18
-5.252056,37.524694,-4.32381,38.2703,18
-0.86568,38.6373,-0.184096,39.781944,18
-1.600613,42.012207,-0.756763,41.640594,18
-4.739446,37.60982,-3.92301,37.4614,18
-0.754148,38.87854,-0.37966,39.47391,17
-0.899639,38.141528,-0.5255,38.3964,17
-3.498747,38.410305,-2.60119,39.26992,17
-3.674042,38.19465,-3.587198,39.990463,17
-2.465149,37.591595,-1.80974,37.56329,17
-1.287987,41.516342,1.13957,41.64704,17
-3.60802,39.22085,-2.370979,39.334588,17
-3.471416,38.63611,-2.03989,39.13535,17
-1.753888,39.516518,0.063078,38.79001,17
1.775243,42.37341,1.833639,42.346123,17
0.519,41.533722,1.892448,41.453182,17
-3.12492,39.40463,-2.994463,40.774384,17
-4.13801,42.99959,-4.134926,42.986446,17
-2.156278,39.484889,-1.2,39.56667,17
-3.9707,40.67816,-3.487595,39.35476,17
-3.61226,37.78627,-2.613384,37.553677,17
-4.049841,36.760094,-3.58717,36.74277,17
1.604189,41.57993,1.699689,41.59803,17
-6.643506,40.059925,-6.53333,40.6,17
-0.857265,42.599594,0.91401,41.630672,17
0.924508,40.98877,2.28333,41.68333,17
-0.71667,39.46667,-0.71008,39.39264,17
-0.71008,39.39264,-0.709192,39.39257,17
-3.66345,38.9069,-2.03989,39.13535,17
-5.917074,40.265152,-4.518805,41.900192,17
-3.487215,39.35399,-3.009119,40.76181,17
-2.868487,42.96593,-2.729342,42.957947,17
-3.775363,38.17689,-3.32401,37.31801,17
-4.867708,38.09519,-4.056714,37.181763,17
-4.10734,38.68712,-3.672057,38.193504,17
-0.321234,39.67629,-0.228151,39.040337,17
-4.703472,39.988556,-4.02263,39.8581,17
-4.056735,37.18175,-3.13922,37.29932,17
-0.772131,38.48092,-0.5658,38.19165,17
-0.482131,39.551704,0.913775,40.98882,17
-6.08845,40.03116,-4.371031,40.05906,17
-7.85178,43.45266,-6.848585,43.543655,17
-5.716139,36.43775,-5.60695,36.01393,17
-1.902784,39.552948,-0.755248,39.44505,17
-4.10734,38.68712,-3.587198,39.990463,17
0.47559,40.47033,1.274208,41.168575,17
-2.838324,43.27639,-2.4175,43.1151,17
-3.953195,37.182484,-3.13922,37.29932,17
-0.30269,39.592735,1.274208,41.168575,17
-4.829591,41.591373,-4.397368,40.772217,17
-1.433511,39.52892,-0.226643,39.03951,17
-0.586654,39.13945,-0.57225,38.62533,17
-6.848585,43.543655,-5.014354,43.43564,17
-6.296556,38.23025,-6.08845,40.03116,17
-5.216187,42.41799,-3.67321,42.35664,17
-5.78093,37.18516,-5.252056,37.524694,17
-0.23346,38.50754,-0.184096,39.781944,17
-7.275459,42.475483,-5.216187,42.41799,17
-3.60802,39.22085,-2.038425,39.134872,17
-1.10646,40.3456,-0.328882,39.68209,17
-1.319388,41.83281,-1.237246,41.54008,16
-2.672484,42.112324,-2.03226,42.67182,16
-1.13716,42.12632,0.91401,41.630672,16
-5.500389,37.270056,-4.629795,37.096146,16
-3.542195,43.411205,-2.4175,43.1151,16
-1.50229,37.7688,-1.313417,37.912167,16
-3.54957,42.404915,-1.96521,42.30506,16
1.458196,41.170483,1.487066,41.178795,16
-4.282966,37.98478,-3.3705,38.01328,16
-2.60119,39.26992,-2.03989,39.13535,16
-4.282966,37.98478,-3.32401,37.31801,16
-5.16709,36.74231,-3.927585,37.18115,16
-5.311668,41.773834,-3.61639,40.67882,16
-2.043714,41.840675,-1.794573,42.071514,16
1.52528,41.73317,2.45819,42.14249,16
-2.998808,43.369793,-2.996531,43.372726,16
-8.82797,42.564,-7.426508,43.379726,16
-8.80925,43.03306,-7.426508,43.379726,16
-5.817303,43.511272,-3.45757,43.44386,16
-4.112466,41.6119,-3.57041,41.6398,16
-4.051389,36.759167,-3.58717,36.74277,16
-3.45757,43.44386,-3.068215,43.328472,16
-7.6813,43.29806,-6.848585,43.543655,16
1.892448,41.453182,2.241705,42.058723,16
-1.319388,41.83281,-0.756763,41.640594,16
-1.600367,42.01257,0.34894,41.52294,16
-0.691422,38.897007,-0.51852,38.99042,16
-3.835679,39.6932,-1.85643,38.99424,16
-2.434524,37.95726,-1.7985,38.09242,16
-1.7985,38.09242,-0.586654,39.13945,16
-6.7726,38.32063,-6.654096,38.164753,16
-4.82411,41.5916,-4.04785,43.34943,16
-7.546485,43.087288,-5.713278,42.087806,16
0.711547,40.812195,1.80476,41.74549,16
-4.6172,42.34131,-4.52406,42.00955,16
-3.00731,40.00851,-2.805598,39.91926,16
-1.90234,43.31195,-1.744144,42.862675,16
-1.523313,41.83176,-1.030398,41.73174,16
-5.49975,37.26925,-4.985605,37.25629,16
-3.835679,39.6932,-2.067639,39.302389,16
1.883166,42.016693,1.898686,41.824203,16
1.898686,41.824203,1.899807,41.807198,16
-1.2,39.56667,-0.755248,39.44505,16
-2.03226,42.67182,-0.754753,41.64069,16
-6.53333,40.6,-6.467694,39.88983,16
-0.52142,39.2266,0.71,40.81402,16
-3.286111,40.166778,-2.13333,40.06667,16
-3.587198,39.990463,-3.02156,39.15759,16
-3.45757,43.44386,-3.069667,42.65061,16
-1.96521,42.30506,-1.320079,41.834606,16
-5.817303,43.511272,-3.80493,43.46589,16
-8.64435,42.431,-7.426508,43.379726,16
-6.270861,38.094639,-5.92717,36.45695,16
-1.638229,42.75418,-1.031231,41.730312,16
-4.097522,40.965427,-3.70457,41.573154,16
1.662544,41.321007,2.25528,42.06174,16
-5.92513,38.53089,-4.186213,39.03735,16
1.526958,41.73323,1.80476,41.74549,16
-1.360389,37.885556,-0.5255,38.3964,16
-2.28083,42.43126,-1.030398,41.73174,16
-3.995296,39.95211,-3.97448,39.67747,16
-8.82797,42.564,-7.065159,43.540607,16
-0.754753,41.64069,0.34894,41.52294,16
-8.548,42.795,-7.426508,43.379726,16
-0.775495,38.485264,-0.76773,38.38479,16
-6.270861,38.094639,-5.64485,36.85979,16
-4.52406,42.00955,-2.752763,42.513184,16
-2.158367,39.48435,-0.126218,39.8983,16
-4.049841,36.760094,-3.605287,36.987,16
1.14764,41.11118,1.166581,41.374886,16
-0.41131,39.323788,0.71,40.81402,16
-5.67826,42.00249,-4.7786,41.132687,15
-1.2,39.56667,-0.529238,39.154736,15
-5.41681,37.329,-4.056714,37.181763,15
-4.739446,37.60982,-4.08237,37.59091,15
-1.90234,43.31195,-0.857265,42.599594,15
-4.731859,39.98403,-4.02263,39.8581,15
-7.85178,43.45266,-6.201154,43.56235,15
-1.902784,39.552948,-1.433511,39.52892,15
-4.739446,37.60982,-4.32245,37.6167,15
-6.270861,38.094639,-6.13606,36.68645,15
-5.724889,42.540639,-3.67321,42.35664,15
-3.995296,39.95211,-3.803417,40.1927,15
-3.97448,39.67747,-1.752575,39.519478,15
-4.049841,36.760094,-4.04972,36.76212,15
-0.745934,38.877857,-0.60603,38.82191,15
-5.500389,37.270056,-3.894651,36.785168,15
0.91401,41.630672,2.49012,42.18096,15
-3.53196,39.46823,-2.370979,39.334588,15
-2.86842,42.965782,-2.160999,42.891235,15
-5.28121,37.70024,-4.381176,38.016953,15
-5.833083,39.526472,-3.9043,40.3581,15
-8.64435,42.431,-7.065159,43.540607,15
-2.4207,39.407837,-0.184096,39.781944,15
-3.843328,42.366688,-3.70457,41.573154,15
-3.97448,39.67747,-2.370979,39.334588,15
-4.329278,43.333972,-2.838324,43.27639,15
-2.043744,41.8407,-1.675074,42.200317,15
-6.75432,37.57511,-5.379528,37.506722,15
-8.58535,43.25375,-6.201154,43.56235,15
-2.752763,42.513184,-0.83822,41.75521,15
-8.409,43.07654,-6.201154,43.56235,15
-6.296556,38.23025,-6.186346,38.94719,15
-8.25796,43.35619,-6.201154,43.56235,15
-0.26667,39.68333,1.415153,41.177746,15
-3.587198,39.990463,-3.04165,39.59369,15
-5.303639,39.895111,-3.12492,39.40463,15
-7.6813,43.29806,-6.201154,43.56235,15
-4.186213,39.03735,-2.03989,39.13535,15
-4.398679,40.77063,-3.009119,40.76181,15
-0.786906,38.467503,-0.783455,38.478302,15
-3.66345,38.9069,-2.370979,39.334588,15
-3.542195,43.411205,-2.16992,43.28444,15
-3.332083,42.528862,-3.331824,42.529476,15
-2.043744,41.8407,-1.96521,42.30506,15
-3.332083,42.528862,-1.644545,41.974228,15
-2.996531,43.372726,-2.894425,43.189816,15
-6.296556,38.23025,-5.441361,37.505306,15
-3.696811,41.59416,-3.00731,40.00851,15
-0.21471,39.03602,0.020513,38.81733,15
-2.46883,41.76401,-0.754753,41.64069,15
-4.629795,37.096146,-4.056735,37.18175,15
-1.61151,42.800457,-0.754753,41.64069,15
1.14764,41.11118,1.202777,41.19533,15
-0.23346,38.50754,-0.228151,39.040337,15
-6.41734,38.42539,-6.302123,38.315155,15
-6.78222,42.544025,-5.216187,42.41799,15
-0.37966,39.47391,0.71,40.81402,15
-3.97448,39.67747,-2.158367,39.48435,15
-4.731859,39.98403,-3.12492,39.40463,15
0.91401,41.630672,2.239721,41.94592,15
-2.038425,39.134872,-1.09713,38.86917,15
1.526958,41.73323,3.066907,42.002262,15
-4.329278,43.333972,-2.96204,43.14322,15
-7.275459,42.475483,-7.106389,42.396057,15
-3.471416,38.63611,-2.15628,39.48489,15
-0.86568,38.6373,-0.529238,39.154736,15
-2.713923,40.92805,-2.13333,40.06667,15
-5.216187,42.41799,-3.58387,42.380997,15
-5.252056,37.524694,-3.95776,37.76748,15
-3.637788,37.52801,-3.584,37.11906,15
-1.144528,40.471639,-1.10646,40.3456,15
-3.922025,39.942818,-2.13333,40.06667,15
-5.76341,40.38641,-4.551042,41.85898,15
2.252292,41.557182,2.916216,41.824474,15
-5.303639,39.895111,-3.33813,39.62367,14
-1.04877,38.06147,-0.782324,38.462013,14
2.90847,42.038567,3.066907,42.002262,14
-3.32894,40.55274,-2.805598,39.91926,14
-0.527742,39.15396,-0.514762,39.57606,14
1.579205,41.745003,2.45819,42.14249,14
-4.134926,42.986446,-4.068469,43.31885,14
-3.27003,40.16424,-2.812996,39.921238,14
-2.894425,43.189816,-2.868487,42.96593,14
-3.70457,41.573154,-3.00731,40.00851,14
-3.60802,39.22085,-3.471416,38.63611,14
-3.70457,41.573154,-3.67887,40.19081,14
-4.0671,40.50064,-3.292031,40.172264,14
-6.302123,38.315155,-5.832583,39.565056,14
-2.868487,42.96593,-2.86842,42.965782,14
-4.282966,37.98478,-3.61226,37.78627,14
-5.92513,38.53089,-4.187645,39.035137,14
1.39861,41.14505,1.487066,41.178795,14
-2.894425,43.189816,-2.729342,42.957947,14
-0.184096,39.781944,0.063078,38.79001,14
-4.703472,39.988556,-3.00731,40.00851,14
-4.703472,39.988556,-2.60119,39.26992,14
-4.376796,38.010437,-3.0848,38.1156,14
-3.70457,41.573154,-3.6,40.4,14
-4.280605,42.03616,-3.67321,42.35664,14
-6.270861,38.094639,-6.220289,38.02801,14
-2.896621,43.190083,-2.819914,42.95543,14
-1.85643,38.99424,-1.757611,38.938611,14
-0.57225,38.62533,-0.328882,39.68209,14
-6.296556,38.23025,-4.63805,37.58627,14
-3.32401,37.31801,-3.13922,37.29932,14
-4.28349,39.98195,-3.997653,39.953857,14
-0.55468,39.59747,-0.328882,39.68209,14
-0.756763,41.640594,1.13957,41.64704,14
-4.398679,40.77063,-4.0671,40.50064,14
-1.752575,39.519478,-0.41131,39.323788,14
-6.41452,43.33765,-4.329278,43.333972,14
-6.08845,40.03116,-5.758479,39.91985,14
-2.15723,39.20735,-1.918196,39.261654,14
-1.794573,42.071514,-1.675074,42.200317,14
-5.441361,37.505306,-4.05077,38.03922,14
-3.02156,39.15759,-2.03989,39.13535,14
-6.7726,38.32063,-5.500389,37.270056,14
-1.925834,37.18494,-1.85905,37.24345,14
-3.751034,41.91578,-3.6,40.4,14
-0.756763,41.640594,1.640102,41.57879,14
-7.546485,43.087288,-7.51422,42.52165,14
-5.441361,37.505306,-3.63602,38.09519,14
2.222239,42.097103,2.25528,42.06174,14
-6.238355,43.57452,-5.79344,43.61517,14
-3.546863,39.96833,-3.02156,39.15759,14
-6.322756,42.93785,-5.767766,42.690834,14
-5.441361,37.505306,-3.61226,37.78627,14
-4.731859,39.98403,-2.60119,39.26992,14
-4.731859,39.98403,-3.471416,38.63611,14
-4.84827,38.37906,-4.056714,37.181763,14
-5.520889,42.454889,-3.702918,42.30732,14
1.579205,41.745003,2.25528,42.06174,14
-7.426508,43.379726,-6.41452,43.33765,14
1.832766,42.346046,1.833639,42.346123,14
-6.53333,40.6,-5.748611,41.813417,14
-8.72264,42.23282,-7.967766,43.18165,14
-6.53603,39.98406,-4.136094,40.184185,14
-6.55,43.18333,-5.014354,43.43564,14
-3.58446,42.22835,-1.64318,41.35353,14
-4.31894,37.8676,-3.95776,37.76748,14
-3.471416,38.63611,-3.33813,39.62367,14
-4.731859,39.98403,-3.32894,40.55274,14
-0.755248,39.44505,-0.41131,39.323788,14
1.662544,41.321007,2.01667,41.56667,14
-3.32894,40.55274,-3.292031,40.172264,14
-3.487595,39.35476,-3.33813,39.62367,14
-3.777263,37.19138,-2.77259,37.49073,14
0.711547,40.812195,1.72511,41.22392,14
-6.84517,43.543472,-5.68416,43.29568,14
-4.051389,36.759167,-2.20595,36.96655,14
-1.753888,39.516518,-1.10646,40.3456,14
-4.282966,37.98478,-4.05077,38.03922,14
-1.2,39.56667,-1.144528,40.471639,14
-3.684292,38.18487,-3.487595,39.35476,14
-3.9707,40.67816,-3.696811,41.59416,14
-3.069667,42.65061,-1.67446,42.52687,14
-5.92717,36.45695,-5.763761,36.45457,14
-1.80974,37.56329,-1.360389,37.885556,14
-6.55,43.18333,-4.329278,43.333972,14
-5.216187,42.41799,-3.6892,41.67041,14
-2.714195,42.91081,-2.67268,42.84998,14
-3.953195,37.182484,-3.32401,37.31801,14
-3.9707,40.67816,-3.70457,41.573154,14
-0.26667,39.68333,-0.126218,39.8983,13
-2.419655,36.88415,-1.58289,37.4063,13
-3.835679,39.6932,-3.60802,39.22085,13
-4.05077,38.03922,-3.266203,37.32262,13
-1.925834,37.18494,-0.68222,37.97872,13
-0.60603,38.82191,-0.328882,39.68209,13
-0.709137,39.392593,-0.52071,39.13819,13
-1.925834,37.18494,-1.58289,37.4063,13
-6.270861,38.094639,-5.92513,38.53089,13
-6.84517,43.543472,-6.55,43.18333,13
-3.471416,38.63611,-3.12492,39.40463,13
-5.79344,43.61517,-5.770646,42.69129,13
-8.409,43.07654,-6.848585,43.543655,13
-3.03398,43.30235,-2.998808,43.369793,13
-4.72353,41.65541,-4.18814,40.737324,13
-5.01401,38.07482,-3.779008,37.192055,13
-8.64435,42.04713,-7.967766,43.18165,13
-4.32245,37.6167,-2.465149,37.591595,13
-5.45403,37.12084,-4.380841,38.010853,13
-3.587222,39.99045,-2.812738,39.92119,13
-0.529238,39.154736,-0.51852,38.99042,13
-5.500389,37.270056,-4.04972,36.76212,13
-5.817303,43.511272,-5.014354,43.43564,13
-4.731859,39.98403,-3.67887,40.19081,13
-3.80493,43.46589,-2.913164,42.741688,13
-2.14949,37.38856,-1.925834,37.18494,13
-1.339556,40.772944,-1.10646,40.3456,13
-3.33813,39.62367,-2.038425,39.134872,13
-8.80925,43.03306,-6.848585,43.543655,13
-6.845194,43.543667,-5.014354,43.43564,13
-8.25796,43.35619,-6.848585,43.543655,13
-6.41734,38.42539,-5.379528,37.506722,13
-8.548,42.795,-6.848585,43.543655,13
-6.296556,38.23025,-4.77275,37.89155,13
-3.9043,40.3581,-2.994463,40.774384,13
0.47559,40.47033,0.71,40.81402,13
-5.01401,38.07482,-4.84827,38.37906,13
-3.546863,39.96833,-2.156278,39.484889,13
-0.5255,38.3964,-0.328882,39.68209,13
-4.731859,39.98403,-3.02156,39.15759,13
-1.85643,38.99424,-0.184096,39.781944,13
-2.608944,37.554194,-1.49014,38.04095,13
0.020513,38.81733,0.063435,38.791656,13
-6.782927,38.359634,-6.186346,38.94719,13
-3.927585,37.18115,-3.74967,37.25109,13
-7.85178,43.45266,-7.546485,43.087288,13
-3.791627,37.940243,-3.61226,37.78627,13
-2.46883,41.76401,-1.144528,40.471639,13
-6.302123,38.315155,-5.303639,39.895111,13
-5.500389,37.270056,-4.049841,36.760094,13
-6.423251,37.348347,-4.164194,38.029778,13
-0.527742,39.15396,-0.26667,39.68333,13
-2.86842,42.965782,-2.729342,42.957947,13
1.641017,41.578785,1.679574,41.536804,13
-6.001245,40.138565,-4.83076,39.96348,13
-5.658701,40.939823,-5.639297,40.945602,13
0.5216,40.81249,0.711547,40.812195,13
-3.487595,39.35476,-3.470986,38.636032,13
-3.70457,41.573154,-3.6892,41.67041,13
-5.8508,43.43963,-5.770646,42.69129,13
-1.90234,43.31195,-1.675074,42.200317,13
-0.754148,38.87854,-0.51852,38.99042,13
-2.870166,42.966206,-2.868487,42.96593,13
-6.848585,43.543655,-5.43574,43.48126,13
-6.257967,38.08397,-4.629795,37.096146,13
-2.46883,41.76401,-1.320079,41.834606,13
-3.9043,40.3581,-3.471416,38.63611,13
-4.703472,39.988556,-3.02156,39.15759,13
-0.87734,41.65606,-0.756763,41.640594,13
-4.93122,37.67359,-4.380841,38.010853,13
0.5216,40.81249,0.71,40.81402,13
-5.657723,40.894054,-3.740319,42.3005,13
-0.228151,39.040337,-0.184096,39.781944,13
-5.715528,42.089278,-4.69951,40.65724,13
-5.832583,39.565056,-3.997653,39.953857,13
-4.76686,37.38943,-4.380841,38.010853,13
-1.360389,37.885556,-1.31493,37.5992,13
-3.958342,37.183884,-3.92301,37.4614,13
-2.870166,42.966206,-2.86842,42.965782,13
-3.546863,39.96833,-1.2,39.56667,13
-4.69951,40.65724,-4.280605,42.03616,13
-2.13333,40.06667,-1.34745,40.7852,13
-3.04165,39.59369,-1.433389,39.528806,13
-6.238355,43.57452,-5.8508,43.43963,13
-4.829591,41.591373,-4.318316,41.642696,13
-4.13801,42.99959,-4.065552,43.333096,13
-2.419655,36.88415,-0.68222,37.97872,13
-4.116015,41.594673,-3.6892,41.67041,13
-6.848585,43.543655,-5.79344,43.61517,13
-8.58535,43.25375,-6.848585,43.543655,13
-5.520889,42.454889,-4.274733,42.72309,12
-2.465149,37.591595,-1.58289,37.4063,12
-6.53603,39.98406,-6.467694,39.88983,12
0.924508,40.98877,1.80476,41.74549,12
-4.829591,41.591373,-4.72353,41.65541,12
0.563747,41.649857,0.931523,41.64386,12
-1.90234,43.31195,-1.896017,43.004612,12
-3.9707,40.67816,-2.254855,39.538723,12
-7.603278,41.988722,-7.43809,41.94149,12
-6.53603,39.98406,-6.001245,40.138565,12
-6.001245,40.138565,-5.7974,38.97655,12
-3.566889,39.976889,-2.156278,39.484889,12
-4.510273,41.91378,-3.67321,42.35664,12
-1.523313,41.83176,-1.319388,41.83281,12
-3.843328,42.366688,-3.58387,42.380997,12
-2.608944,37.554194,-1.04877,38.06147,12
-5.748611,41.813417,-5.658701,40.939823,12
-2.419655,36.88415,-0.80682,37.59989,12
-5.642512,40.946762,-5.62723,40.95065,12
-2.465149,37.591595,-1.70096,38.5106,12
-6.28666,40.769604,-5.755833,41.798333,12
-7.45764,42.964878,-5.55835,42.64685,12
-1.52334,41.83176,-1.523313,41.83176,12
-2.067639,39.302389,-1.912183,39.256268,12
-5.76341,40.38641,-5.715528,42.089278,12
-1.287987,41.516342,0.957506,41.853386,12
-3.36991,38.99915,-1.758911,38.938072,12
-6.40747,38.68316,-5.252056,37.524694,12
-1.2,39.56667,-0.328882,39.68209,12
-5.68416,43.29568,-4.329278,43.333972,12
-1.601074,42.01253,-0.4087,42.13615,12
-4.94205,41.51644,-4.52406,42.00955,12
-7.608592,42.019314,-5.61715,42.42043,12
-5.724889,42.540639,-4.6172,42.34131,12
-2.714195,42.91081,-2.03226,42.67182,12
-6.40747,38.68316,-6.302123,38.315155,12
-3.53196,39.46823,-1.757611,38.938611,12
-0.10087,39.9383,0.711547,40.812195,12
-3.66345,38.9069,-1.757611,38.938611,12
-1.64318,41.35353,-0.756763,41.640594,12
-3.97448,39.67747,-1.757611,38.938611,12
-2.98313,43.37891,-2.28083,42.43126,12
-5.715528,42.089278,-4.72353,41.65541,12
-0.52071,39.13819,-0.226262,39.77377,12
-2.576845,39.864933,-1.325,38.47917,12
-3.70457,41.573154,-3.27003,40.16424,12
-2.158367,39.48435,-2.156278,39.484889,12
-0.10087,39.9383,0.71,40.81402,12
-3.70457,41.573154,-3.613601,40.78568,12
-3.63602,38.09519,-2.613384,37.553677,12
-1.925834,37.18494,-1.31493,37.5992,12
-4.77275,37.89155,-3.777263,37.19138,12
-5.014354,43.43564,-2.96204,43.14322,12
-0.181548,38.538334,0.063435,38.791656,12
-1.675974,42.20028,-0.756763,41.640594,12
-3.04165,39.59369,-2.03989,39.13535,12
-6.238355,43.57452,-4.75485,43.41982,12
-5.74951,37.37301,-5.500389,37.270056,12
-2.038425,39.134872,-0.57225,38.62533,12
-4.04972,36.76212,-2.20595,36.96655,12
1.701087,41.599354,2.01667,41.56667,12
-4.051389,36.759167,-2.94966,36.84693,12
-3.95776,37.76748,-3.775363,38.17689,12
-3.63602,38.09519,-3.297419,37.3209,12
-2.043744,41.8407,-1.67446,42.52687,12
-0.385702,39.40417,-0.37966,39.47391,12
-1.926424,37.182285,-0.80682,37.59989,12
-1.926424,37.182285,-1.313417,37.912167,12
-6.34292,38.91802,-5.500389,37.270056,12
0.34894,41.52294,0.91401,41.630672,12
-2.280002,39.59617,-1.758911,38.938072,12
-8.72264,42.23282,-7.426508,43.379726,12
-6.238355,43.57452,-5.43574,43.48126,12
-3.843328,42.366688,-2.752763,42.513184,12
-4.398679,40.77063,-3.61639,40.67882,12
-2.613384,37.553677,-1.41987,38.23998,12
-1.600613,42.012207,-1.13716,42.12632,12
-2.608944,37.554194,-2.14949,37.38856,12
-3.67887,40.19081,-2.994463,40.774384,12
-0.36607,42.51924,0.931523,41.64386,11
-5.715528,42.089278,-4.91413,41.31239,11
-5.950242,41.820766,-5.744583,40.36934,11
-3.6892,41.67041,-3.334111,42.526028,11
-5.665556,42.235,-5.61715,42.42043,11
2.222239,42.097103,2.238844,42.058098,11
-6.53603,39.98406,-5.917074,40.265152,11
-7.55602,43.00992,-7.426508,43.379726,11
-0.857265,42.599594,0.563747,41.649857,11
1.13957,41.64704,1.176398,41.4522,11
-6.28666,40.769604,-5.950242,41.820766,11
-1.319388,41.83281,0.957506,41.853386,11
-6.08845,40.03116,-5.950242,41.820766,11
-0.36607,42.51924,0.91401,41.630672,11
-5.7974,38.97655,-5.01401,38.07482,11
-6.53333,40.6,-5.950242,41.820766,11
-0.166038,38.949978,-0.11935,38.91971,11
0.91401,41.630672,1.701087,41.599354,11
-7.608592,42.019314,-5.950242,41.820766,11
-6.53603,39.98406,-3.922025,39.942818,11
-2.321557,42.864063,-2.32148,42.86398,11
-0.26667,39.68333,-0.22815,39.75358,11
-7.454562,42.96586,-5.55835,42.64685,11
-5.311668,41.773834,-4.91413,41.31239,11
-2.419655,36.88415,-1.31493,37.5992,11
-4.83076,39.96348,-2.576845,39.864933,11
-5.57427,42.53897,-4.7786,41.132687,11
-4.02263,39.8581,-2.805598,39.91926,11
-4.28349,39.98195,-3.470986,38.636032,11
-6.34292,38.91802,-5.379528,37.506722,11
-5.950242,41.820766,-5.76341,40.38641,11
-5.7974,38.97655,-4.900858,38.126163,11
-3.027175,37.393394,-2.77259,37.49073,11
-4.28349,39.98195,-3.487595,39.35476,11
-5.724889,42.540639,-5.520889,42.454889,11
-5.545129,41.939377,-4.91413,41.31239,11
-5.730944,36.46,-4.391351,37.022522,11
1.662544,41.321007,1.703532,41.45214,11
-4.84827,38.37906,-4.187645,39.035137,11
-0.527742,39.15396,-0.126218,39.8983,11
-5.441361,37.505306,-3.3705,38.01328,11
-3.6892,41.67041,-3.292031,40.172264,11
-3.53196,39.46823,-1.758911,38.938072,11
-1.744144,42.862675,-1.030398,41.73174,11
-4.051389,36.759167,-2.64273,36.83155,11
-3.471416,38.63611,-2.25491,39.538704,11
-2.819914,42.95543,-2.03226,42.67182,11
-5.833083,39.526472,-5.54064,39.89158,11
-3.953195,37.182484,-2.94966,36.84693,11
-0.51852,38.99042,-0.184096,39.781944,11
-4.7786,41.132687,-4.136094,40.184185,11
-6.53603,39.98406,-6.466695,39.895397,11
-2.996531,43.372726,-2.752763,42.513184,11
-4.28349,39.98195,-4.136094,40.184185,11
1.604189,41.57993,1.641017,41.578785,11
0.020513,38.81733,0.10383,38.7294,11
-3.00731,40.00851,-2.994463,40.774384,11
-5.60695,36.01393,-4.049841,36.760094,11
-3.61639,40.67882,-3.245475,40.65465,11
0.519,41.533722,1.163606,41.377373,11
-5.758479,39.91985,-4.371031,40.05906,11
-7.20433,37.25482,-6.801258,37.331757,11
-3.673307,38.196457,-3.61535,38.27559,11
-3.722908,38.142612,-3.498747,38.410305,11
-5.950242,41.820766,-5.639297,40.945602,11
-2.913164,42.741688,-1.13716,42.12632,11
-7.426508,43.379726,-7.41431,42.78148,11
-2.465149,37.591595,-1.31493,37.5992,11
-4.829591,41.591373,-4.04785,43.34943,11
-5.917074,40.265152,-4.551042,41.85898,11
-5.49975,37.26925,-4.10266,36.78107,11
-2.465149,37.591595,-0.95396,37.74293,11
-0.60603,38.82191,-0.321234,39.67629,11
-5.950242,41.820766,-5.62723,40.95065,11
-0.755248,39.44505,-0.3808,39.27468,11
-8.11285,42.66085,-7.426508,43.379726,11
