lon_a,lat_a,lon_b,lat_b,usage_count
-5.28121,37.70024,-4.049841,36.760094,3
-5.89772,42.30026,-5.216187,42.41799,3
-2.894425,43.189816,-2.46883,41.76401,3
-3.89047,38.96442,-3.567643,38.82486,3
2.297447,41.65043,2.409245,41.64421,3
0.81094,41.79117,2.238149,41.99513,3
-0.26667,39.68333,-0.124249,39.8985,3
-3.97448,39.67747,-3.82174,40.17092,3
-4.397368,40.772217,-3.487595,39.35476,3
-4.75485,43.41982,-2.896621,43.190083,3
1.90206,41.5043,2.238844,42.058098,3
-0.755248,39.44505,-0.26667,39.68333,3
-3.36991,38.99915,-1.433511,39.52892,3
-3.38483,38.76211,-1.752575,39.519478,3
-6.270861,38.094639,-4.985605,37.25629,3
-6.55231,37.38605,-5.763761,36.45457,3
1.526958,41.73323,3.12703,42.04254,3
0.91401,41.630672,2.71888,41.69914,3
-6.55231,37.38605,-4.481335,37.59296,3
-4.870671,41.559,-4.69951,40.65724,3
1.89233,41.49232,1.90206,41.5043,3
-5.76341,40.38641,-4.870671,41.559,3
1.833639,42.346123,2.028287,42.00936,3
-4.11839,40.94808,-4.022842,40.996014,3
-6.55,43.18333,-5.520889,42.454889,3
-2.043744,41.8407,-1.72678,41.90475,3
-6.559694,39.9195,-6.414634,39.554325,3
-5.770646,42.69129,-4.75485,43.41982,3
-5.61715,42.42043,-4.75485,43.41982,3
-0.4087,42.13615,1.163606,41.377373,3
-5.90841,39.15127,-5.883288,39.45631,3
-3.45757,43.44386,-2.868487,42.96593,3
-4.351037,37.54656,-4.32245,37.6167,3
-5.034033,40.574833,-4.11839,40.94808,3
1.78519,41.42555,1.86621,41.446106,3
-5.014354,43.43564,-4.75485,43.41982,3
-3.286111,40.166778,-2.067639,39.302389,3
-3.63602,38.09519,-3.605657,36.987034,3
-0.60603,38.82191,-0.556926,38.91571,3
-3.605657,36.987034,-2.77259,37.49073,3
-3.546863,39.96833,-3.304787,38.962147,3
2.321472,41.93936,2.8037,41.902885,3
-5.833083,39.526472,-3.97448,39.67747,3
-5.26667,38.3,-5.252056,37.524694,3
-1.80974,37.56329,-0.899639,38.141528,3
-4.73772,37.6435,-4.380841,38.010853,3
-5.74951,37.37301,-5.716139,36.43775,3
-5.252056,37.524694,-3.777263,37.19138,3
-6.257967,38.08397,-5.716139,36.43775,3
1.274208,41.168575,2.2081,41.45152,3
-7.10046,38.68269,-5.575436,39.07741,3
-6.782927,38.359634,-5.575436,39.07741,3
-6.75432,37.57511,-5.763761,36.45457,3
-6.40747,38.68316,-5.575436,39.07741,3
-2.499592,41.773098,-0.754753,41.64069,3
-2.995516,43.371986,-2.995147,43.371025,3
-6.61785,38.90839,-6.270861,38.094639,3
-6.227921,39.86802,-6.08845,40.03116,3
-0.41131,39.323788,0.5216,40.81249,3
-0.41131,39.323788,0.47559,40.47033,3
-6.61785,38.90839,-5.702898,38.259697,3
-4.13801,42.99959,-2.858946,43.28967,3
-4.945926,41.51741,-4.91413,41.31239,3
-5.917074,40.265152,-4.72353,41.65541,3
-4.11839,40.94808,-3.803417,40.1927,3
-7.072508,42.40799,-6.657921,42.566803,3
-8.64435,42.431,-7.454562,42.96586,3
2.2081,41.45152,2.333865,41.49149,3
1.84628,42.10429,2.238149,41.99513,3
-1.900253,37.260567,-1.41987,38.23998,3
-3.91509,40.0476,-2.002211,41.31299,3
-2.15628,39.48489,-1.10646,40.3456,3
1.274208,41.168575,2.28333,41.68333,3
-1.925834,37.18494,-0.57225,38.62533,3
-5.74456,41.50633,-5.657723,40.894054,3
-6.61785,38.90839,-6.411614,39.546604,3
-0.1671,38.95091,-0.166038,38.949978,3
-0.19,38.95,-0.1671,38.95091,3
-0.783455,38.478302,-0.68222,37.97872,3
-3.02725,37.393278,-3.027175,37.393394,3
-3.027246,37.393345,-1.58289,37.4063,3
-0.60603,38.82191,-0.501944,38.85389,3
-1.900253,37.260567,-1.50229,37.7688,3
-6.329907,39.815857,-6.08845,40.03116,3
-3.27003,40.16424,-1.757611,38.938611,3
-6.270861,38.094639,-5.98823,37.66993,3
-6.37224,39.47649,-5.702898,38.259697,3
-1.900253,37.260567,-1.70096,38.5106,3
-5.883288,39.45631,-4.616153,39.083492,3
-3.835679,39.6932,-3.36991,38.99915,3
-3.194363,42.54852,-2.45115,42.46615,3
-3.928777,37.18013,-3.63602,38.09519,3
-4.900858,38.126163,-4.77275,37.89155,3
-6.654096,38.164753,-6.257967,38.08397,3
-3.953195,37.182484,-3.61226,37.78627,3
-0.80682,37.59989,-0.783455,38.478302,3
0.931523,41.64386,3.03333,41.78333,3
-0.71667,39.46667,-0.529238,39.154736,3
2.409245,41.64421,2.48333,41.56667,3
-1.96521,42.30506,-1.794573,42.071514,3
-2.043744,41.8407,-1.60735,42.8323,3
-6.40747,38.68316,-6.270861,38.094639,3
-5.801292,39.818695,-5.62723,40.95065,3
-0.524154,38.83598,-0.523219,38.83706,3
-3.546863,39.96833,-3.00731,40.00851,3
-4.76686,37.38943,-4.381176,38.016953,3
2.224342,41.801247,2.28333,41.68333,3
-3.36991,38.99915,-2.156278,39.484889,3
2.25017,41.55372,2.252292,41.557182,3
-1.2,39.56667,-0.752036,38.874123,3
2.773299,41.90677,2.79281,41.97489,3
-3.27003,40.16424,-2.812738,39.92119,3
-4.054693,40.250015,-3.61639,40.67882,3
-3.843328,42.366688,-3.80493,43.46589,3
-4.731859,39.98403,-3.61639,40.67882,3
1.52528,41.73317,2.49012,42.18096,3
-0.5658,38.19165,-0.181915,38.5383,3
-2.79921,38.35758,-2.79867,38.35731,3
-2.897381,43.190346,-2.617185,42.876923,3
-3.320162,38.06034,-2.79867,38.35731,3
-2.897381,43.190346,-2.67268,42.84998,3
-3.542195,43.411205,-2.45115,42.46615,3
-3.6,40.4,-3.292031,40.172264,3
-5.770646,42.69129,-3.706975,42.2914,3
-5.67826,42.00249,-4.274733,42.72309,3
-3.542195,43.411205,-3.03656,43.30433,3
-0.756763,41.640594,0.34894,41.52294,3
-3.3705,38.01328,-2.044565,38.45115,3
-1.676131,41.99307,-1.60452,42.06166,2
-3.927585,37.18115,-3.13922,37.29932,2
-3.6892,41.67041,-3.6,40.4,2
-3.6892,41.67041,-3.61639,40.67882,2
-4.11839,40.94808,-3.812343,41.130302,2
-3.6892,41.67041,-3.67887,40.19081,2
-3.13922,37.29932,-3.028232,37.39342,2
-1.52334,41.83176,0.91401,41.630672,2
-3.13922,37.29932,-2.94966,36.84693,2
-2.043744,41.8407,0.34894,41.52294,2
-3.605657,36.987034,-3.13922,37.29932,2
-3.6892,41.67041,-3.333109,42.526173,2
-3.38483,38.76211,-2.60119,39.26992,2
-5.78093,37.18516,-3.779008,37.192055,2
-3.3705,38.01328,-1.758911,38.938072,2
-5.10311,37.2376,-3.779008,37.192055,2
-3.3705,38.01328,-2.79921,38.35758,2
-4.867708,38.09519,-3.779008,37.192055,2
-4.056714,37.181763,-3.584,37.11906,2
-3.927585,37.18115,-3.584,37.11906,2
-3.58717,36.74277,-1.80974,37.56329,2
-3.58717,36.74277,-1.85905,37.24345,2
-3.487595,39.35476,-3.36991,38.99915,2
-3.58717,36.74277,-2.20595,36.96655,2
-3.58717,36.74277,-2.64273,36.83155,2
-3.36991,38.99915,-3.33813,39.62367,2
-3.58717,36.74277,-2.94966,36.84693,2
-3.58717,36.74277,-3.13922,37.29932,2
-3.36991,38.99915,-3.12492,39.40463,2
-3.36991,38.99915,-3.04165,39.59369,2
-3.58717,36.74277,-3.584,37.11906,2
-5.10311,37.2376,-4.049841,36.760094,2
-5.78093,37.18516,-4.049841,36.760094,2
-3.36991,38.99915,-3.02156,39.15759,2
-3.6,40.4,-2.46883,41.76401,2
-3.6,40.4,-3.00731,40.00851,2
-3.6,40.4,-3.12492,39.40463,2
-3.36991,38.99915,-3.00731,40.00851,2
-3.6,40.4,-3.32894,40.55274,2
-3.82174,40.17092,-3.6,40.4,2
-3.36991,38.99915,-2.60119,39.26992,2
-4.054693,40.250015,-3.6,40.4,2
-3.60802,39.22085,-1.85643,38.99424,2
-3.60802,39.22085,-2.13333,40.06667,2
-2.584958,38.390366,-0.5658,38.19165,2
-2.584958,38.390366,-0.68222,37.97872,2
-3.32894,40.55274,-2.13333,40.06667,2
-3.3705,38.01328,-1.758881,38.93806,2
-3.38483,38.76211,-3.00731,40.00851,2
-3.38483,38.76211,-3.02156,39.15759,2
-3.38483,38.76211,-3.12492,39.40463,2
-5.10311,37.2376,-4.164194,38.029778,2
-6.61785,38.90839,-4.186213,39.03735,2
-3.3705,38.01328,-3.0848,38.1156,2
-3.45757,43.44386,-2.897381,43.190346,2
-4.945926,41.51741,-4.136094,40.184185,2
-3.53196,39.46823,-2.156278,39.484889,2
-3.53196,39.46823,-1.85643,38.99424,2
-3.53196,39.46823,-2.13333,40.06667,2
-3.53196,39.46823,-2.60119,39.26992,2
-3.53196,39.46823,-3.00731,40.00851,2
-3.53196,39.46823,-3.02156,39.15759,2
-3.53196,39.46823,-3.04165,39.59369,2
-3.53196,39.46823,-3.12492,39.40463,2
-3.53196,39.46823,-3.33813,39.62367,2
-3.53196,39.46823,-3.36991,38.99915,2
-3.027261,37.39333,-1.58289,37.4063,2
-3.584,37.11906,-2.14949,37.38856,2
-3.584,37.11906,-2.64273,36.83155,2
-3.584,37.11906,-2.77259,37.49073,2
-3.584,37.11906,-2.94966,36.84693,2
-3.584,37.11906,-3.13922,37.29932,2
-3.584,37.11906,-3.3705,38.01328,2
-4.75639,36.65947,-3.779008,37.192055,2
-3.3705,38.01328,-1.85643,38.99424,2
-4.77275,37.89155,-3.779008,37.192055,2
-2.79867,38.35731,-0.87059,38.17902,2
-3.60802,39.22085,-2.15723,39.20735,2
-3.60802,39.22085,-3.02156,39.15759,2
-3.60802,39.22085,-3.04165,39.59369,2
-3.60802,39.22085,-3.12492,39.40463,2
-3.66345,38.9069,-3.12492,39.40463,2
-3.66345,38.9069,-3.33813,39.62367,2
-3.66345,38.9069,-3.36991,38.99915,2
-3.66345,38.9069,-3.53196,39.46823,2
-3.66345,38.9069,-3.60802,39.22085,2
-3.66345,38.9069,-3.487595,39.35476,2
-3.33813,39.62367,-3.12492,39.40463,2
-3.33813,39.62367,-3.04165,39.59369,2
-3.33813,39.62367,-3.02156,39.15759,2
-3.33813,39.62367,-3.00731,40.00851,2
-3.33813,39.62367,-2.60119,39.26992,2
-3.33813,39.62367,-2.067639,39.302389,2
-3.33813,39.62367,-2.13333,40.06667,2
-3.702918,42.30732,-3.67321,42.35664,2
-3.33813,39.62367,-1.85643,38.99424,2
-2.60119,39.26992,-2.280002,39.59617,2
-3.82174,40.17092,-3.751034,41.91578,2
-3.82174,40.17092,-3.32894,40.55274,2
-5.61715,42.42043,-3.67321,42.35664,2
-3.32894,40.55274,-3.12492,39.40463,2
-1.675074,42.200317,-1.61151,42.800457,2
-3.67887,40.19081,-3.32894,40.55274,2
-3.67887,40.19081,-3.6,40.4,2
-3.67887,40.19081,-3.60802,39.22085,2
-3.67887,40.19081,-3.61639,40.67882,2
-4.28349,39.98195,-3.82174,40.17092,2
-3.82174,40.17092,-3.67887,40.19081,2
-5.801292,39.818695,-4.731859,39.98403,2
-6.379164,38.885178,-4.731859,39.98403,2
-3.66345,38.9069,-3.04165,39.59369,2
-3.66345,38.9069,-3.02156,39.15759,2
-3.66345,38.9069,-3.00731,40.00851,2
-3.61639,40.67882,-2.13333,40.06667,2
-3.60802,39.22085,-3.33813,39.62367,2
-3.60802,39.22085,-3.36991,38.99915,2
-3.60802,39.22085,-3.53196,39.46823,2
-3.61226,37.78627,-2.584958,38.390366,2
-3.61226,37.78627,-3.0848,38.1156,2
-3.61226,37.78627,-3.3705,38.01328,2
-3.61226,37.78627,-3.584,37.11906,2
-4.381176,38.016953,-3.61226,37.78627,2
-3.36991,38.99915,-2.13333,40.06667,2
-3.777263,37.19138,-3.61226,37.78627,2
-3.36991,38.99915,-1.85643,38.99424,2
-4.361717,37.55261,-3.61226,37.78627,2
0.91401,41.630672,1.641017,41.578785,2
-3.61639,40.67882,-3.32894,40.55274,2
-3.66345,38.9069,-2.60119,39.26992,2
-3.61639,40.67882,-3.6,40.4,2
-3.637788,37.52801,-3.63602,38.09519,2
-3.63602,38.09519,-2.77259,37.49073,2
-3.63602,38.09519,-3.13922,37.29932,2
-3.63602,38.09519,-3.3705,38.01328,2
-3.63602,38.09519,-3.584,37.11906,2
-3.63602,38.09519,-3.58717,36.74277,2
-3.63602,38.09519,-3.61226,37.78627,2
-4.056714,37.181763,-3.63602,38.09519,2
-4.900858,38.126163,-3.63602,38.09519,2
0.924508,40.98877,1.24993,41.28612,2
-3.587198,39.990463,-2.00191,41.311134,2
-3.66345,38.9069,-1.85643,38.99424,2
-3.61639,40.67882,-3.00731,40.00851,2
-8.82797,42.564,-8.80925,43.03306,2
-3.13922,37.29932,-1.85905,37.24345,2
-2.044565,38.45115,-0.76773,38.38479,2
-0.76773,38.38479,-0.5255,38.3964,2
-0.76773,38.38479,-0.23346,38.50754,2
-0.76773,38.38479,0.10383,38.7294,2
-0.71667,39.46667,-0.60603,38.82191,2
-0.705587,39.392494,-0.23346,38.50754,2
-2.584958,38.390366,-0.733703,38.068665,2
-0.68222,37.97872,-0.57225,38.62533,2
-0.68222,37.97872,-0.5658,38.19165,2
-0.68222,37.97872,-0.5255,38.3964,2
-0.733703,38.068665,-0.181915,38.5383,2
-0.60603,38.82191,-0.5658,38.19165,2
-0.60603,38.82191,-0.55468,39.59747,2
-0.60603,38.82191,-0.52142,39.2266,2
-0.60603,38.82191,-0.51852,38.99042,2
-0.21471,39.03602,-0.19,38.95,2
-0.60603,38.82191,-0.23346,38.50754,2
-0.19,38.95,0.10383,38.7294,2
-0.60603,38.82191,0.47559,40.47033,2
-1.313417,37.912167,-0.57225,38.62533,2
-0.76773,38.38479,-0.5658,38.19165,2
-0.80682,37.59989,0.10383,38.7294,2
-0.57225,38.62533,-0.5658,38.19165,2
-0.80682,37.59989,-0.23346,38.50754,2
-0.87734,41.65606,-0.36607,42.51924,2
-0.321234,39.67629,-0.11935,38.91971,2
-0.87734,41.65606,0.34894,41.52294,2
-2.79871,38.35735,-0.87059,38.17902,2
-0.87059,38.17902,-0.76773,38.38479,2
-0.87059,38.17902,-0.60603,38.82191,2
-0.87059,38.17902,-0.57225,38.62533,2
-0.87059,38.17902,-0.5658,38.19165,2
-0.87059,38.17902,-0.5255,38.3964,2
-0.87059,38.17902,-0.23346,38.50754,2
-0.87059,38.17902,0.10383,38.7294,2
-3.9043,40.3581,-2.812996,39.921238,2
-3.00731,40.00851,-2.812996,39.921238,2
-0.86568,38.6373,-0.60603,38.82191,2
-0.86568,38.6373,-0.57225,38.62533,2
-0.86568,38.6373,-0.5255,38.3964,2
-0.80682,37.59989,-0.68222,37.97872,2
-0.8,38.162,-0.60603,38.82191,2
-0.80682,37.59989,-0.181915,38.5383,2
-1.10646,40.3456,-0.523219,38.83706,2
-0.57225,38.62533,-0.5255,38.3964,2
-0.4087,42.13615,1.526958,41.73323,2
-4.93122,37.67359,-4.376796,38.010437,2
-0.52142,39.2266,-0.37966,39.47391,2
-0.52142,39.2266,-0.26667,39.68333,2
-0.52142,39.2266,-0.26623,39.07195,2
-0.52142,39.2266,-0.23346,38.50754,2
-0.52142,39.2266,-0.11935,38.91971,2
-0.52142,39.2266,0.10383,38.7294,2
-0.52142,39.2266,0.47559,40.47033,2
-0.52142,39.2266,0.5216,40.81249,2
-0.51852,38.99042,-0.23346,38.50754,2
-0.51852,38.99042,-0.211568,38.93423,2
-0.4087,42.13615,-0.36607,42.51924,2
-0.4087,42.13615,-0.06765,41.24909,2
-0.4087,42.13615,0.19406,41.91084,2
-0.4087,42.13615,0.34894,41.52294,2
-0.4087,42.13615,0.62218,41.61674,2
-0.4087,42.13615,0.81094,41.79117,2
-0.4087,42.13615,1.164609,41.37436,2
-0.4087,42.13615,1.72511,41.22392,2
-0.4087,42.13615,1.604189,41.57993,2
-4.36827,37.3269,-4.056714,37.181763,2
-5.16709,36.74231,-4.056714,37.181763,2
-0.57225,38.62533,-0.51852,38.99042,2
-4.867708,38.09519,-4.376796,38.010437,2
-0.524154,38.83598,-0.26667,39.68333,2
-0.57225,38.62533,-0.501944,38.85389,2
-0.57225,38.62533,-0.23346,38.50754,2
-2.044565,38.45115,-0.5658,38.19165,2
-0.5658,38.19165,-0.5255,38.3964,2
-0.5658,38.19165,-0.23346,38.50754,2
-0.62426,39.57302,-0.55468,39.59747,2
-0.55468,39.59747,-0.26667,39.68333,2
-0.55468,39.59747,0.5216,40.81249,2
0.81094,41.79117,0.913775,40.98882,2
0.913775,40.98882,1.13957,41.64704,2
2.773299,41.90677,2.963316,42.230286,2
-2.044565,38.45115,-0.5255,38.3964,2
-2.25491,39.538704,-0.5255,38.3964,2
-0.5255,38.3964,-0.51852,38.99042,2
-0.5255,38.3964,-0.23346,38.50754,2
-0.5255,38.3964,0.10383,38.7294,2
-5.52751,37.65896,-4.376796,38.010437,2
-5.28121,37.70024,-4.376796,38.010437,2
-0.87734,41.65606,-0.831585,41.76181,2
-2.28083,42.43126,-0.87734,41.65606,2
-0.95396,37.74293,-0.23346,38.50754,2
-1.31493,37.5992,-0.60603,38.82191,2
-1.31493,37.5992,-0.5658,38.19165,2
-2.60119,39.26992,-1.433389,39.528806,2
-2.03989,39.13535,-1.752575,39.519478,2
-1.2,39.56667,-1.10646,40.3456,2
-1.2,39.56667,-1.07874,39.13942,2
-1.2,39.56667,-0.55468,39.59747,2
-1.2,39.56667,-0.52142,39.2266,2
-1.2,39.56667,-0.37966,39.47391,2
-1.2,39.56667,-0.26667,39.68333,2
-1.2,39.56667,-0.26623,39.07195,2
-1.2,39.56667,-0.124249,39.8985,2
-1.2,39.56667,0.47559,40.47033,2
-2.043744,41.8407,-1.52334,41.83176,2
-1.13716,42.12632,-0.4087,42.13615,2
-1.13716,42.12632,-0.36607,42.51924,2
-1.031231,41.730312,-0.06765,41.24909,2
-1.13716,42.12632,0.19406,41.91084,2
-1.13716,42.12632,0.34894,41.52294,2
-1.13716,42.12632,0.62218,41.61674,2
-1.31493,37.5992,-0.57225,38.62533,2
-1.31493,37.5992,-0.68222,37.97872,2
-0.804851,38.159927,-0.176935,38.53953,2
-1.31493,37.5992,-0.80682,37.59989,2
-1.41987,38.23998,-0.68222,37.97872,2
-1.41987,38.23998,-0.57225,38.62533,2
-1.41987,38.23998,-0.5658,38.19165,2
-2.25491,39.538704,-1.325,38.47917,2
-1.325,38.47917,-1.09713,38.86917,2
-1.325,38.47917,-1.04877,38.06147,2
-1.325,38.47917,-0.95396,37.74293,2
-1.325,38.47917,-0.87059,38.17902,2
-1.325,38.47917,-0.86568,38.6373,2
-1.325,38.47917,-0.80682,37.59989,2
-1.325,38.47917,-0.60603,38.82191,2
-1.325,38.47917,-0.57225,38.62533,2
-1.325,38.47917,-0.5255,38.3964,2
-1.325,38.47917,0.10383,38.7294,2
-4.77275,37.89155,-3.927585,37.18115,2
-1.31493,37.5992,-1.09713,38.86917,2
-1.31493,37.5992,-1.04877,38.06147,2
-1.31493,37.5992,-0.95396,37.74293,2
-1.31493,37.5992,-0.87059,38.17902,2
0.91401,41.630672,2.01427,41.31405,2
-3.27003,40.16424,-2.254855,39.538723,2
-1.11468,38.61365,-1.09713,38.86917,2
-1.11468,38.61365,-1.04877,38.06147,2
-1.09713,38.86917,-0.86568,38.6373,2
-1.09713,38.86917,-0.57225,38.62533,2
-1.09713,38.86917,-0.5255,38.3964,2
-1.09713,38.86917,0.10383,38.7294,2
-3.266203,37.32262,-1.360389,37.885556,2
-2.584958,38.390366,-1.04877,38.06147,2
-1.04877,38.06147,-0.95396,37.74293,2
-1.04877,38.06147,-0.87059,38.17902,2
-1.04877,38.06147,-0.80682,37.59989,2
-1.04877,38.06147,-0.68222,37.97872,2
-1.04877,38.06147,-0.60603,38.82191,2
-1.04877,38.06147,-0.5658,38.19165,2
-3.266203,37.32262,-0.95396,37.74293,2
-1.09713,38.86917,-0.8,38.162,2
-0.95396,37.74293,-0.87059,38.17902,2
-0.95396,37.74293,-0.80682,37.59989,2
-0.95396,37.74293,-0.68222,37.97872,2
-0.8,38.162,-0.57225,38.62533,2
-0.8,38.162,-0.5255,38.3964,2
-0.124249,39.8985,0.71,40.81402,2
-0.124249,39.8985,1.14764,41.11118,2
-1.10646,40.3456,-0.10087,39.9383,2
-2.530493,41.47038,-1.144528,40.471639,2
-1.11468,38.61365,-0.95396,37.74293,2
-1.11468,38.61365,-0.86568,38.6373,2
-1.11468,38.61365,-0.80682,37.59989,2
-1.11468,38.61365,-0.57225,38.62533,2
-1.11468,38.61365,-0.5255,38.3964,2
-1.11468,38.61365,-0.26667,39.68333,2
-0.662682,38.929626,-0.26623,39.07195,2
-0.662682,38.929626,-0.48548,38.89132,2
-1.10646,40.3456,-0.321234,39.67629,2
-1.10646,40.3456,-0.26667,39.68333,2
-1.61151,42.800457,-1.030398,41.73174,2
-1.10646,40.3456,-0.87734,41.65606,2
-0.80682,37.59989,-0.786906,38.467503,2
-1.10646,40.3456,-0.55468,39.59747,2
-1.10646,40.3456,-0.52142,39.2266,2
-1.10646,40.3456,-0.51852,38.99042,2
-1.10646,40.3456,-0.4087,42.13615,2
-1.10646,40.3456,-0.831585,41.76181,2
1.679574,41.536804,1.78519,41.42555,2
-0.4087,42.13615,2.01667,41.56667,2
-3.13922,37.29932,-1.7985,38.09242,2
1.72511,41.22392,2.28333,41.68333,2
1.72511,41.22392,2.71888,41.69914,2
0.931523,41.64386,1.729436,41.449177,2
1.274208,41.168575,1.78519,41.42555,2
1.78519,41.42555,2.2081,41.45152,2
1.78519,41.42555,2.28333,41.68333,2
1.78519,41.42555,2.71888,41.69914,2
1.274208,41.168575,1.86621,41.446106,2
1.14764,41.11118,1.89233,41.49232,2
1.80476,41.74549,1.898091,41.789597,2
1.80476,41.74549,2.01427,41.31405,2
1.80476,41.74549,2.45822,42.14252,2
1.80476,41.74549,2.71888,41.69914,2
1.84628,42.10429,2.028287,42.00936,2
1.84628,42.10429,2.239721,41.94592,2
1.897825,41.789665,2.005857,41.432823,2
1.802521,41.426254,1.86621,41.446106,2
2.01427,41.31405,2.01667,41.56667,2
2.223155,41.522346,2.269554,41.664917,2
2.236129,41.821262,2.269554,41.664917,2
1.72511,41.22392,2.48333,41.56667,2
1.72511,41.22392,2.2081,41.45152,2
1.897825,41.789665,2.01667,41.56667,2
1.72511,41.22392,2.01667,41.56667,2
1.24993,41.28612,1.892448,41.453182,2
1.487066,41.178795,1.897825,41.789665,2
1.487066,41.178795,1.874583,41.700462,2
2.77326,41.907253,3.12703,42.04254,2
-0.754753,41.64069,1.19146,41.92066,2
1.842186,41.615833,1.861437,42.146168,2
2.269554,41.664917,2.28333,41.68333,2
2.028287,42.00936,2.49012,42.18096,2
-1.523313,41.83176,0.931523,41.64386,2
0.563747,41.649857,1.641017,41.578785,2
1.274208,41.168575,1.679574,41.536804,2
1.63751,41.57165,1.699689,41.59803,2
1.641017,41.578785,2.71888,41.69914,2
1.63751,41.57165,2.25017,41.55372,2
1.641017,41.578785,2.252292,41.557182,2
1.274208,41.168575,1.72511,41.22392,2
1.874583,41.700462,1.892525,41.82701,2
1.72511,41.22392,1.78519,41.42555,2
1.72511,41.22392,2.01427,41.31405,2
2.236129,41.821262,2.49012,42.18096,2
2.01667,41.56667,2.2081,41.45152,2
-1.04877,38.06147,-0.783455,38.478302,2
1.84252,41.61552,2.466856,42.153248,2
2.49012,42.18096,2.79281,41.97489,2
2.542668,41.597725,2.71888,41.69914,2
2.71888,41.69914,3.03333,41.78333,2
2.71888,41.69914,3.12703,42.04254,2
-3.6892,41.67041,-2.044228,41.840622,2
0.563747,41.649857,2.322932,41.923798,2
-0.77131,38.4852,-0.184096,39.781944,2
0.19406,41.91084,2.321472,41.93936,2
0.34894,41.52294,2.322932,41.923798,2
0.62218,41.61674,2.322932,41.923798,2
0.81094,41.79117,2.322932,41.923798,2
1.63751,41.57165,2.254843,41.558784,2
2.01667,41.56667,2.409245,41.64421,2
1.832766,42.346046,2.321472,41.93936,2
2.321472,41.93936,2.90847,42.038567,2
1.490892,41.17787,1.86621,41.446106,2
1.641017,41.578785,2.409245,41.64421,2
2.865273,42.025463,3.066907,42.002262,2
1.579963,41.745747,2.963316,42.230286,2
2.49012,42.18096,2.71888,41.69914,2
2.269554,41.664917,2.400474,41.592064,2
2.01667,41.56667,2.28333,41.68333,2
1.899807,41.807198,2.269227,41.481712,2
-3.36991,38.99915,-1.752575,39.519478,2
0.563747,41.649857,2.2081,41.45152,2
1.86621,41.446106,2.2081,41.45152,2
1.897825,41.789665,2.2081,41.45152,2
2.2081,41.45152,2.26974,41.47822,2
2.2081,41.45152,2.298231,41.532127,2
2.2081,41.45152,2.28333,41.68333,2
2.2081,41.45152,2.71888,41.69914,2
2.333865,41.49149,2.400474,41.592064,2
2.400474,41.592064,2.79281,41.97489,2
1.579963,41.745747,2.25528,42.06174,2
1.72511,41.22392,2.238149,41.99513,2
-0.544191,39.01686,-0.184096,39.781944,2
-0.13333,41.05,1.579963,41.745747,2
2.236129,41.821262,2.28333,41.68333,2
1.13957,41.64704,2.238149,41.99513,2
-0.124249,39.8985,1.274208,41.168575,2
1.86621,41.446106,2.400474,41.592064,2
0.81094,41.79117,2.3275,41.493073,2
1.24993,41.28612,2.01667,41.56667,2
1.24993,41.28612,1.72511,41.22392,2
1.249184,41.446735,1.24993,41.28612,2
-1.308231,40.837513,-0.23089,40.945244,2
-0.13333,41.05,0.19406,41.91084,2
-0.13333,41.05,0.34894,41.52294,2
-0.13333,41.05,0.47559,40.47033,2
-0.13333,41.05,0.62218,41.61674,2
-0.13333,41.05,0.81094,41.79117,2
-0.13333,41.05,1.72511,41.22392,2
-0.13333,41.05,1.80476,41.74549,2
-0.13333,41.05,1.526958,41.73323,2
-3.66345,38.9069,-1.752575,39.519478,2
-1.433389,39.528806,-0.226643,39.03951,2
-3.04165,39.59369,-1.752575,39.519478,2
-0.514762,39.57606,-0.41131,39.323788,2
-0.41131,39.323788,-0.37966,39.47391,2
-0.41131,39.323788,-0.10087,39.9383,2
-0.41131,39.323788,0.913775,40.98882,2
-4.216603,39.011852,-4.187645,39.035137,2
-4.84827,38.37906,-4.216603,39.011852,2
-1.85643,38.99424,-0.529238,39.154736,2
-0.10087,39.9383,0.47559,40.47033,2
-1.757611,38.938611,-0.529238,39.154736,2
-1.433511,39.52892,-0.197271,39.92287,2
-0.126218,39.8983,1.24993,41.28612,2
-0.23346,38.50754,0.10383,38.7294,2
-0.37966,39.47391,0.924508,40.98877,2
-1.777706,42.711414,-0.857265,42.599594,2
-0.36607,42.51924,0.19406,41.91084,2
-0.36607,42.51924,0.34894,41.52294,2
-0.36607,42.51924,0.62218,41.61674,2
-0.36607,42.51924,0.81094,41.79117,2
-1.433389,39.528806,-0.26667,39.68333,2
-0.26667,39.68333,-0.26623,39.07195,2
-0.26667,39.68333,-0.23346,38.50754,2
-0.26667,39.68333,-0.226262,39.77377,2
-0.95396,37.74293,0.063078,38.79001,2
-0.80682,37.59989,0.063078,38.79001,2
-0.76773,38.38479,0.063078,38.79001,2
-0.68222,37.97872,0.063078,38.79001,2
-0.5658,38.19165,0.063078,38.79001,2
-0.26623,39.07195,-0.11935,38.91971,2
-2.044565,38.45115,-0.23346,38.50754,2
-1.10646,40.3456,0.020513,38.81733,2
-0.23346,38.50754,-0.11935,38.91971,2
-0.10087,39.9383,0.5216,40.81249,2
-0.10087,39.9383,1.24993,41.28612,2
-0.10087,39.9383,1.72511,41.22392,2
-1.231611,38.103833,0.10383,38.7294,2
0.62218,41.61674,0.81094,41.79117,2
0.62218,41.61674,0.91401,41.630672,2
