object_id,province_code,road,pk_start_km,pk_end_km,aadt_total,aadt_heavy,aadt_light,aadt_motorcycles,aadt_cars,aadt_cars_caravan,aadt_vans,aadt_tractors,aadt_rigid_trucks,aadt_articulated_trucks,aadt_road_trains,aadt_special_vehicles,aadt_buses,speed_avg_kph,speed_light_kph,speed_heavy_kph,aadt_pct_ascending,aadt_pct_descending,year,shape_length_m
1,21,N-435A,112.1,116.985,1025,263,762,8,692,8,54,0,45,197,21,0,0,,,,,,2022,11288.355036243684
2,15,N-550,79.2,80.7,15314,862,14452,598,12475,297,1060,22,253,518,18,2,71,62.2,62.3,60.8,,,2022,1432.9000601958421
3,3,AP-7N,621.1,637.8,25372,2522,22850,73,20284,170,2323,0,1143,1246,42,0,91,113.6,115.6,95.6,49.6413369068264,50.3586630931736,2022,16720.453878192067
4,25,A-2,526.5,530.722,22992,4669,18323,529,16279,35,1480,0,946,3387,157,15,164,113.4,120,89.6,48.4690327070285,51.5309672929715,2022,4147.696373301995
5,4,N-340A,520.6,523.6,1102,60,1042,51,926,2,63,0,35,17,0,0,8,77.6,78.2,69.7,,,2022,2883.62260281358
6,15,N-547,64.4,67.9,6169,753,5416,25,4564,37,789,1,314,358,30,0,51,,,,,,2022,3476.7607369994316
7,9,N-232,510.7,513.4,1579,223,1356,167,1009,12,159,9,60,140,2,0,21,37.9,38.7,31.6,,,2022,2625.8553736051617
8,14,N-432,336.8,339,4989,672,4317,202,3305,54,727,29,229,283,13,3,144,,,,,,2022,2355.7709124846256
9,5,N-403A,127,131,3519,242,3277,35,2831,21,390,0,119,105,3,1,14,89,90.1,74.7,,,2022,2986.1749602099103
10,21,N-433,127.1,128,1665,427,1238,14,1125,13,86,0,69,319,35,2,2,,,,,,2022,902.3529189804595
11,19,N-211,78.5,82.4,1991,413,1578,39,1453,4,79,3,66,323,5,6,13,93.5,97.3,79.6,,,2022,3930.9592842440297
12,12,N-232,48.3,60.8,2895,524,2371,79,2098,8,186,0,110,397,8,2,7,95.8,99.4,81.3,,,2022,11760.708677167004
13,26,A-12,107.9,110.3,10261,1667,8594,35,7634,31,894,0,386,1149,70,2,60,112.3,116,93,48.4358249683267,51.5641750316733,2022,2409.214273133301
14,13,N-430,361.2,361.68,2215,321,1894,18,1747,0,85,44,145,176,0,0,0,,,,,,2022,687.5473899617971
15,26,N-113,67.2,68.31,4463,2024,2439,130,1918,53,338,0,157,1837,2,27,1,90,95.4,82.9,,,2022,1428.0806962711113
16,21,N-435,151.1,155.6,1781,264,1517,77,1254,18,166,2,96,148,0,1,19,,,,,,2022,4470.142269644403
17,6,A-5,402.7,405.4,9575,2600,6975,101,6409,24,441,0,319,2072,80,10,119,103.9,109.8,91,41.3054830287206,58.6945169712794,2022,2694.43046962304
18,25,N-240,112.4,114,857,77,780,8,661,1,106,4,24,35,1,0,17,,,,,,2022,1618.4712303218753
19,12,N-225,22.4,23.36,8306,515,7791,26,7160,58,541,6,149,344,13,3,6,56.7,57.4,47.3,,,2022,916.0683250860087
20,24,N-601,315.8,317,3608,131,3477,47,3067,31,331,1,69,47,4,0,11,,,,,,2022,1229.2220932677462
21,14,A-4,395.72,397.8,32568,6150,26418,315,24232,43,1828,0,1386,4320,215,13,216,101.8,104.8,90.5,53.8964627855564,46.1035372144436,2022,2058.2494272935623
22,2,N-430,429.4,431.8,382,61,321,16,276,3,26,0,33,23,0,2,3,96,99.7,82.7,,,2022,2148.080436580974
23,12,A-7,281.5,283.5,35401,5537,29864,453,26456,66,2889,0,1374,3964,120,19,60,107,109.8,90.2,45.820739527132,54.179260472868,2022,1958.2116156786797
24,14,N-432,189.8,191.1,4228,465,3763,30,3571,12,150,0,106,302,17,0,40,,,,,,2022,1479.1187498295976
25,3,A-7,435.6,441.4,16617,1755,14862,295,13165,134,1268,0,881,755,75,1,43,112.3,115.7,89.5,51.1163266534272,48.8836733465728,2022,5762.153603534269
26,3,A-79,0,0.7,10039,645,9394,598,7537,23,1236,0,509,79,7,0,50,83.7,84.5,73.8,47.1959358501843,52.8040641498157,2022,766.5462641246631
27,29,AP-7S,200,212.3,20884,1349,19535,116,17701,80,1638,0,532,715,22,4,76,,,,50,50,2022,12367.156154685674
28,21,N-630,742.2,744.31,1436,227,1209,59,1003,17,130,0,157,21,11,0,38,83.4,84.5,77.3,,,2022,2090.5636678836263
29,24,N-625,18.3,20.2,2976,288,2688,25,2230,39,394,0,216,50,2,0,20,,,,,,2022,1938.0964814207705
30,19,N-320A,236.3,241.13,437,32,405,5,367,0,33,0,11,20,0,0,1,,,,,,2022,5730.972666377147
31,29,A-7S,1068.6,1070.65,39802,4059,35743,439,33386,30,1888,0,2256,1589,44,6,164,105.5,107.1,90.9,49.889452791317,50.110547208683,2022,2315.5043082356788
32,4,N-340,377.69,383.82,553,44,509,0,508,0,1,0,44,0,0,0,0,64.5,64.7,61.2,,,2022,6141.256717827351
33,13,N-430A,297.9,298.1,173,34,139,4,119,2,14,0,8,25,1,0,0,,,,,,2022,184.68466210760891
34,3,N-340,799,799.6,24699,1003,23696,763,20699,40,2194,0,716,188,21,0,78,70.7,71.1,63.3,51.9373253977894,48.0626746022106,2022,1082.3018386172862
35,13,N-430,203.5,203.8,2484,829,1655,22,1391,30,212,0,130,652,33,6,8,,,,,,2022,266.1218964932312
36,5,N-502,83.3,85.3,2813,181,2632,73,2278,24,256,1,99,49,3,1,29,,,,,,2022,2005.6243611886914
37,24,A-6,418.8,430.86,8498,2399,6099,18,5521,82,478,0,199,2074,37,39,50,,,,50.0117674746999,49.9882325253001,2022,12327.344871290445
38,21,N-431,120.8,121.6,5109,200,4909,135,4230,137,406,1,115,61,0,0,24,,,,,,2022,816.589563845069
39,18,GR-30,15.455,16.774,102209,3115,99094,2263,91813,62,4956,0,1572,1311,20,11,201,,,,47.2600260251054,52.7399739748946,2022,1304.125008489341
40,17,A-2,700.2,702.6,36318,2592,33726,969,29450,280,3027,0,1254,1047,55,4,232,110.6,111.9,93.3,49.2483066248141,50.7516933751859,2022,2385.7175664491383
41,4,A-7S,704,709,13081,2894,10187,160,9185,100,742,0,637,2104,41,4,108,,,,48.9182784190811,51.0817215809189,2022,4995.261736808296
42,30,AP-7N,783.9,786.3,29152,1857,27295,172,24158,192,2773,0,840,917,32,0,68,,,,50,50,2022,2398.4127988481
43,9,N-1A,294.66,296,187,22,165,3,155,0,7,0,10,11,0,0,1,,,,,,2022,1542.3701429877838
44,2,N-301,258.5,274.972,472,42,430,19,371,9,31,0,13,27,1,0,1,,,,,,2022,15843.363186677241
45,23,N-432A,399.183,399.915,200,14,186,5,173,0,8,0,7,5,1,0,1,,,,,,2022,605.4090272155789
46,29,A-7S,1011.28,1012.1,71337,4746,66591,1102,61490,44,3955,0,2646,1610,57,12,421,82.4,83.2,74.1,45.7280233259038,54.2719766740962,2022,665.713605141346
47,22,N-330,579.6,583.5,240,48,192,11,170,1,8,2,20,26,0,0,2,,,,,,2022,3885.1606419408818
48,16,N-420,515.4,516.3,827,109,718,61,576,6,75,0,20,83,1,0,5,,,,,,2022,897.9444804089651
49,3,N-325,6,8.2,11086,716,10370,194,8971,52,1151,2,488,200,10,0,18,81.9,82.1,77.5,,,2022,2129.2947340459823
50,24,N-6,277.5,278.8,675,50,625,0,577,5,43,0,23,22,0,0,5,,,,,,2022,1304.1197387272052
51,5,N-110,249.1,249.59,4427,532,3895,207,3259,35,393,1,130,368,11,2,21,83.4,84.8,74.7,,,2022,666.1197413550436
52,13,N-401,155.8,156.4,4126,259,3867,40,3364,14,447,2,137,105,3,0,14,,,,,,2022,605.3019289711962
53,3,N-325,8.2,9,6898,475,6423,120,5557,32,713,1,324,132,7,0,12,,,,,,2022,796.0124184936061
54,22,N-123A,26.2,29,2475,248,2227,40,2089,15,82,1,110,124,4,1,9,,,,,,2022,2501.3141473124497
55,24,A-6,394,398.9,11162,3532,7630,83,7064,58,425,0,518,2722,113,41,138,111.6,114,100.5,46.7747715463179,53.2252284536821,2022,4931.963334533024
56,22,N-123,36.2,37.236,1003,100,903,17,847,6,33,0,44,50,2,0,4,,,,,,2022,1036.7407461835953
57,15,AC-12,4.4,5.2,71748,2106,69642,2168,60443,156,6875,0,1209,430,34,1,432,47.2,47.4,40.4,49.2849974912193,50.7150025087807,2022,774.3757541485214
58,6,A-66,654,656.9,20704,5294,15410,260,13203,140,1807,0,1342,3654,104,40,154,110.9,116.6,94.6,50.4153786707883,49.5846213292118,2022,3209.4158335518005
59,21,N-435A,110.8,111.1,1025,263,762,8,692,8,54,0,45,197,21,0,0,,,,,,2022,338.75728365250734
60,2,N-322,329.9,337.6,4406,349,4057,158,3120,33,741,5,138,186,4,8,13,70.6,70.8,68.4,,,2022,7575.85260376875
61,26,N-111,293,295.5,3520,550,2970,300,2386,26,256,2,88,396,29,0,37,,,,,,2022,2487.3682372059684
62,24,N-536,18.3,19.1,1735,68,1667,7,1551,29,80,0,29,25,0,0,14,,,,,,2022,816.5228187688043
63,15,N-651,22,26,10220,335,9885,261,8435,31,1158,0,225,22,2,0,86,53.1,53.2,52.5,,,2022,3988.097699056899
64,11,AP-4,78,84.3,32164,4354,27810,117,24897,119,2677,0,1796,2257,64,10,227,112.5,115.9,91.9,50.3264519338391,49.6735480661609,2022,6179.159299066698
65,6,BA-20,4.3,5.5,22014,803,21211,822,19420,29,940,0,408,136,10,7,242,51.5,51.7,46.5,47.4379940038158,52.5620059961842,2022,1219.3429432805938
66,9,N-122,247.06,248.3,5018,1640,3378,62,2934,29,348,5,234,1332,58,2,14,85,86.5,81.6,,,2022,1221.271959889052
67,15,FE-14,4.059,4.8,14506,342,14164,124,12099,58,1883,0,60,246,17,4,15,53.6,53.6,53.3,43.5750723838412,56.4249276161588,2022,817.416530742574
68,3,EL-20,2.9,4.2,29124,1596,27528,911,22435,142,4040,0,904,542,37,1,112,94.8,95.6,82.3,49.3647850569977,50.6352149430023,2022,1300.320949222673
69,21,N-433,84,86.4,6321,418,5903,282,5179,63,375,4,152,222,10,0,34,81.3,81.7,75.8,,,2022,2392.7907757160856
70,22,N-260,432.3,432.6,1859,64,1795,75,1642,7,71,0,43,9,0,0,12,,,,,,2022,292.0080275414955
71,10,N-521,47.8,48.741,7850,397,7453,203,6920,11,319,0,91,133,2,0,171,41.1,41.2,38.8,50.4713375796178,49.5286624203822,2022,954.8417171128666
72,26,N-120,30.35,32,1945,171,1774,102,1461,36,169,6,14,117,8,2,30,,,,,,2022,1696.7085043172744
73,6,N-432,158.4,160,1805,537,1268,24,1112,24,108,0,221,270,29,0,17,91.6,94.5,85.3,,,2022,1286.0091492729778
74,22,A-23,405.9,406.281,8246,1295,6951,125,6313,86,427,0,417,768,19,6,85,108.8,111.4,95.9,50.2061605626971,49.7938394373029,2022,389.68473390857986
75,21,N-433,114.5,127.1,2491,280,2211,58,1925,28,200,0,143,107,5,1,24,,,,,,2022,12619.490084839961
76,11,N-340,130.9,131.8,1368,57,1311,85,1148,14,62,2,31,16,1,0,9,,,,,,2022,858.6543515377366
77,2,A-30,44,47.8,14623,2780,11843,85,11027,67,664,0,472,2135,68,10,95,119.8,126,92,50.7488203515011,49.2511796484989,2022,3751.6159576057785
78,9,N-232,538.4,539.3,2184,157,2027,146,1649,25,203,4,74,65,1,0,17,63.2,63.6,58.4,,,2022,875.2912953825123
79,13,N-430,285,285.7,4370,795,3575,99,3079,13,374,10,181,579,20,3,12,41,41.6,38.5,,,2022,699.2691552979146
80,15,N-651,17.3,17.9,13026,460,12566,516,10423,71,1556,0,317,101,7,1,34,63.1,63.1,62.2,,,2022,611.9713634021749
81,17,N-260,83.93,85.35,13231,770,12461,530,10677,13,1217,24,503,176,2,1,88,42.5,42.6,40.9,,,2022,1289.7250376401446
82,3,N-332,119,120.6,10233,382,9851,251,8929,60,611,0,255,93,13,0,21,,,,,,2022,1312.4629525648554
83,12,N-340,974.9,976.3,16334,717,15617,378,13789,43,1407,0,387,304,5,2,19,87.9,88.1,82.7,,,2022,1999.144541352481
84,25,N-260,280.7,282.7,3387,112,3275,359,2676,26,210,4,78,19,1,1,13,73,73.2,66.7,,,2022,1902.9921680018444
85,14,N-432A,169.225,171.6,41,0,41,0,39,0,2,0,0,0,0,0,0,,,,,,2022,2020.9680717827605
86,25,A-2,470.6,477.2,39366,10934,28432,220,24410,82,3720,0,1559,8683,468,54,170,99.2,102.5,90.5,50.2057613168724,49.7942386831276,2022,7035.319510381782
87,5,N-6,89.82,91,9166,2248,6918,152,5937,49,780,0,251,1797,128,15,57,,,,,,2022,1140.8414768647249
88,9,N-622,62.8,68.8,380,61,319,32,231,9,47,0,19,31,3,1,7,88,89.6,81.4,,,2022,5994.892762054416
89,22,N-230,48.9,54,3607,515,3092,84,2888,8,107,5,139,340,8,0,28,,,,,,2022,5046.792706833006
90,46,AP-7N,527.17,531.8,57831,13866,43965,2,43920,2,41,0,13755,105,4,0,2,103.8,108.8,87.9,50.7392229081289,49.2607770918711,2022,4254.661994334608
91,26,AP-68,174.6,201.85,10658,3373,7285,44,6509,32,700,0,1392,1749,50,8,174,,,,50,50,2022,27181.708403670786
92,13,N-430,359.1,361.2,1941,203,1738,24,1568,0,117,29,67,121,7,0,8,58.9,60.3,49.3,,,2022,2062.993706194279
93,2,N-301,335.5,337.54,137,8,129,3,119,0,7,0,5,2,0,0,1,,,,,,2022,2082.536468281394
94,12,N-340A,1052.7,1057.3,8555,174,8381,347,7177,27,830,0,138,29,2,0,5,64.4,64.5,61.6,,,2022,4610.535582104639
95,14,A-4R2,0,1.475,3945,968,2977,41,2657,20,259,0,471,451,19,2,25,,,,43.9543726235741,56.0456273764259,2022,1473.129321791074
96,29,A-7S,973.7,978.2,69577,3107,66470,1367,61267,95,3741,0,1471,1314,32,6,284,102.9,103.4,92.3,49.4229414892853,50.5770585107148,2022,4413.0762764853025
97,3,N-332,204.64,206.8,11134,807,10327,219,8722,140,1245,1,496,276,8,1,26,,,,,,2022,2147.8551329508014
98,18,A-44,81.6,83.6,22693,3521,19172,205,17855,27,1085,0,1013,2181,92,8,227,114.9,120.9,93.2,49.8611906755387,50.1388093244613,2022,1990.7705515576026
99,10,N-630,445.2,448.4,412,41,371,38,307,9,17,0,26,8,1,0,6,92.4,93.5,83.2,,,2022,3205.2085250632495
100,11,A-48,0,2.991,72806,2829,69977,1196,65218,172,3391,0,1314,1189,36,11,279,89.5,89.7,85.2,49.6950800758179,50.3049199241821,2022,3035.361534947551
101,9,N-120,127.3,130.6,613,55,558,23,482,11,41,1,16,34,1,0,4,94.8,96.1,81.7,,,2022,3332.006500296322
102,6,N-630,685.6,687.925,1958,128,1830,104,1357,38,330,1,98,30,0,0,0,,,,,,2022,2255.2483862244376
103,9,A-62,29.4,31.5,14752,4881,9871,85,8309,148,1329,0,570,4040,175,33,63,108.8,118.7,92.6,51.4303145336226,48.5696854663774,2022,2112.1683284860032
104,22,A-23,356.9,360.3,17211,1787,15424,117,14647,94,566,0,484,1122,64,11,106,108.3,110.2,91.4,51.2869676369764,48.7130323630237,2022,2797.9159318382945
105,10,A-66,582.331,598.3,12622,2384,10238,124,9530,93,491,0,454,1774,64,13,79,116.9,122.7,93.1,50.7209633972429,49.2790366027571,2022,15923.672731577466
106,9,A-1,333.5,336.7,41166,10474,30692,514,27560,213,2405,0,1502,8024,484,58,406,100.4,104.5,88.5,49.4874410921634,50.5125589078366,2022,3105.6961898574314
107,10,N-630,474.5,475.768,9497,611,8886,84,8382,7,413,0,361,173,9,2,66,54.9,55.5,46.5,49.3418974412972,50.6581025587028,2022,1282.9968951811104
108,9,N-122,272.9,274.4,5222,1845,3377,93,2946,21,308,9,297,1474,38,4,32,94.2,98.8,87.9,,,2022,1519.6101288214643
109,15,N-651,1,6.9,3318,130,3188,131,2644,18,395,0,62,26,5,0,37,,,,,,2022,5922.8434280082665
110,14,A-4,431.6,435.625,15398,3845,11553,120,10614,64,755,0,793,2712,137,13,190,106.9,113,91,53.6887907520457,46.3112092479543,2022,4025.7912259401874
111,2,A-31,50.5,55.1,27827,4860,22967,148,21727,96,996,0,1029,3424,224,17,166,115.5,119.8,95.7,51.2990979983469,48.7009020016531,2022,4588.897002756083
112,22,N-123,20.8,24.2,1003,100,903,17,847,6,33,0,44,50,2,0,4,,,,,,2022,3423.3784395779617
113,26,N-232,463.5,467.963,3520,581,2939,36,2584,43,266,10,91,415,30,9,36,89.5,91.4,80.5,,,2022,4444.653614953157
114,24,AP-71,34.2,36.6,8732,1230,7502,24,6908,6,564,0,266,810,20,0,134,,,,50,50,2022,2424.023843514526
115,21,N-435,128.4,129.3,1698,253,1445,73,1195,17,158,2,91,142,0,1,19,,,,,,2022,886.394673947174
116,30,AP-7N,780.7,781.7,32617,2649,29968,192,26520,208,3048,0,1198,1309,46,0,96,,,,49.9984670570561,50.0015329429439,2022,1012.9327099117348
117,9,A-1,244.5,246.5,12626,2663,9963,245,8753,94,871,0,624,1889,86,18,46,94.9,97.9,82.9,43.9885949627752,56.0114050372248,2022,2017.7288954310532
118,9,N-629,42.2,43.7,1149,95,1054,73,859,13,109,0,32,50,1,0,12,,,,,,2022,1522.995736569288
119,5,N-403,83.2,88.5,6411,290,6121,180,5314,36,591,0,153,97,3,2,35,84.4,84.7,78.3,,,2022,4979.236627903577
120,14,N-432,233,238.6,8417,1106,7311,102,6908,15,286,0,247,782,25,2,50,,,,,,2022,4788.53692884294
121,18,N-323A,461.68,462.5,769,88,681,25,587,14,54,1,24,40,0,0,24,,,,,,2022,822.7171437895233
122,19,N-211,55.9,60,2398,538,1860,45,1713,5,93,4,86,421,6,7,18,,,,,,2022,4143.849877821922
123,11,A-7S,1098.1,1102.7,36598,2991,33607,671,31459,78,1399,0,785,1875,57,24,250,106,107.4,89.6000000000001,49.7568173124214,50.2431826875786,2022,4384.30417433644
124,21,N-433,112,114.2,3579,421,3158,82,2749,41,286,0,217,161,7,1,35,70.6,70.9,66.7,,,2022,2236.6557487792898
125,26,N-111,285,290,2418,366,2052,207,1648,18,177,2,61,277,2,0,26,74.5,76.3,65.9,,,2022,4974.767070817839
126,24,A-6,333,339,12686,3217,9469,104,8459,59,847,0,680,2287,100,21,129,116.1,119.8,100.8,53.0979032003784,46.9020967996216,2022,6023.220520348497
127,8,B-10,12.29,17.4,78508,6060,72448,3693,65466,0,3289,0,2904,2566,105,13,472,80.2,80.9,73.6,54.0518163754012,45.9481836245988,2022,5186.637577614016
128,3,N-332,42.2,42.7,9949,279,9670,435,8463,55,717,0,224,32,6,0,17,,,,,,2022,497.711019439303
129,13,N-502A,279.8,280.5,1017,68,949,0,836,26,87,0,57,3,3,0,5,,,,,,2022,307.1328782343262
130,22,N-2,400,408.1,2132,1041,1091,152,865,10,63,1,69,908,55,5,4,79,85.7,71.7,,,2022,7747.949958727005
131,9,N-120,67.9,71.2,3728,1384,2344,154,1900,50,233,7,137,1116,63,17,51,79,81.8,74,,,2022,3249.685773616668
132,14,N-432,176,177.7,2323,739,1584,19,1501,4,60,0,164,527,26,4,18,,,,,,2022,1262.4603607124004
133,5,N-403,134.1,134.4,4327,338,3989,43,3446,26,474,0,101,203,6,0,28,,,,50.6817656574994,49.3182343425006,2022,319.89199734858545
134,15,AC-12,4,4.4,63376,1557,61819,1528,54428,111,5752,0,927,335,9,1,285,60.3,60.4,56.6,53.9431330472103,46.0568669527897,2022,387.1851422181446
135,27,N-540,0,3.18,13747,753,12994,178,11186,64,1566,0,444,234,18,0,57,65.6,65.8,61.7,,,2022,3267.3979382295634
136,25,LL-12,0.2,2.3,14462,2864,11598,184,10273,95,1046,0,801,1744,102,13,204,106.4,111,87.5,51.0994329968193,48.9005670031807,2022,2104.094910515097
137,3,AP-7N,637.8,647.6,32222,2711,29511,93,26195,224,2999,0,1228,1338,46,0,99,115.4,117.2,96,49.5437899571721,50.4562100428279,2022,9812.454313628237
138,8,A-2,587,592.2,104619,12761,91858,2028,86211,12,3607,0,5165,6551,424,24,597,108.1,110.1,92.6,49.9001137460691,50.0998862539309,2022,5131.8140865337755
139,24,N-601,318.6,320.9,3608,131,3477,47,3067,31,331,1,69,47,4,0,11,,,,,,2022,2356.0523778404904
140,9,N-1,186.3,186.9,372,82,290,17,247,6,20,0,21,53,1,0,7,,,,,,2022,636.3596045150849
141,14,A-45,48.2,55.5,15637,1569,14068,72,13224,17,755,0,486,935,38,0,110,113.8,116.5,90.7,51.3461661444011,48.6538338555989,2022,7305.755598700032
142,2,N-322,265,266.3,1516,201,1315,91,990,10,222,2,101,90,4,2,4,75.6,76.7,70,,,2022,1279.0282987966305
143,5,N-502,39,45.1,1795,122,1673,38,1466,27,141,1,53,54,6,0,9,74,74.4,67.8,,,2022,6046.428107357008
144,15,FE-13,1.2,1.4,24975,470,24505,315,21283,27,2880,0,377,37,7,1,48,54.2,54.3,48.2,47.4434434434434,52.5565565565566,2022,200.94476248688227
145,23,N-322,228.5,232.2,1688,241,1447,71,1156,29,186,5,80,134,12,1,14,94.7,96.2,84.7,,,2022,3492.252897999386
146,29,A-7S,1008.8,1011.28,97703,9976,87727,1066,82001,57,4603,0,4891,4101,195,6,783,,,,52.9871140087817,47.0128859912183,2022,0
147,4,N-341,14.4,17.57,3905,723,3182,68,2799,5,306,4,347,294,6,4,72,85.9,88,77.6,,,2022,2947.0793250512525
148,23,N-323,46,48,424,17,407,16,352,8,30,1,5,10,0,0,2,,,,,,2022,0
149,22,N-330A,606.3,611.89,19,6,13,0,13,0,0,0,0,6,0,0,0,,,,,,2022,5159.56378316043
150,18,N-432,425.6,426.6,7306,344,6962,165,6217,4,576,0,150,155,8,1,30,71.4,71.6,67.3,,,2022,1016.7564076305176
151,12,CS-22,8.3,10.22,19049,2520,16529,344,15035,21,1129,0,701,1662,26,9,122,,,,49.5669063992861,50.4330936007139,2022,1904.8775425162712
152,13,N-502,310.2,310.7,625,40,585,0,516,16,53,0,33,2,2,0,3,,,,,,2022,490.03885012755956
153,24,N-601,320.9,322.1,3608,131,3477,47,3067,31,331,1,69,47,4,0,11,,,,,,2022,1229.260090342697
154,9,N-1,161.61,163.2,2943,926,2017,37,1751,18,208,3,133,751,33,1,8,,,,,,2022,1863.7836135937152
155,16,A-3,237.1,242.2,22521,6364,16157,391,14665,117,984,0,649,5093,299,28,295,113.3,123.6,92.6,52.5997957461924,47.4002042538076,2022,5090.214936663163
156,13,N-420,161.2,164.3,602,25,577,19,510,2,43,3,6,16,0,0,3,,,,,,2022,3033.9627568758283
157,24,N-6,363.9,365.4,7455,328,7127,231,6340,76,480,0,175,75,0,3,75,,,,,,2022,1417.4466630755385
158,23,N-322,235.9,239.5,1688,241,1447,71,1156,29,186,5,80,134,12,1,14,94.7,96.2,84.7,,,2022,3397.8696216129792
159,23,N-322,223.8,225.1,3434,563,2871,140,2295,56,370,10,187,313,28,2,33,,,,,,2022,1226.9369946178695
160,26,N-120,39.9,42,3795,334,3461,163,3031,41,215,11,29,230,14,3,58,,,,,,2022,2162.7476097324734
161,21,H-30,8.353,8.9,38034,1435,36599,643,33869,130,1957,0,805,386,19,0,225,54.5,55,42.9,58.3372771730557,41.6627228269443,2022,639.6435135829976
162,15,SC-21,0,1.195,6838,835,6003,37,5161,32,773,0,272,484,26,2,51,,,,51.3892951155309,48.6107048844691,2022,984.5412905884805
163,24,N-630,200.5,202.5,1869,480,1389,36,1188,9,156,0,145,289,16,0,30,,,,,,2022,1996.680382483979
164,22,N-330,666.3,672.28,1091,625,466,21,413,7,25,0,31,551,19,0,24,58.3,57.4,58.9,,,2022,6224.763713692722
165,3,A-7,538.2,541,48076,8074,40002,421,33852,373,5356,0,2876,4646,276,5,271,111,114.9,92,49.5236708544804,50.4763291455196,2022,2770.8639333124393
166,9,N-120,88.99,92.2,5525,1263,4262,251,3479,93,426,13,125,1020,57,15,46,,,,,,2022,3161.1124866274135
167,25,A-14,8,16.3,5376,641,4735,59,4278,37,361,0,186,424,14,1,16,115,119,91.2,50.4092261904762,49.5907738095238,2022,7932.722838946534
168,19,N-204,52,54.9,2037,191,1846,28,1603,5,208,2,146,33,2,0,10,90.2,91.1,82.6,,,2022,2869.75623594549
169,6,N-430,110,113.6,6660,1055,5605,33,4693,81,782,16,249,752,22,7,25,93.4,94.5,87.3,,,2022,3648.9564890950764
170,17,N-260,134.2,137.4,2774,87,2687,52,2370,19,242,4,62,12,0,2,11,62,62.4,52.9,,,2022,3112.594750796947
171,10,A-5,168.105,170.4,18689,3270,15419,82,14178,59,1100,0,841,2129,141,3,156,114.5,119.5,93.4,51.4366739793461,48.5633260206539,2022,2177.8195416077733
172,10,N-110,387.5,388.5,4592,166,4426,69,4160,26,171,0,115,35,0,4,12,87.9,88.1,81.6,,,2022,993.2739538347154
173,10,A-5,177.4,181.4,16214,2739,13475,252,11941,93,1189,0,523,1956,126,5,129,110.2,115.3,88.6,44.0175157271494,55.9824842728506,2022,3883.2139948225604
174,5,A-6,126.86,128.9,20585,3816,16769,152,15373,120,1124,0,458,2931,202,26,199,118.3,124.2,94,50.6922516395434,49.3077483604566,2022,1968.7992419660495
175,24,N-601,308.4,309,1610,95,1515,39,1295,17,164,0,32,52,4,0,7,,,,,,2022,614.6447864310321
176,16,A-40,244.2,254,6695,501,6194,57,5749,4,384,0,209,251,12,2,27,120.9,123.7,96.2,49.7535474234503,50.2464525765497,2022,9800.233023643466
177,21,N-431,131.5,134.63,8899,384,8515,71,7980,45,415,4,297,25,0,0,62,76.7,76.8,73.5,,,2022,3080.543443742967
178,3,N-330,406.35,408.5,20117,996,19121,1148,15749,48,2175,1,781,88,7,0,120,,,,,,2022,2138.955204507108
179,9,A-11,112.9,119.3,2746,1181,1565,67,1372,16,110,0,78,1052,33,7,11,105.6,116.4,92.6,53.7873270211216,46.2126729788784,2022,6713.74831975495
180,16,N-301,138,140.2,2684,1017,1667,8,1365,0,294,0,144,811,41,3,18,,,,,,2022,2259.0153292571927
181,15,A-6,585.6,589.4,13438,1381,12057,166,10782,80,1029,0,552,785,25,9,10,109.9,111.9,91.8,49.4493228158952,50.5506771841048,2022,3811.5327401481386
182,6,N-435A,22.5,23.2,3001,318,2683,23,2474,20,162,4,123,173,8,0,14,93.1,94.2,83.7,,,2022,736.339179380215
183,24,N-536,20.5,21,1735,68,1667,7,1551,29,80,0,29,25,0,0,14,,,,,,2022,494.27218986710466
184,23,N-322,138.559,142.5,1922,75,1847,23,1582,15,224,3,39,29,2,0,5,,,,,,2022,3915.4136616921323
185,10,N-5,193.596,194.8,2277,192,2085,13,1832,31,203,6,45,137,4,1,5,,,,,,2022,1817.3260411499891
186,23,N-323,62.9,65.24,424,17,407,16,352,8,30,1,5,10,0,0,2,,,,,,2022,0
187,18,GR-16,0,0.8,1778,359,1419,154,1123,6,136,0,97,247,9,1,5,74.7,76.8,65.9,,,2022,844.8394139675954
188,2,A-31,39.9,50.5,27827,4860,22967,148,21727,96,996,0,1029,3424,224,17,166,115.5,119.8,95.7,51.2990979983469,48.7009020016531,2022,10584.059436294001
189,13,A-4,169.7,175.8,31501,7636,23865,111,21984,142,1628,0,1628,5086,344,47,531,114.9,121.2,93.6,50.9130997459618,49.0869002540382,2022,6265.942803819242
190,6,N-502,262.5,264.072,830,114,716,0,631,20,65,0,93,7,7,0,7,,,,,,2022,1542.6363314627956
191,15,AP-9,71.7,74.7,39004,3929,35075,154,31831,150,2940,0,1621,2038,60,8,202,,,,50,50,2022,3003.352278421537
192,27,A-6,522.9,528.8,19535,3478,16057,29,14480,57,1491,0,957,2206,81,5,229,113.1,118.2,91.3,51.512669567443,48.487330432557,2022,6087.4771733791285
193,30,AP-7N,794.6,796.7,22586,1938,20648,66,18328,156,2098,0,876,960,32,0,70,,,,50,50,2022,2101.2683552554195
194,24,N-621,63.4,65,2982,163,2819,141,2102,41,535,0,91,36,0,0,36,,,,,,2022,1980.3096703750603
