object_id,province_code,road,pk_start_km,pk_end_km,aadt_total,aadt_heavy,aadt_light,aadt_motorcycles,aadt_cars,aadt_cars_caravan,aadt_vans,aadt_tractors,aadt_rigid_trucks,aadt_articulated_trucks,aadt_road_trains,aadt_special_vehicles,aadt_buses,speed_avg_kph,speed_light_kph,speed_heavy_kph,aadt_pct_ascending,aadt_pct_descending,year,shape_length_m
6538,27,N-540,61,68.87,2668,214,2454,61,2199,21,173,0,75,95,18,2,24,91.6,92.2,86,,,2022,7924.330949047834
6539,45,N-401A,108.6,111.352,5398,594,4804,152,4112,5,521,14,284,292,16,2,0,,,,,,2022,2787.675357217925
6540,36,N-120,609.94,614.2,920,58,862,92,702,0,68,0,17,35,0,0,6,76.5,76.9,71,,,2022,4299.269626307397
6541,46,V-31,12,13,126138,8585,117553,2151,115159,118,125,0,3742,4119,172,0,552,94.2,94.9,85.5,49.9024877515103,50.0975122484898,2022,1023.4458301077196
6542,34,N-610,16.5,22,2363,904,1459,37,1260,19,143,0,155,656,64,0,29,95.1,99.9,88.8,,,2022,5544.882477421803
6543,34,A-62,85.8,86.2,12921,4132,8789,81,7791,163,754,0,354,3497,225,4,52,111.7,121.3,92.5,50.2205711632227,49.7794288367773,2022,402.2656592593977
6544,42,N-2,141.51,143.1,643,187,456,0,401,4,47,4,57,103,7,2,18,70.3,73,64.5,,,2022,1739.4522939146736
6545,30,A-7,662.1,662.89,15810,3475,12335,396,11210,125,604,0,871,2407,79,13,105,115.4,121.9,92.3,50.1075268817204,49.8924731182796,2022,820.1729816529935
6546,43,A-7,1162.28,1164.5,34835,2867,31968,1725,28812,20,1411,0,817,1777,131,9,133,92.3,92.4,87.3,52.4328979474666,47.5671020525334,2022,2406.807608979074
6547,39,N-634,139.2,140.83,1573,43,1530,38,1372,7,113,0,31,2,0,0,10,,,,,,2022,1649.6539024674075
6548,41,N-4,579.3,585.5,1600,329,1271,35,1035,23,178,0,71,242,10,2,4,,,,,,2022,6663.653636545743
6549,39,N-611,201.9,202.8,11506,437,11069,723,9382,25,939,0,198,105,3,0,131,52.5,52.5,51.5,,,2022,916.5548337054088
6550,46,A-23,1.6,2.6,22999,3499,19500,281,17729,100,1390,0,525,2811,87,11,65,,,,51.3631027435976,48.6368972564024,2022,963.8604503630969
6551,30,AP-7R,799.79,800.9,32898,1716,31182,130,28300,136,2616,0,708,890,24,4,90,,,,49.9969603015381,50.0030396984619,2022,1070.7648244324487
6552,49,N-630,219.294,220.3,379,48,331,8,285,5,33,0,16,10,4,0,18,90.6,91.1,87,,,2022,1000.4991593138546
6553,42,N-234,342,344.715,3020,284,2736,67,2447,13,203,6,82,170,6,1,25,,,,,,2022,3117.6262618186825
6554,50,N-2,206.8,208,929,38,891,10,823,2,52,4,29,1,0,0,8,,,,,,2022,1161.3427818638752
6555,49,N-630,204.2,205.3,2165,285,1880,41,1442,23,374,0,97,58,24,0,106,,,,,,2022,1146.7933670098369
6556,34,N-120,223.2,225,194,23,171,0,147,1,22,1,15,6,0,0,2,79.4,80.9,70.7,,,2022,1824.8670679667673
6557,27,N-634,560.8,561.8,5997,329,5668,1,5223,61,378,5,271,47,0,0,11,62.9,63.2,59.2,,,2022,1023.6650919451854
6558,41,A-4,513.8,520.5,32980,4949,28031,362,25083,164,2422,0,1306,3114,197,21,311,110.7,114.1,91.8,49.6179502728927,50.3820497271073,2022,6431.880561292082
6559,28,A-3,48.2,59.5,34516,4973,29543,201,28308,5,1029,0,842,3637,152,17,325,108.4,111.5,92.3,49.9478502723375,50.0521497276625,2022,11048.380369745064
6560,46,V-23,9.79,10.54,47269,6377,40892,760,37426,29,2677,0,3250,2748,85,23,271,102.5,105.4,88.9,49.1632994139923,50.8367005860077,2022,739.371744837704
6561,30,CT-32,3.9,6.2,32246,1355,30891,515,29103,31,1242,0,647,601,9,4,94,108,108.2,95.4,51.4451404825405,48.5548595174595,2022,2319.8811215586024
6562,46,N-3,249.8,253.5,1068,100,968,65,736,8,155,4,26,53,7,0,14,,,,,,2022,3587.9085599883692
6563,45,N-401,83.3,88,4112,504,3608,250,2697,10,650,1,240,119,28,2,115,,,,,,2022,4187.37856183996
6564,42,N-111,174.1,175.2,73,8,65,5,57,0,3,0,3,5,0,0,0,80,81.8,65.9,,,2022,1092.2076301185348
6565,32,A-52,173.2,180.5,10727,2215,8512,63,7923,14,512,0,469,1538,104,4,100,119.2,126.4,95.8,49.538547590193,50.461452409807,2022,7295.31036535305
6566,45,N-403,55.9,59.6,3064,379,2685,39,2412,25,205,4,210,144,3,10,12,95.2,96.1,88.8,,,2022,3830.3338454415193
6567,45,N-401,80,83.3,10412,1279,9133,811,6685,24,1610,3,613,302,70,2,292,,,,,,2022,3072.4624930034347
6568,43,N-240,35.65,36.49,4401,530,3871,200,3424,12,235,0,105,395,13,3,14,,,,,,2022,846.6637839165884
6569,39,N-635,7.7,8.1,5148,748,4400,94,3526,23,755,2,434,245,7,0,62,,,,,,2022,327.5409475717701
6570,47,A-11,393.9,395.6,8115,1648,6467,95,5901,25,446,0,347,1145,67,8,81,116.6,123.1,92.6,49.8459642637092,50.1540357362908,2022,1690.9168601151855
6571,41,A-4,503.6,506.1,21602,4556,17046,205,14794,183,1864,0,1035,2954,196,17,354,106.3,112.8,83.2,51.0786038329784,48.9213961670216,2022,2356.6324311492926
6572,45,N-400,87,88,83,7,76,4,65,2,5,0,2,5,0,0,0,,,,,,2022,1048.4492234915797
6573,28,R-5,0.333,1.9,12536,352,12184,50,10910,52,1172,0,148,181,5,0,18,,,,50,50,2022,1814.238709051216
6574,34,N-611,13.66,20.5,680,53,627,29,590,7,1,0,35,8,1,0,9,99.8,101.4,84.4,,,2022,7126.831743366854
6575,43,N-340,1195.4,1195.66,13445,1038,12407,709,10892,2,803,1,599,376,22,1,40,79.6,79.9,75.8,,,2022,259.85910982700454
6576,50,A-2,312,314.9,64482,10626,53856,986,50504,89,2277,0,2910,6851,356,37,472,107.3,110.2,91.6,50.8188331627431,49.1811668372569,2022,3093.764056940916
6577,46,A-7,398.2,400.2,20421,3892,16529,367,14118,50,1994,0,1736,2010,97,8,41,105.4,109.1,89.5,48.9985798932471,51.0014201067529,2022,1871.2611956616558
6578,50,N-234,269.539,272.3,2277,407,1870,38,1706,8,114,4,100,280,9,5,13,,,,,,2022,2609.127347611848
6579,45,N-403,59.6,61.5,1879,206,1673,22,1506,15,128,2,114,78,1,6,7,,,,,,2022,1945.4820926480795
6580,34,N-611,39.3,40,489,88,401,41,313,8,39,0,59,11,2,0,16,97.8,102.1,83.7,,,2022,735.2194319870191
6581,27,N-6,461.3,461.7,2011,134,1877,20,1727,10,120,0,61,31,4,0,38,48.5,48.8,44.3,,,2022,337.3897948740169
6582,34,N-611,69.2,74.1,629,135,494,12,420,4,58,0,60,67,4,0,4,84,86.4,77.5,,,2022,4875.104174513968
6583,49,N-525,94,94.9,321,32,289,12,219,5,53,0,20,8,0,0,4,,,,,,2022,877.1250280332647
6584,36,N-640,186,186.8,4089,298,3791,22,3431,0,338,0,158,98,5,0,37,,,,,,2022,779.5645382269544
6585,27,N-634,625.1,632.9,1015,188,827,0,817,8,1,1,156,1,20,0,11,76.5,77.3,72.8,,,2022,8065.270821744065
6586,50,N-234,259.5,259.704,5811,872,4939,46,4430,21,431,11,213,597,18,10,34,59.1,59.2,58.9,47.6682154534504,52.3317845465496,2022,534.0485019118612
6587,45,A-40,127.1,130.2,4500,665,3835,18,3431,16,370,0,274,345,10,2,34,,,,50,50,2022,3109.6105896002796
6588,29,A-45,86.2,92.5,18179,2751,15428,155,14343,89,841,0,911,1602,95,0,143,115.7,118.8,99.4,50.9488970790472,49.0511029209528,2022,6304.973345407127
6589,27,N-540,59.8,61,2668,214,2454,61,2199,21,173,0,75,95,18,2,24,91.6,92.2,86,,,2022,1097.4763121799506
6590,44,N-420,617.5,618.7,2216,418,1798,78,1585,14,120,1,103,298,7,0,10,96.2,98.4,85.6,,,2022,1192.4065198552462
6591,40,A-1,109.1,115.4,20679,3780,16899,308,15450,90,1051,0,469,2860,123,22,306,117.9,124.5,93.3,49.509163886068,50.490836113932,2022,6242.845124581425
6592,36,AP-9,94.6,104.65,19857,2006,17851,78,15979,76,1718,0,828,1040,30,4,104,,,,49.9974819962734,50.0025180037266,2022,10061.198103333654
6593,37,A-62,343.8,351.8,6893,2787,4106,102,3293,73,638,0,294,2259,146,28,60,108.9,121.3,91.4,49.7316117800667,50.2683882199333,2022,8040.4239329999
6594,45,A-40,184,186.2,6391,1691,4700,43,4006,22,629,0,296,1333,48,5,9,113.4,122.9,93.1,50.9622907213269,49.0377092786731,2022,2223.4145787640077
6595,36,N-541,56.6,59.9,2277,202,2075,63,1804,0,207,1,93,89,5,2,13,64.3,64.6,62,,,2022,3295.3012205137466
6596,40,N-110,184.5,187.555,6879,395,6484,107,5830,20,526,1,184,180,6,1,24,83.9,84.8,72.3,,,2022,2922.6775559299226
6597,30,CT-34,0.8,3.1,12254,2838,9416,561,8428,0,427,0,610,2155,8,38,27,96.4,100.2,84.6,52.5461073935042,47.4538926064958,2022,2276.610052576517
6598,40,N-110,162.1,166.7,3158,264,2894,50,2547,10,286,1,75,158,6,1,24,,,,,,2022,4847.461789498811
6599,28,A-3,40.7,48.2,34516,4973,29543,201,28308,5,1029,0,842,3637,152,17,325,108.4,111.5,92.3,49.9478502723375,50.0521497276625,2022,7367.8839355878035
6600,44,N-232,93.2,108,1649,224,1425,84,1264,30,47,0,62,156,5,0,1,,,,,,2022,14763.879479293946
6601,45,A-42,33.5,35.1,79729,6530,73199,1903,62437,203,8656,0,2835,2969,199,21,506,105.6,106.8,91.7,53.0296378983808,46.9703621016192,2022,1603.2250914801853
6602,41,A-4,534.9,536.7,72937,2654,70283,1119,65759,185,3220,0,1108,1192,87,9,258,86.8,87,79.5,52.6769677941237,47.3230322058763,2022,2373.274113182234
6603,50,A-2,260,261,22266,5722,16544,251,15620,66,607,0,834,4342,283,20,243,109.9,116.2,91.2,48.4774993263271,51.5225006736729,2022,1178.2773192844895
6604,45,AP-41,25.3,28.7,1016,44,972,4,907,0,61,0,18,22,0,0,4,,,,50,50,2022,3392.8023503723102
6605,50,N-330,428.5,428.8,259,120,139,11,112,1,14,1,13,101,4,0,2,,,,,,2022,308.974761055985
6606,46,A-3,322.7,327.1,42130,10409,31721,585,29076,89,1971,0,5599,4464,185,19,142,106.4,112.8,90.8,49.2119629717541,50.7880370282459,2022,4362.29146825268
6607,30,MU-30,0,1.6,33789,3649,30140,524,28217,20,1379,0,1611,1858,65,10,105,100.5,102.5,88,48.0452218177513,51.9547781822487,2022,1566.6002949484669
6608,40,N-110,140.5,144,2135,258,1877,0,1875,0,2,0,256,2,0,0,0,92,93.8,81.3,,,2022,3383.689638117649
6609,33,A-8,417,420.088,23207,2003,21204,63,19294,123,1724,0,899,898,129,0,77,110.6,112.8,87.2,52.3764381436635,47.6235618563365,2022,3077.4570645557137
6610,27,N-540,59.3,59.8,2668,214,2454,61,2199,21,173,0,75,95,18,2,24,91.6,92.2,86,,,2022,538.1003577739909
6611,47,N-610,44.8,45.3,2067,978,1089,33,937,14,105,0,251,641,64,0,22,,,,,,2022,493.580949676232
6612,42,N-234,366.7,378.6,3928,371,3557,87,3182,17,263,8,172,168,6,1,24,,,,,,2022,11965.678914962029
6613,43,N-420,794.4,795.3,3216,480,2736,69,2526,1,133,7,180,267,9,2,22,88.5,90.5,79.7,,,2022,836.8966900052892
6614,46,N-332,243.8,244.2,10160,972,9188,238,8134,18,798,0,488,441,21,0,22,,,,,,2022,403.10151152514595
6615,33,N-632A,126.6,127.4,149,7,142,9,123,1,9,0,4,2,0,0,1,,,,,,2022,803.0282952231005
6616,42,N-122,189.2,192.2,49,16,33,1,28,0,4,0,4,12,0,0,0,,,,,,2022,3022.312599725717
6617,40,N-110,95.6,99,1152,226,926,44,784,10,88,0,64,144,3,3,12,,,,,,2022,3176.764130526738
6618,47,A-62,125.8,129.3,43500,6358,37142,734,34464,54,1890,0,2060,3863,161,0,274,100.9,103.7,89.3,52.016091954023,47.983908045977,2022,3520.437403787574
6619,41,SE-40,28.21,34.2,3734,168,3566,50,3084,38,394,0,93,66,1,0,8,,,,51.0444563470809,48.9555436529191,2022,6141.375749490813
6620,34,N-120,227.2,233.27,407,40,367,7,303,6,48,3,16,19,1,0,4,87,88.4,73.9,,,2022,6019.957385111761
6621,46,A-23,0.2,1.6,22999,3499,19500,281,17729,100,1390,0,525,2811,87,11,65,,,,51.3631027435976,48.6368972564024,2022,1583.3215445918206
6622,39,N-634,233.1,234,6628,205,6423,236,5462,39,679,7,105,61,1,0,38,54.1,54.3,47.9,,,2022,898.2362629784458
6623,49,A-11,424.4,438,7254,1444,5810,69,4944,18,779,0,521,722,85,6,110,117.9,123.4,95.6,50.4962779156328,49.5037220843672,2022,13588.677874963652
6624,42,N-111,183.2,184.9,73,8,65,5,57,0,3,0,3,5,0,0,0,80,81.8,65.9,,,2022,1687.885730885959
6625,32,N-532,3.2,10.1,2955,154,2801,38,2625,1,137,0,79,58,5,1,11,58.9,59.3,51.9,,,2022,7057.956588369531
6626,32,N-120,583.1,594.6,3355,336,3019,136,2745,4,129,5,158,123,10,3,42,,,,,,2022,11599.003818732737
6627,28,A-3,5.8,7.182,145005,4324,140681,3946,131320,1,5414,0,3065,775,40,15,429,97.5,97.7,84.7,46.6998571548609,53.3001428451391,2022,1373.5867782995094
6628,40,N-110,93,95.6,1389,208,1181,0,1024,12,140,5,56,147,0,0,5,,,,,,2022,2564.0674427932126
6629,36,A-55,24.1,26.1,44165,4690,39475,1301,34701,260,3213,0,1971,2485,162,20,52,101.3,102.5,90.1,50.1754783199366,49.8245216800634,2022,1951.682827044906
6630,43,N-340,1058.45,1060.6,5249,286,4963,193,4139,24,605,2,48,224,12,0,2,,,,,,2022,2164.668252219488
6631,39,N-629A,72.74,73.525,900,78,822,16,724,5,77,0,41,33,2,0,2,,,,,,2022,1179.2519251684041
6632,50,Z-40,19.8,27.6,50297,2859,47438,690,43968,87,2693,0,1221,1451,45,6,136,111.2,112.3,91.3,51.6949321033064,48.3050678966936,2022,7742.763165373271
6633,33,A-8,504.3,505.54,11880,1806,10074,337,9092,54,591,0,314,1379,60,3,50,110.4,114,93.1,46.1026936026936,53.8973063973064,2022,1261.852340863528
6634,28,M-50,47.8,50.2,75936,22401,53535,674,48433,36,4392,0,10288,10510,528,55,1020,,,,50,50,2022,2359.616870722968
6635,49,N-122,457.8,458.7,7800,143,7657,437,6142,63,999,16,50,37,0,0,56,,,,,,2022,969.949760887497
6636,46,N-330,268.5,274,1279,223,1056,89,851,18,90,8,41,174,5,0,3,64.3,65.3,59.6,,,2022,5530.624062943774
6637,39,A-8,159.5,162.6,35145,4603,30542,399,27138,164,2841,0,885,3293,169,26,230,111.9,114.7,98.3,49.1961872243562,50.8038127756438,2022,3129.8191950343858
6638,40,N-110,128.4,128.98,2650,223,2427,197,1975,20,235,0,28,173,6,1,15,,,,,,2022,452.63586153109645
6639,41,N-630,805.2,805.73,2909,183,2726,142,2235,19,330,0,117,54,5,1,6,70.5,70.3,71.4,,,2022,1333.465320260916
6640,27,N-634,581.2,581.7,2396,178,2218,0,2206,9,2,1,121,39,0,0,18,68.5,68.9,64,,,2022,501.5407270300301
6641,49,N-6,268.5,270.7,1082,98,984,17,766,12,189,0,44,44,0,1,9,83.3,84.1,75.4,,,2022,2250.6352338508955
6642,43,A-7,1158.2,1160.6,40001,4001,36000,1908,32204,17,1871,0,1317,2315,146,9,214,,,,49.5987600309992,50.4012399690008,2022,2430.0287858968222
6643,40,N-110,177.355,180.7,3395,180,3215,58,2827,10,318,2,49,104,4,1,22,,,,,,2022,3389.2238697529206
6644,39,S-21,0,0.39,32452,1145,31307,478,28616,44,2169,0,576,457,4,4,104,46.4,46.7,39.3,47.6272648835203,52.3727351164797,2022,318.3745833077405
6645,44,N-420B,768.48,769.28,1782,204,1578,78,1424,2,65,9,30,166,3,0,5,88.4,90.7,76.5,,,2022,624.0385463616727
6646,44,N-234,72.5,75.7,219,19,200,16,161,2,21,0,8,9,1,0,1,78,78.4,74.1,,,2022,3190.4692983223626
6647,46,N-322,446.6,453.9,2023,517,1506,34,1260,7,205,0,119,363,23,2,10,,,,,,2022,7251.6998767553205
6648,44,N-420,754.4,759.7,1494,206,1288,110,1101,6,69,2,24,167,4,1,10,84.5,86,75.9,,,2022,4928.461094574713
6649,34,A-62,75.6,78.1,16364,4705,11659,228,10057,140,1234,0,555,3788,223,10,129,112.5,121.7,91.6,50.4155463211929,49.5844536788071,2022,2514.6226668129693
6650,40,N-110,124.8,125.1,2650,223,2427,197,1975,20,235,0,28,173,6,1,15,,,,,,2022,297.23525271559544
6651,45,N-502,111.1,115,3094,357,2737,44,2498,1,186,8,178,134,14,0,31,94,95.6,80.6,,,2022,2842.9973081488915
6652,46,N-225,2.3,4.1,6026,977,5049,118,4546,37,344,4,210,718,27,7,15,90,90.9,85.5,,,2022,1708.6840404282623
6653,46,N-330,114.5,119.4,1961,114,1847,59,1572,9,205,2,33,68,2,1,10,,,,,,2022,4875.620842195394
6654,42,N-234,352.7,356.4,7087,615,6472,158,5788,33,478,15,284,278,10,2,41,86.8,87.5,80,,,2022,3601.991378576988
6655,27,N-540,51,53.1,3666,550,3116,83,2812,24,197,0,202,255,48,6,39,88.8,90.7,78.4,,,2022,2185.8910928819714
6656,28,A-2,5.9,10.1,118238,5837,112401,2113,104731,21,5536,0,2542,2615,49,13,618,94.2,94.7,81.9,47.6189580059655,52.3810419940345,2022,4173.665169387718
6657,50,N-211,269.9,292.1,1290,216,1074,52,961,23,34,4,38,160,10,1,7,88.6,90.9,80.3,,,2022,19822.030595509637
6658,49,N-620,193,195.4,341,26,315,26,218,8,61,2,13,9,2,0,2,,,,,,2022,2417.4017000725976
6659,44,N-211,226.7,226.9,2132,281,1851,9,1750,9,74,9,71,179,6,1,24,73.5,74.6,67.3,,,2022,187.10066942671574
6660,46,N-330,149.5,152.3,1400,93,1307,57,1122,27,99,2,49,32,4,1,7,,,,,,2022,2799.5023217989856
6661,27,N-642,39.3,48.3,7436,424,7012,32,6158,52,770,0,118,267,5,2,32,75.3,75.6,69.4,,,2022,9148.049372440291
6662,27,N-6,501.95,502.2,28393,1056,27337,4,27311,2,20,0,1050,3,0,0,3,73.2,73.3,70.5,,,2022,281.86268641915643
6663,47,N-601,270.6,274.98,2081,668,1413,5,1286,5,117,0,112,479,35,7,35,,,,,,2022,4486.848992142682
6664,40,A-1,133.5,136.8,19998,3149,16849,319,15381,87,1062,0,353,2432,106,21,237,,,,57.1507150715072,42.8492849284929,2022,3234.3733519487423
6665,39,N-611,198.3,200.7,11506,437,11069,723,9382,25,939,0,198,105,3,0,131,52.5,52.5,51.5,,,2022,2384.4458851612185
6666,28,M-40,20.8,22.244,161901,10285,151616,2592,141207,16,7801,0,5182,4063,213,13,814,79.5,79.7,76.6,47.1819198151957,52.8180801848043,2022,1525.6544135936933
6667,28,A-1,57.1,60.1,33224,4473,28751,472,27163,24,1092,0,483,3359,60,21,550,113.5,116.5,96.7,52.6547074404045,47.3452925595955,2022,2914.037469225932
6668,30,A-30,139.548,142.39,108974,6537,102437,1246,96227,45,4919,0,2847,3069,43,25,553,86.9,86.9,85.6,39.2001761888157,60.7998238111843,2022,2809.594478071963
6669,49,A-6,226.8,234.5,18197,3528,14669,59,12960,56,1594,0,760,2290,214,47,217,,,,47.5408034291367,52.4591965708633,2022,7712.269705141766
6670,28,R-4,0,1.8,7978,547,7431,32,6651,32,716,0,226,285,6,2,28,,,,49.9874655302081,50.0125344697919,2022,3081.0992397007076
6671,36,N-550,115.2,117.392,17930,785,17145,187,16024,0,930,4,344,269,34,2,136,55.4,55.4,54.5,,,2022,2317.7553711703526
6672,28,A-1,22.7,33.7,64257,5470,58787,837,55630,7,2313,0,1491,3380,95,32,472,109.3,110.5,96.1,49.6350592153384,50.3649407846616,2022,10895.60553848641
6673,39,N-634,138.7,139.2,1573,43,1530,38,1372,7,113,0,31,2,0,0,10,,,,,,2022,438.80705593379275
6674,49,N-122,442.1,446.4,1676,209,1467,16,1189,9,250,3,61,125,5,1,17,95,96.1,87,,,2022,4276.511978321701
6675,40,SG-20,0,3.1,4404,555,3849,24,3570,1,254,0,167,330,18,2,38,104.5,107.4,85.8,,,2022,2673.7291156988713
6676,37,N-501,50.8,53.8,495,22,473,19,407,10,36,1,8,13,0,0,1,,,,,,2022,3041.7610877194656
6677,40,SG-20,3.1,5.4,8737,712,8025,40,7383,3,599,0,218,422,17,2,53,79.1,78.5,86.2,,,2022,2282.797587168952
6678,39,S-10,11.7,13.4,44771,3303,41468,773,36891,138,3666,0,1158,1825,111,13,196,115.9,117,101.4,50.9414576399902,49.0585423600098,2022,1591.7114420190965
6679,27,N-540,46.4,49.4,4318,432,3886,359,3396,23,108,0,145,218,5,2,62,85,85.7,78.6,,,2022,3094.4241830525257
6680,47,A-62,101.9,109.1,32841,7117,25724,271,22630,243,2580,0,1820,4379,341,12,565,114.5,118.9,97.6,49.3164032763923,50.6835967236077,2022,7242.015699165
6681,44,N-234,207,212.9,1312,308,1004,22,903,5,66,8,101,189,6,4,8,87.7,89.6,83,,,2022,5626.9933852545555
6682,34,N-620,78.1,80.9,2271,389,1882,109,1575,23,168,7,118,256,15,0,0,90.4,92.9,80.4,,,2022,2807.9088337894646
6683,37,N-620,312.9,322.35,388,35,353,0,265,9,79,0,21,2,0,0,12,,,,,,2022,9411.204234314617
6684,28,N-403,70.97,72.8,2739,137,2602,77,2258,15,252,0,72,46,2,1,16,,,,,,2022,1565.2291582810124
6685,37,N-630A,413,413.4,929,16,913,20,761,8,124,0,6,4,0,0,6,69.3,69.4,63.5,,,2022,421.54992704194154
6686,32,N-525,249,249.2,7455,497,6958,93,6577,2,283,3,128,334,7,0,28,55.6,55.9,51.5,,,2022,225.7515009891844
6687,50,N-2,361.4,364.5,2470,1216,1254,132,1016,5,101,0,113,1032,58,5,8,89.2,96.1,85,,,2022,3051.113753147289
6688,42,A-2,178.4,180.97,13189,5101,8088,226,7125,75,662,0,357,4091,366,42,245,106.6,121.8,92.8,48.7603305785124,51.2396694214876,2022,2389.894114831778
6689,50,N-122,52,55.9,7688,2601,5087,78,4679,10,308,12,373,1991,140,11,86,84.9,86.5,82.9,,,2022,3828.5549874032927
6690,27,N-640,59.9,60.6,4714,435,4279,43,3574,49,613,0,147,264,6,0,18,68.1,68.6,63.8,,,2022,688.9645170917888
6691,33,GJ-81,2.8,4.38,25221,1536,23685,475,21078,44,2088,0,684,730,30,2,90,57.8,58.4,51.1,49.1019388604734,50.8980611395266,2022,1785.7723161362737
6692,44,A-23,92.2,100,11936,3853,8083,111,7288,55,629,0,372,3257,154,21,49,111.5,124.1,94.2,54.272043745728,45.727956254272,2022,7838.437571449855
6693,43,N-340,1144.79,1146.22,17204,2306,14898,295,13025,16,1560,2,1207,1024,42,3,30,,,,,,2022,1797.0108423924753
6694,30,A-7,621.7,623.2,32194,9901,22293,325,20578,176,1214,0,3719,5856,98,36,192,133,137,125.5,46.9932285519041,53.0067714480959,2022,1603.802479335136
6695,39,N-634,249.2,249.9,2375,78,2297,74,1921,16,286,0,49,17,1,0,11,,,,,,2022,627.4712091025519
6696,46,N-337A,0,1.6,14248,1711,12537,409,11086,34,1008,0,845,777,49,0,40,,,,,,2022,1566.908639863634
6697,46,N-3,298.8,304.8,512,47,465,31,353,4,74,3,13,25,3,0,6,,,,,,2022,6090.6021561062225
6698,27,N-634,623.1,625.1,2554,182,2372,35,2074,21,242,0,53,110,5,1,13,78.6,78.9,74.3,,,2022,2312.631704725748
6699,42,N-111,231.886,234.7,3843,322,3521,336,2871,68,240,6,279,43,0,0,0,,,,,,2022,2799.7393734604148
6700,42,A-15,100.3,105.7,7105,2958,4147,62,3888,8,189,0,422,2277,140,4,115,108.7,122.3,88.6,52.0197044334975,47.9802955665025,2022,5161.901489422989
6701,36,N-640,182.915,184.5,4089,298,3791,22,3431,0,338,0,158,98,5,0,37,,,,,,2022,1516.2519703179485
6702,39,N-629,84.1,86.6,14217,597,13620,379,11992,69,1180,0,288,229,14,0,66,72.8,72.8,72.2,,,2022,2595.028459549278
6703,32,N-120,594.9,596.3,6906,412,6494,50,6174,3,267,0,266,124,3,0,19,67.6,67.8,64.7,,,2022,1468.1665607711252
6704,39,N-634,276.8,277.1,4920,306,4614,294,3528,46,739,7,160,102,3,0,41,66.1,65.6,68.9,,,2022,269.32402061155364
6705,36,PO-12,0,0.82,13790,1986,11804,280,10707,92,725,0,752,1098,27,0,109,,,,50.0072516316171,49.9927483683829,2022,686.5984600750551
6706,37,A-66,401.7,404.1,12820,235,12585,626,10181,149,1629,0,123,95,0,0,17,,,,48.8065522620905,51.1934477379095,2022,2261.62362001881
6707,27,N-6,515.4,516.3,6495,596,5899,561,4756,13,569,0,290,190,25,2,89,67.1,67.1,66.7,,,2022,801.5070535784869
6708,47,N-601,165,165.3,9633,1473,8160,176,7554,32,398,0,321,1030,41,6,75,,,,,,2022,300.1178911607629
6709,33,N-634,530.4,532,3683,196,3487,12,2755,36,684,0,151,26,2,0,17,73,72.8,73.6,,,2022,1539.6594574557353
6710,28,M-12,3.55,4.875,58862,2534,56328,234,51128,244,4722,0,1048,1314,38,4,130,,,,50,50,2022,1321.8533523789374
6711,30,A-7,585,588.01,47849,8115,39734,564,37186,267,1717,0,2847,4955,52,37,224,107.1,111.3,90.3,45.6770256431691,54.3229743568309,2022,3021.573090497266
6712,37,A-66,325.8,332.8,9099,1165,7934,60,7207,40,627,0,302,780,39,2,42,,,,61.8199802176063,38.1800197823937,2022,7163.794244881982
6713,28,M-50,50.2,55.1,77260,10700,66560,704,60340,44,5472,0,4980,4958,254,92,416,,,,50,50,2022,4794.612841424929
6714,39,N-629,53.3,57.9,1483,82,1401,28,1247,7,119,0,42,35,3,0,2,,,,,,2022,4532.868304579629
6715,50,N-330,476,478.6,496,28,468,12,405,0,51,0,18,7,0,0,3,,,,,,2022,2480.779517736471
6716,33,A-8,305.5,311.8,15887,1970,13917,79,11985,141,1712,0,521,1326,57,4,62,116,119.5,93,50.2045697740291,49.7954302259709,2022,6394.286765365414
6717,50,A-2,192.3,200,15529,5505,10024,57,8860,56,1051,0,511,4374,424,43,153,111.6,121.3,94.1,48.6573507630884,51.3426492369116,2022,7468.224711853881
6718,36,N-525,314.1,318.8,5670,501,5169,59,4683,2,411,14,252,185,23,0,41,78.1,78.4,74.5,,,2022,4750.098919467231
6719,45,N-502A,110.7,114.5,8815,501,8314,173,7438,0,703,0,278,127,25,0,71,82,83,73.5,,,2022,4191.334586445961
6720,42,N-234,345.8,349.2,2394,226,2168,46,1950,12,156,4,67,134,4,1,20,,,,,,2022,3438.5893260474068
6721,28,A-3,28.5,32.9,37865,4110,33755,183,32202,15,1355,0,945,2854,110,16,185,113.9,116.6,92.2,47.5293806945728,52.4706193054272,2022,4345.429428254748
6722,29,MA-20,5.1,8,153331,4299,149032,2599,139193,35,7205,0,2108,1652,129,5,405,86.1,86.3,79.8,50.5305515518714,49.4694484481286,2022,2942.136543602494
6723,37,N-620,222.8,228.5,1743,137,1606,12,1299,14,279,2,52,73,3,0,9,,,,,,2022,5565.724787838168
6724,28,M-50,9.2,9.6,35001,4980,30021,3,28739,5,1274,0,1837,2697,326,0,120,,,,50.0014285306134,49.9985714693866,2022,387.64988340702035
6725,32,N-525,198.1,198.6,8908,292,8616,31,8062,24,497,2,182,79,1,0,30,,,,,,2022,467.3086068480223
6726,39,N-634,242.7,244.2,4125,136,3989,67,3390,28,504,0,84,30,2,0,20,,,,,,2022,1435.7724933286902
