lat,lon,name,is_city,is_feasible_location,is_existing_charger,n_chargers,mean_power_kw,x_built,c_built,p_built_kw,wq_minutes,lambda_k,gamma,fixed_cost
39.96348,-4.83076,Talavera de la Reina,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.07195,-0.26623,Tavernes de la Valldigna,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.67747,-3.97448,Sonseca,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.3964,-0.5255,San Vicent del Raspeig,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.06147,-1.04877,Santomera,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.19165,-0.5658,Santa Pola,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.20983,-5.38452,San Roque,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.48839,-4.99123,San Pedro Alcántara,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.77808,-6.3515,Sanlúcar de Barrameda,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.4759,-6.19817,San Fernando,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.74277,-3.58717,Salobreña,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.68333,-0.26667,Sagunto,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.3269,-4.36827,Rute,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.74231,-5.16709,Ronda,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.59369,-3.04165,Quintanar de la Orden,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.68712,-4.10734,Puertollano,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.38943,-4.76686,Puente-Genil,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.59747,-0.55468,La Pobla de Vallbona,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.37906,-4.84827,Pozoblanco,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.25109,-3.74967,Pinos Puente,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.30337,-6.30097,Pilas,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.3,-5.26667,Peñarroya-Pueblonuevo,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.23457,-6.89471,Palos de la Frontera,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.70024,-5.28121,Palma del Río,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.2376,-5.10311,Osuna,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.82191,-0.60603,Ontinyent,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.91971,-0.11935,Oliva,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.38479,-0.76773,Novelda,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.96655,-2.20595,Níjar,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.75278,-3.8744,Nerja,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.89158,-5.54064,Navalmoral de la Mata,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.04095,-1.49014,Mula,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.12084,-5.45403,Morón de la Frontera,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
37.58627,-4.63805,Montilla,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.90839,-6.61785,Montijo,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.96442,-3.89047,Miguelturra,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
39.15127,-5.90841,Miajadas,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
38.91802,-6.34292,Mérida,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
36.45695,-5.92717,Medina Sidonia,1,0,0,0,0.0,0,0,0,0.0,0.0,0.8,0.0
