gamma,fixed_cost,tag,results_csv,cuts_json,n_stations,n_chargers,avg_chargers_per_station,total_kw,total_wq_min,total_w_min,total_open_cost,objective_ub,objective_lb,gap_pct,n_cuts,power_dist,charger_dist
0.9,500.0,sweep2d_g0_9_f500,congestion/outputs/results_congestion_sweep2d_g0_9_f500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_9_f500.json,12,20,1.6666666666666667,4300,479.23279999999994,688.9928,6000.0,17734059.187868193,17718801.341868065,0.08603696332853863,309414,"{""50"": 2, ""150"": 1, ""200"": 4, ""250"": 2, ""350"": 3}","{""1"": 6, ""2"": 4, ""3"": 2}"
0.95,500.0,sweep2d_g0_95_f500,congestion/outputs/results_congestion_sweep2d_g0_95_f500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_95_f500.json,11,18,1.6363636363636365,3450,425.7686,633.7286,5500.0,17733122.37292121,17718996.52302106,0.07965799594164663,308822,"{""50"": 2, ""150"": 1, ""200"": 5, ""250"": 2, ""350"": 1}","{""1"": 6, ""2"": 3, ""3"": 2}"
1.0,500.0,sweep2d_g1_f500,congestion/outputs/results_congestion_sweep2d_g1_f500.csv,congestion/outputs/congestion_cuts_sweep2d_g1_f500.json,12,19,1.5833333333333333,3550,466.875,700.0350000000001,6000.0,17732676.9524052,17720437.593805067,0.06902149423340204,308447,"{""50"": 2, ""100"": 1, ""150"": 1, ""200"": 5, ""250"": 2, ""350"": 1}","{""1"": 7, ""2"": 3, ""3"": 2}"
0.05,1000.0,sweep2d_g0_05_f1000,congestion/outputs/results_congestion_sweep2d_g0_05_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_05_f1000.json,11,29,2.6363636363636362,8650,51.5,147.62,11000.0,17732622.581042133,17721797.52684206,0.06104598544630876,229905,"{""200"": 1, ""250"": 4, ""350"": 6}","{""1"": 5, ""2"": 2, ""3"": 1, ""4"": 1, ""6"": 1, ""7"": 1}"
0.1,1000.0,sweep2d_g0_1_f1000,congestion/outputs/results_congestion_sweep2d_g0_1_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_1_f1000.json,11,26,2.3636363636363638,7500,87.08630000000001,204.9263,11000.0,17732997.19313311,17722200.885633063,0.06088258731708641,230185,"{""150"": 2, ""200"": 2, ""250"": 3, ""350"": 4}","{""1"": 5, ""2"": 2, ""3"": 2, ""4"": 1, ""7"": 1}"
0.15,1000.0,sweep2d_g0_15_f1000,congestion/outputs/results_congestion_sweep2d_g0_15_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_15_f1000.json,11,20,1.8181818181818181,4500,105.97260000000001,239.17260000000002,11000.0,17740648.983727153,17722506.66292706,0.10226413259590084,231687,"{""150"": 3, ""200"": 2, ""250"": 5, ""350"": 1}","{""1"": 5, ""2"": 3, ""3"": 3}"
0.2,1000.0,sweep2d_g0_2_f1000,congestion/outputs/results_congestion_sweep2d_g0_2_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_2_f1000.json,11,19,1.7272727272727273,4300,125.6195,273.09950000000003,11000.0,17740867.910610154,17722725.589810062,0.10226287063014444,231687,"{""100"": 2, ""150"": 1, ""200"": 1, ""250"": 6, ""350"": 1}","{""1"": 5, ""2"": 4, ""3"": 2}"
0.25,1000.0,sweep2d_g0_25_f1000,congestion/outputs/results_congestion_sweep2d_g0_25_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_25_f1000.json,10,16,1.6,3750,120.01169999999999,254.53170000000003,10000.0,17739926.84811416,17722931.077114064,0.09580519212739283,230808,"{""100"": 2, ""150"": 1, ""200"": 1, ""250"": 4, ""350"": 2}","{""1"": 5, ""2"": 4, ""3"": 1}"
0.3,1000.0,sweep2d_g0_3_f1000,congestion/outputs/results_congestion_sweep2d_g0_3_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_3_f1000.json,10,19,1.9,3500,156.4306,324.91060000000004,10000.0,17740109.726929158,17723113.955929063,0.09580420449314046,230808,"{""100"": 3, ""150"": 3, ""200"": 2, ""250"": 1, ""350"": 1}","{""1"": 4, ""2"": 3, ""3"": 3}"
0.35,1000.0,sweep2d_g0_35_f1000,congestion/outputs/results_congestion_sweep2d_g0_35_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_35_f1000.json,10,19,1.9,3500,156.4306,324.91060000000004,10000.0,17740284.726929158,17723155.839329064,0.09655362280681438,308327,"{""100"": 3, ""150"": 3, ""200"": 2, ""250"": 1, ""350"": 1}","{""1"": 4, ""2"": 3, ""3"": 3}"
0.4,1000.0,sweep2d_g0_4_f1000,congestion/outputs/results_congestion_sweep2d_g0_4_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_4_f1000.json,9,18,2.0,3450,153.27890000000002,294.0389,9000.0,17739467.538763158,17723155.79566307,0.09195170635445908,230451,"{""100"": 2, ""150"": 3, ""200"": 1, ""250"": 2, ""350"": 1}","{""1"": 3, ""2"": 3, ""3"": 3}"
0.45,1000.0,sweep2d_g0_45_f1000,congestion/outputs/results_congestion_sweep2d_g0_45_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_45_f1000.json,9,17,1.8888888888888888,3400,181.99,316.03,9000.0,17739639.529931158,17723194.66318107,0.09270124526679945,307970,"{""100"": 2, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.5,1000.0,sweep2d_g0_5_f1000,congestion/outputs/results_congestion_sweep2d_g0_5_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_5_f1000.json,9,17,1.8888888888888888,3400,181.99,316.03,9000.0,17739809.529931158,17723364.66318107,0.09270035691387385,307970,"{""100"": 2, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.55,1000.0,sweep2d_g0_55_f1000,congestion/outputs/results_congestion_sweep2d_g0_55_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_55_f1000.json,9,17,1.8888888888888888,3400,181.99,316.03,9000.0,17739979.529931158,17723534.66318107,0.0926994685779742,307970,"{""100"": 2, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.6,1000.0,sweep2d_g0_6_f1000,congestion/outputs/results_congestion_sweep2d_g0_6_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_6_f1000.json,9,17,1.8888888888888888,3400,181.99,316.03,9000.0,17740149.529931158,17723704.66318107,0.09269858025910002,307970,"{""100"": 2, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.65,1000.0,sweep2d_g0_65_f1000,congestion/outputs/results_congestion_sweep2d_g0_65_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_65_f1000.json,9,17,1.8888888888888888,3350,188.58679999999998,347.82680000000005,9000.0,17740318.826712158,17723873.95996207,0.0926976956317495,307970,"{""50"": 1, ""100"": 1, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.7,1000.0,sweep2d_g0_7_f1000,congestion/outputs/results_congestion_sweep2d_g0_7_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_7_f1000.json,9,17,1.8888888888888888,3350,188.58679999999998,347.82680000000005,9000.0,17740486.326712158,17724041.45996207,0.09269682040974417,307970,"{""50"": 1, ""100"": 1, ""150"": 2, ""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.75,1000.0,sweep2d_g0_75_f1000,congestion/outputs/results_congestion_sweep2d_g0_75_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_75_f1000.json,9,17,1.8888888888888888,3300,222.05630000000002,383.81629999999996,9000.0,17740652.316198155,17724207.44944807,0.09269595309676877,307970,"{""50"": 1, ""100"": 1, ""150"": 2, ""200"": 2, ""250"": 2, ""350"": 1}","{""1"": 4, ""2"": 2, ""3"": 3}"
0.8,1000.0,sweep2d_g0_8_f1000,congestion/outputs/results_congestion_sweep2d_g0_8_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_8_f1000.json,9,15,1.6666666666666667,3200,306.3808,459.74080000000004,9000.0,17740813.240690157,17724368.37394007,0.09269511226446937,307970,"{""50"": 1, ""100"": 1, ""200"": 4, ""250"": 2, ""350"": 1}","{""1"": 4, ""2"": 4, ""3"": 1}"
0.85,1000.0,sweep2d_g0_85_f1000,congestion/outputs/results_congestion_sweep2d_g0_85_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_85_f1000.json,9,15,1.6666666666666667,3200,306.3808,459.74080000000004,9000.0,17740973.240690157,17724530.15509007,0.09268423652413947,307970,"{""50"": 1, ""100"": 1, ""200"": 4, ""250"": 2, ""350"": 1}","{""1"": 4, ""2"": 4, ""3"": 1}"
0.9,1000.0,sweep2d_g0_9_f1000,congestion/outputs/results_congestion_sweep2d_g0_9_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_9_f1000.json,8,12,1.5,2300,255.4849,401.6449,8000.0,17739265.034326166,17723237.138326064,0.09035264972414338,306674,"{""50"": 1, ""100"": 1, ""200"": 4, ""250"": 2}","{""1"": 5, ""2"": 2, ""3"": 1}"
0.95,1000.0,sweep2d_g0_95_f1000,congestion/outputs/results_congestion_sweep2d_g0_95_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_95_f1000.json,9,14,1.5555555555555556,2700,316.67560000000003,475.4356,9000.0,17740833.818381164,17724823.164131068,0.09024747322478155,307524,"{""50"": 1, ""100"": 1, ""200"": 5, ""250"": 2}","{""1"": 5, ""2"": 3, ""3"": 1}"
1.0,1000.0,sweep2d_g1_f1000,congestion/outputs/results_congestion_sweep2d_g1_f1000.csv,congestion/outputs/congestion_cuts_sweep2d_g1_f1000.json,9,14,1.5555555555555556,2700,316.67560000000003,475.4356,9000.0,17740968.818381164,17724958.164131068,0.09024678648613665,307524,"{""50"": 1, ""100"": 1, ""200"": 5, ""250"": 2}","{""1"": 5, ""2"": 3, ""3"": 1}"
0.05,2000.0,sweep2d_g0_05_f2000,congestion/outputs/results_congestion_sweep2d_g0_05_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_05_f2000.json,5,15,3.0,5150,23.7641,62.6441,10000.0,17738824.563652154,17727256.38475206,0.0652138976772829,226522,"{""250"": 1, ""350"": 4}","{""1"": 2, ""3"": 2, ""7"": 1}"
0.1,2000.0,sweep2d_g0_1_f2000,congestion/outputs/results_congestion_sweep2d_g0_1_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_1_f2000.json,5,15,3.0,4450,35.7522,86.75219999999999,10000.0,17739035.977685127,17727496.545485064,0.0650510671187492,226802,"{""150"": 1, ""200"": 1, ""350"": 3}","{""1"": 2, ""2"": 1, ""4"": 1, ""7"": 1}"
0.15,2000.0,sweep2d_g0_15_f2000,congestion/outputs/results_congestion_sweep2d_g0_15_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_15_f2000.json,5,16,3.2,4250,56.98060000000001,116.2606,10000.0,17739257.98607313,17727718.553873062,0.06505025299889212,226802,"{""150"": 1, ""200"": 2, ""250"": 1, ""350"": 1}","{""1"": 2, ""3"": 1, ""4"": 1, ""7"": 1}"
0.2,2000.0,sweep2d_g0_2_f2000,congestion/outputs/results_congestion_sweep2d_g0_2_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_2_f2000.json,4,19,4.75,4000,69.88,115.24,8000.0,17737964.678544138,17727927.163144063,0.05658775165008538,225661,"{""200"": 2, ""250"": 2}","{""1"": 1, ""3"": 2, ""12"": 1}"
0.25,2000.0,sweep2d_g0_25_f2000,congestion/outputs/results_congestion_sweep2d_g0_25_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_25_f2000.json,5,9,1.8,2200,80.6273,130.6673,10000.0,17740019.683553137,17728054.693353064,0.06744631862593327,226604,"{""200"": 1, ""250"": 3, ""350"": 1}","{""1"": 2, ""2"": 2, ""3"": 1}"
0.3,2000.0,sweep2d_g0_3_f2000,congestion/outputs/results_congestion_sweep2d_g0_3_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_3_f2000.json,4,9,2.25,1600,68.15520000000001,124.43520000000001,8000.0,17737943.46096313,17728156.317563064,0.05517631410656318,225461,"{""150"": 2, ""200"": 1, ""250"": 1}","{""1"": 1, ""2"": 1, ""3"": 2}"
0.35,2000.0,sweep2d_g0_35_f2000,congestion/outputs/results_congestion_sweep2d_g0_35_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_35_f2000.json,4,9,2.25,1600,68.15520000000001,124.43520000000001,8000.0,17738023.46096313,17728236.425763063,0.05517545526763811,303883,"{""150"": 2, ""200"": 1, ""250"": 1}","{""1"": 1, ""2"": 1, ""3"": 2}"
0.4,2000.0,sweep2d_g0_4_f2000,congestion/outputs/results_congestion_sweep2d_g0_4_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_4_f2000.json,4,9,2.25,1600,68.15520000000001,124.43520000000001,8000.0,17738103.46096313,17728316.317563064,0.05517581640903445,225461,"{""150"": 2, ""200"": 1, ""250"": 1}","{""1"": 1, ""2"": 1, ""3"": 2}"
0.45,2000.0,sweep2d_g0_45_f2000,congestion/outputs/results_congestion_sweep2d_g0_45_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_45_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738182.95213113,17728395.916931063,0.05517495916283248,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.5,2000.0,sweep2d_g0_5_f2000,congestion/outputs/results_congestion_sweep2d_g0_5_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_5_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738260.45213113,17728473.416931063,0.05517471809864546,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.55,2000.0,sweep2d_g0_55_f2000,congestion/outputs/results_congestion_sweep2d_g0_55_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_55_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738337.95213113,17728550.916931063,0.05517447703656488,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.6,2000.0,sweep2d_g0_6_f2000,congestion/outputs/results_congestion_sweep2d_g0_6_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_6_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738415.45213113,17728628.416931063,0.05517423597659074,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.65,2000.0,sweep2d_g0_65_f2000,congestion/outputs/results_congestion_sweep2d_g0_65_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_65_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738492.95213113,17728705.916931063,0.05517399491872299,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.7,2000.0,sweep2d_g0_7_f2000,congestion/outputs/results_congestion_sweep2d_g0_7_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_7_f2000.json,4,8,2.0,1550,96.8663,146.4263,8000.0,17738570.45213113,17728783.416931063,0.055173753862961604,303883,"{""150"": 1, ""200"": 1, ""250"": 2}","{""1"": 2, ""3"": 2}"
0.75,2000.0,sweep2d_g0_75_f2000,congestion/outputs/results_congestion_sweep2d_g0_75_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_75_f2000.json,4,8,2.0,1500,130.3358,182.4158,8000.0,17738646.44161713,17728859.406417064,0.055173517507543464,303883,"{""150"": 1, ""200"": 2, ""250"": 1}","{""1"": 2, ""3"": 2}"
0.8,2000.0,sweep2d_g0_8_f2000,congestion/outputs/results_congestion_sweep2d_g0_8_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_8_f2000.json,4,7,1.75,1450,172.94330000000002,220.8233,8000.0,17738719.849141132,17728932.81394106,0.05517328918492648,303883,"{""200"": 3, ""250"": 1}","{""1"": 2, ""2"": 1, ""3"": 1}"
0.85,2000.0,sweep2d_g0_85_f2000,congestion/outputs/results_congestion_sweep2d_g0_85_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_85_f2000.json,4,7,1.75,1450,172.94330000000002,220.8233,8000.0,17738792.349141132,17729005.31394106,0.05517306368685495,303883,"{""200"": 3, ""250"": 1}","{""1"": 2, ""2"": 1, ""3"": 1}"
0.9,2000.0,sweep2d_g0_9_f2000,congestion/outputs/results_congestion_sweep2d_g0_9_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_9_f2000.json,4,7,1.75,1450,172.94330000000002,220.8233,8000.0,17738864.849141132,17729077.81394106,0.055172838190626676,303883,"{""200"": 3, ""250"": 1}","{""1"": 2, ""2"": 1, ""3"": 1}"
0.95,2000.0,sweep2d_g0_95_f2000,congestion/outputs/results_congestion_sweep2d_g0_95_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g0_95_f2000.json,4,7,1.75,1450,172.94330000000002,220.8233,8000.0,17738937.349141132,17729150.31394106,0.05517261269624164,303883,"{""200"": 3, ""250"": 1}","{""1"": 2, ""2"": 1, ""3"": 1}"
1.0,2000.0,sweep2d_g1_f2000,congestion/outputs/results_congestion_sweep2d_g1_f2000.csv,congestion/outputs/congestion_cuts_sweep2d_g1_f2000.json,4,7,1.75,1450,172.94330000000002,220.8233,8000.0,17739009.849141132,17729222.81394106,0.0551723872036998,303883,"{""200"": 3, ""250"": 1}","{""1"": 2, ""2"": 1, ""3"": 1}"
0.05,3500.0,sweep2d_g0_05_f3500,congestion/outputs/results_congestion_sweep2d_g0_05_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_05_f3500.json,2,6,3.0,2100,7.1867,21.5867,7000.0,17741361.846923158,17731854.67482306,0.053587611718464254,224732,"{""350"": 2}","{""3"": 2}"
0.1,3500.0,sweep2d_g0_1_f3500,congestion/outputs/results_congestion_sweep2d_g0_1_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_1_f3500.json,2,6,3.0,1500,18.6212,38.4212,7000.0,17741423.486235134,17731945.061935063,0.053425387807380764,225012,"{""200"": 1, ""350"": 1}","{""2"": 1, ""4"": 1}"
0.15,3500.0,sweep2d_g0_15_f3500,congestion/outputs/results_congestion_sweep2d_g0_15_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_15_f3500.json,2,7,3.5,1400,27.8061,53.0061,7000.0,17741498.071142137,17732019.646842062,0.053425163208128054,225012,"{""200"": 2}","{""3"": 1, ""4"": 1}"
0.2,3500.0,sweep2d_g0_2_f3500,congestion/outputs/results_congestion_sweep2d_g0_2_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_2_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741565.752469137,17732087.328169063,0.05342495939940048,225012,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.25,3500.0,sweep2d_g0_25_f3500,congestion/outputs/results_congestion_sweep2d_g0_25_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_25_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741633.252469137,17732154.828169063,0.05342475613825152,225012,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.3,3500.0,sweep2d_g0_3_f3500,congestion/outputs/results_congestion_sweep2d_g0_3_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_3_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741700.752469137,17732222.328169063,0.05342455287864921,225012,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.35,3500.0,sweep2d_g0_35_f3500,congestion/outputs/results_congestion_sweep2d_g0_35_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_35_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741768.252469137,17732289.912769064,0.05342387277972642,302898,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.4,3500.0,sweep2d_g0_4_f3500,congestion/outputs/results_congestion_sweep2d_g0_4_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_4_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741835.752469137,17732357.328169063,0.053424146364084456,225012,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.45,3500.0,sweep2d_g0_45_f3500,congestion/outputs/results_congestion_sweep2d_g0_45_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_45_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741903.252469137,17732424.912769064,0.053423466271883234,302898,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.5,3500.0,sweep2d_g0_5_f3500,congestion/outputs/results_congestion_sweep2d_g0_5_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_5_f3500.json,2,6,3.0,1350,38.0075,60.6875,7000.0,17741970.752469137,17732492.412769064,0.0534232630202815,302898,"{""200"": 1, ""250"": 1}","{""3"": 2}"
0.55,3500.0,sweep2d_g0_55_f3500,congestion/outputs/results_congestion_sweep2d_g0_55_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_55_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17741848.913341135,17732555.78574106,0.05237970205622576,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.6,3500.0,sweep2d_g0_6_f3500,congestion/outputs/results_congestion_sweep2d_g0_6_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_6_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17741898.913341135,17732605.78574106,0.05237955444039751,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.65,3500.0,sweep2d_g0_65_f3500,congestion/outputs/results_congestion_sweep2d_g0_65_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_65_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17741948.913341135,17732655.78574106,0.05237940682540127,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.7,3500.0,sweep2d_g0_7_f3500,congestion/outputs/results_congestion_sweep2d_g0_7_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_7_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17741998.913341135,17732705.78574106,0.05237925921123705,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.75,3500.0,sweep2d_g0_75_f3500,congestion/outputs/results_congestion_sweep2d_g0_75_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_75_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17742048.913341135,17732755.78574106,0.05237911159790483,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.8,3500.0,sweep2d_g0_8_f3500,congestion/outputs/results_congestion_sweep2d_g0_8_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_8_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17742098.913341135,17732805.78574106,0.052378963985404606,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.85,3500.0,sweep2d_g0_85_f3500,congestion/outputs/results_congestion_sweep2d_g0_85_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_85_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17742148.913341135,17732855.78574106,0.052378816373736356,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.9,3500.0,sweep2d_g0_9_f3500,congestion/outputs/results_congestion_sweep2d_g0_9_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_9_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17742198.913341135,17732905.78574106,0.0523786687629001,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
0.95,3500.0,sweep2d_g0_95_f3500,congestion/outputs/results_congestion_sweep2d_g0_95_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g0_95_f3500.json,2,5,2.5,1000,38.648300000000006,63.8483,7000.0,17742248.913341135,17732955.78574106,0.05237852115289581,303073,"{""200"": 2}","{""2"": 1, ""3"": 1}"
1.0,3500.0,sweep2d_g1_f3500,congestion/outputs/results_congestion_sweep2d_g1_f3500.csv,congestion/outputs/congestion_cuts_sweep2d_g1_f3500.json,2,4,2.0,950,92.488,112.288,7000.0,17742297.353041135,17733004.22544106,0.052378378150002756,303073,"{""200"": 1, ""350"": 1}","{""1"": 1, ""3"": 1}"
