lat,lon,name,aadt_assigned,impute_tier,edge_dist_m,highway_class,through_gap_km,stop_rate,usage_count,lambda_k
42.251056,-7.864722,REPSOL,20157.097891276968,3,102.6834219545354,motorway_link,16.1118,0.07550816191186976,0,9.893165173111676
42.058583,-7.665611,CEPSA,7524.826691994108,3,274.439384669267,motorway_link,15.5858,0.0748271836432519,0,3.6599003269756647
42.358611,-8.628889,CEPSA,14500.0,1,8.659922836391482,trunk,5.1872,0.06287397348789589,0,5.925872001234188
42.249944,-7.023444,FINA,1634.8745611488,3,7167.781325425369,primary,12.7398,0.07127630166942585,0,0.7574307806787285
42.704444,-8.245722,REPSOL,1365.828543462302,3,519.6058491548275,secondary,2.8708,0.060570406846033376,0,0.5377371386363392
42.31775,-8.1235,GALP,3335.366391257292,3,157.86562544389537,primary,15.774,0.07506993177704453,0,1.6275072283803589
42.425806,-8.057944,MOEVE,1608.0298830087793,3,89.29500919372583,trunk_link,39.6206,0.11521097019460178,0,1.2042074390017976
42.127306,-7.950611,GALP,1007.9296337583947,3,50.50342034560836,secondary,8.9146,0.06684331093876351,0,0.43792680043909166
42.5625,-8.671833,REPSOL,16879.449234840882,3,78.52428346602234,motorway_link,16.3816,0.07586051330123918,64,8.32314394078205
42.498528,-8.744972,GALP,18228.77457153224,3,83.8318457386541,motorway,13.379,0.0720545057971341,0,8.537524729754285
42.716389,-8.300833,GALP,6048.0,1,86.30110854196434,motorway,0.0608,0.057934146296227645,0,2.2775071591973015
42.318052,-7.877994,GALP,8552.046142069003,3,23.478700122549505,primary_link,0.6028,0.05842955491828414,0,3.247999623191185
42.318111,-7.877389,GALP,8552.046142069003,3,29.804879085610338,primary_link,0.5956,0.058422933509590186,0,3.24763155033879
42.137472,-8.186667,GALP,2486.331652720218,3,185.33924578218614,primary,40.6196,0.1173583369072031,0,1.8966463604593857
43.541111,-6.534333,REPSOL,2801.967121105823,3,35.51499633891775,trunk,5.461,0.06315433248899083,0,1.1502163607319944
43.412778,-6.157278,REPSOL,4835.0,1,62.40529066175642,trunk,20.2594,0.08116066147597226,0,2.550676688536118
43.536417,-6.724611,PETRONOR,3683.0,2,52.701662941371616,trunk,1.073,0.058864337483031076,0,1.4091828071750225
43.381722,-4.557444,PETRONOR,4527.969393635412,3,503.2321281924128,motorway_link,2.6234,0.06033146334316304,0,1.775663626692014
43.345139,-5.360667,BP INFIESTO,2992.0552153055614,3,493.6942523093113,trunk_link,17.6832,0.07758988626490111,0,1.508995955050108
43.470806,-7.05125,PETRONOR,4762.0,1,409.86568236144535,trunk,1.942,0.059680270470175045,0,1.8472834118633283
43.484417,-5.260944,REPSOL,851.2831030335843,2,184.90766924766612,trunk,1.5936,0.05935120201212349,0,0.3284103902147484
