lat,lon,c,p_kw,wq_minutes
42.304222,2.359167,3,150,0.026798
42.304222,2.359167,4,150,0.001498
42.304222,2.359167,5,150,7.3e-05
42.304222,2.359167,6,150,3e-06
42.304222,2.359167,7,150,0.0
42.832111,0.72975,2,150,2.438877
42.832111,0.72975,3,150,0.283408
42.832111,0.72975,4,150,0.032664
42.832111,0.72975,5,150,0.00342
42.832111,0.72975,6,150,0.00032
42.832111,0.72975,7,150,2.7e-05
41.668694,1.854167,2,150,3.48302
41.668694,1.854167,3,150,0.440396
41.668694,1.854167,4,150,0.057316
41.668694,1.854167,5,150,0.006868
41.668694,1.854167,6,150,0.000741
41.668694,1.854167,7,150,7.2e-05
41.738111,2.266944,2,150,45.0
41.738111,2.266944,3,150,45.0
41.738111,2.266944,4,150,56.874469
41.738111,2.266944,5,150,6.160258
41.738111,2.266944,6,150,1.686831
41.738111,2.266944,7,150,0.528251
42.202083,2.691889,2,150,13.702596
42.202083,2.691889,3,150,1.853104
42.202083,2.691889,4,150,0.332632
42.202083,2.691889,5,150,0.059159
42.202083,2.691889,6,150,0.009791
42.202083,2.691889,7,150,0.001483
42.290083,3.276167,2,150,0.653612
42.290083,3.276167,3,150,0.048422
42.290083,3.276167,4,150,0.003268
42.290083,3.276167,5,150,0.000194
42.290083,3.276167,6,150,1e-05
42.290083,3.276167,7,150,0.0
41.745944,2.627472,2,150,45.0
41.745944,2.627472,3,150,7.639879
41.745944,2.627472,4,150,1.492293
41.745944,2.627472,5,150,0.342402
41.745944,2.627472,6,150,0.077803
41.745944,2.627472,7,150,0.016693
41.617056,1.399639,2,150,0.189199
41.617056,1.399639,3,150,0.008221
41.617056,1.399639,4,150,0.000313
41.617056,1.399639,5,150,1e-05
41.617056,1.399639,6,150,0.0
41.617056,1.399639,7,150,0.0
41.61775,1.399361,2,150,0.190978
41.61775,1.399361,3,150,0.008334
41.61775,1.399361,4,150,0.000319
41.61775,1.399361,5,150,1.1e-05
41.61775,1.399361,6,150,0.0
41.61775,1.399361,7,150,0.0
41.468806,0.421056,2,150,0.161648
41.468806,0.421056,3,150,0.006538
41.468806,0.421056,4,150,0.000231
41.468806,0.421056,5,150,7e-06
41.468806,0.421056,6,150,0.0
41.468806,0.421056,7,150,0.0
41.966806,2.62525,2,150,7.650575
41.966806,2.62525,3,150,1.066321
41.966806,2.62525,4,150,0.172185
41.966806,2.62525,5,150,0.026596
41.966806,2.62525,6,150,0.003763
41.966806,2.62525,7,150,0.000483
41.878333,2.505806,2,150,13.26558
41.878333,2.505806,3,150,1.801797
41.878333,2.505806,4,150,0.32192
41.878333,2.505806,5,150,0.05687
41.878333,2.505806,6,150,0.00934
41.878333,2.505806,7,150,0.001403
41.566139,2.519556,2,150,45.0
41.566139,2.519556,3,150,62.976651
41.566139,2.519556,4,150,5.704922
41.566139,2.519556,5,150,1.380618
41.566139,2.519556,6,150,0.376435
41.566139,2.519556,7,150,0.102156
41.544528,0.475611,2,150,0.592553
41.544528,0.475611,3,150,0.042199
41.544528,0.475611,4,150,0.002727
41.544528,0.475611,5,150,0.000155
41.544528,0.475611,6,150,8e-06
41.544528,0.475611,7,150,0.0
41.632389,1.007167,2,150,0.218079
41.632389,1.007167,3,150,0.010104
41.632389,1.007167,4,150,0.000412
41.632389,1.007167,5,150,1.5e-05
41.632389,1.007167,6,150,0.0
41.632389,1.007167,7,150,0.0
41.827361,1.756083,2,150,1.834277
41.827361,1.756083,3,150,0.196494
41.827361,1.756083,4,150,0.020375
41.827361,1.756083,5,150,0.001902
41.827361,1.756083,6,150,0.000158
41.827361,1.756083,7,150,1.2e-05
41.984917,2.09725,2,150,0.566116
41.984917,2.09725,3,150,0.039574
41.984917,2.09725,4,150,0.002506
41.984917,2.09725,5,150,0.000139
41.984917,2.09725,6,150,7e-06
41.984917,2.09725,7,150,0.0
41.587917,2.179667,2,150,45.0
41.587917,2.179667,3,150,45.0
41.587917,2.179667,4,150,45.0
41.587917,2.179667,5,150,11.145242
41.587917,2.179667,6,150,2.752209
41.587917,2.179667,7,150,0.870823
42.025278,2.983472,2,150,1.208101
42.025278,2.983472,3,150,0.112815
42.025278,2.983472,4,150,0.009906
42.025278,2.983472,5,150,0.000774
42.025278,2.983472,6,150,5.4e-05
42.025278,2.983472,7,150,3e-06
41.645,2.231306,2,150,7.651311
41.645,2.231306,3,150,1.066427
41.645,2.231306,4,150,0.172206
41.645,2.231306,5,150,0.0266
41.645,2.231306,6,150,0.003764
41.645,2.231306,7,150,0.000483
42.016639,1.884444,2,150,3.825383
42.016639,1.884444,3,150,0.492731
42.016639,1.884444,4,150,0.066062
42.016639,1.884444,5,150,0.008187
42.016639,1.884444,6,150,0.000915
42.016639,1.884444,7,150,9.2e-05
42.086583,2.888639,2,150,0.821606
42.086583,2.888639,3,150,0.066576
42.086583,2.888639,4,150,0.004967
42.086583,2.888639,5,150,0.000327
42.086583,2.888639,6,150,1.9e-05
42.086583,2.888639,7,150,1e-06
42.286806,2.160667,2,150,0.020002
42.286806,2.160667,3,150,0.000299
42.286806,2.160667,4,150,4e-06
42.286806,2.160667,5,150,0.0
42.286806,2.160667,6,150,0.0
42.286806,2.160667,7,150,0.0
42.368306,1.845528,2,150,0.004387
42.368306,1.845528,3,150,3.1e-05
42.368306,1.845528,4,150,0.0
42.368306,1.845528,5,150,0.0
42.368306,1.845528,6,150,0.0
42.368306,1.845528,7,150,0.0
41.917028,2.791306,2,150,45.0
41.917028,2.791306,3,150,45.0
41.917028,2.791306,4,150,11.749188
41.917028,2.791306,5,150,2.564885
41.917028,2.791306,6,150,0.725466
41.917028,2.791306,7,150,0.212791
41.845,2.233278,2,150,45.0
41.845,2.233278,3,150,45.0
41.845,2.233278,4,150,45.0
41.845,2.233278,5,150,45.0
41.845,2.233278,6,150,45.0
41.845,2.233278,7,150,45.0
41.669083,2.715556,2,150,45.0
41.669083,2.715556,3,150,45.0
41.669083,2.715556,4,150,287.954355
41.669083,2.715556,5,150,8.467753
41.669083,2.715556,6,150,2.215029
41.669083,2.715556,7,150,0.699857
41.514889,2.413139,2,150,45.0
41.514889,2.413139,3,150,9.732948
41.514889,2.413139,4,150,1.853905
41.514889,2.413139,5,150,0.435659
41.514889,2.413139,6,150,0.102827
41.514889,2.413139,7,150,0.023067
42.399056,2.8805,2,150,0.229654
42.399056,2.8805,3,150,0.01089
42.399056,2.8805,4,150,0.000455
42.399056,2.8805,5,150,1.6e-05
42.399056,2.8805,6,150,1e-06
42.399056,2.8805,7,150,0.0
41.661556,1.198583,2,150,40.397061
41.661556,1.198583,3,150,3.889297
41.661556,1.198583,4,150,0.761195
41.661556,1.198583,5,150,0.158263
41.661556,1.198583,6,150,0.031495
41.661556,1.198583,7,150,0.00582
41.478917,1.883722,2,150,35.646488
41.478917,1.883722,3,150,3.639604
41.478917,1.883722,4,150,0.709159
41.478917,1.883722,5,150,0.14567
41.478917,1.883722,6,150,0.028557
41.478917,1.883722,7,150,0.005191
41.745028,1.578861,2,150,45.0
41.745028,1.578861,3,150,14.70852
41.745028,1.578861,4,150,2.591361
41.745028,1.578861,5,150,0.625701
41.745028,1.578861,6,150,0.155707
41.745028,1.578861,7,150,0.037256
41.745833,1.580083,2,150,45.0
41.745833,1.580083,3,150,42.956316
41.745833,1.580083,4,150,4.912992
41.745833,1.580083,5,150,1.197935
41.745833,1.580083,6,150,0.322305
41.745833,1.580083,7,150,0.085674
42.398417,2.882667,2,150,0.228435
42.398417,2.882667,3,150,0.010807
42.398417,2.882667,4,150,0.00045
42.398417,2.882667,5,150,1.6e-05
42.398417,2.882667,6,150,1e-06
42.398417,2.882667,7,150,0.0
42.820447,0.714372,2,150,2.079506
42.820447,0.714372,3,150,0.231208
42.820447,0.714372,4,150,0.025139
42.820447,0.714372,5,150,0.00247
42.820447,0.714372,6,150,0.000217
42.820447,0.714372,7,150,1.7e-05
41.638722,0.87425,2,150,45.0
41.638722,0.87425,3,150,7.850936
41.638722,0.87425,4,150,1.530268
41.638722,0.87425,5,150,0.352168
41.638722,0.87425,6,150,0.080386
41.638722,0.87425,7,150,0.017338
41.618806,1.509722,2,150,65.714573
41.618806,1.509722,3,150,4.815112
41.618806,1.509722,4,150,0.95103
41.618806,1.509722,5,150,0.205003
41.618806,1.509722,6,150,0.042718
41.618806,1.509722,7,150,0.008306
41.933278,2.193306,2,150,2.890745
41.933278,2.193306,3,150,0.350638
41.933278,2.193306,4,150,0.042894
41.933278,2.193306,5,150,0.004796
41.933278,2.193306,6,150,0.000481
41.933278,2.193306,7,150,4.3e-05
41.93425,2.194306,2,150,3.92405
41.93425,2.194306,3,150,0.507843
41.93425,2.194306,4,150,0.068628
41.93425,2.194306,5,150,0.008582
41.93425,2.194306,6,150,0.000968
41.93425,2.194306,7,150,9.8e-05
42.172722,1.320417,2,150,0.48965
42.172722,1.320417,3,150,0.03224
42.172722,1.320417,4,150,0.001912
42.172722,1.320417,5,150,9.9e-05
42.172722,1.320417,6,150,5e-06
42.172722,1.320417,7,150,0.0
42.427056,2.866833,2,150,0.41124
42.427056,2.866833,3,150,0.025159
42.427056,2.866833,4,150,0.001378
42.427056,2.866833,5,150,6.6e-05
42.427056,2.866833,6,150,3e-06
42.427056,2.866833,7,150,0.0
42.404278,0.742583,2,150,3.211265
42.404278,0.742583,3,150,0.399048
42.404278,0.742583,4,150,0.050575
42.404278,0.742583,5,150,0.005882
42.404278,0.742583,6,150,0.000615
42.404278,0.742583,7,150,5.8e-05
41.867472,1.972389,2,150,45.0
41.867472,1.972389,3,150,262.722755
41.867472,1.972389,4,150,7.658983
41.867472,1.972389,5,150,1.802654
41.867472,1.972389,6,150,0.501661
41.867472,1.972389,7,150,0.141155
41.809306,2.102139,2,150,20.632605
41.809306,2.102139,3,150,2.566385
41.809306,2.102139,4,150,0.482961
41.809306,2.102139,5,150,0.092492
41.809306,2.102139,6,150,0.016669
41.809306,2.102139,7,150,0.002765
42.071,3.093861,2,150,0.176988
42.071,3.093861,3,150,0.007461
42.071,3.093861,4,150,0.000276
42.071,3.093861,5,150,9e-06
42.071,3.093861,6,150,0.0
42.071,3.093861,7,150,0.0
41.893444,3.144028,2,150,5.444439
41.893444,3.144028,3,150,0.740101
41.893444,3.144028,4,150,0.109935
41.893444,3.144028,5,150,0.015342
41.893444,3.144028,6,150,0.001945
41.893444,3.144028,7,150,0.000223
42.064694,3.049528,2,150,1.064446
42.064694,3.049528,3,150,0.09501
42.064694,3.049528,4,150,0.007915
42.064694,3.049528,5,150,0.000585
42.064694,3.049528,6,150,3.8e-05
42.064694,3.049528,7,150,2e-06
42.223528,1.872722,2,150,0.02077
42.223528,1.872722,3,150,0.000317
42.223528,1.872722,4,150,4e-06
42.223528,1.872722,5,150,0.0
42.223528,1.872722,6,150,0.0
42.223528,1.872722,7,150,0.0
40.81,-3.7705,2,150,0.574431
40.81,-3.7705,3,150,0.040395
40.81,-3.7705,4,150,0.002574
40.81,-3.7705,5,150,0.000144
40.81,-3.7705,6,150,7e-06
40.81,-3.7705,7,150,0.0
40.242639,-3.319472,2,150,43.001104
40.242639,-3.319472,3,150,4.012995
40.242639,-3.319472,4,150,0.786854
40.242639,-3.319472,5,150,0.164511
40.242639,-3.319472,6,150,0.032968
40.242639,-3.319472,7,150,0.006139
40.40725,-3.36975,2,150,10.29074
40.40725,-3.36975,3,150,1.43003
40.40725,-3.36975,4,150,0.245128
40.40725,-3.36975,5,150,0.040895
40.40725,-3.36975,6,150,0.006299
40.40725,-3.36975,7,150,0.000884
40.302222,-4.088111,2,150,27.762743
40.302222,-4.088111,3,150,3.140298
40.302222,-4.088111,4,150,0.604296
40.302222,-4.088111,5,150,0.120663
40.302222,-4.088111,6,150,0.022852
40.302222,-4.088111,7,150,0.004
41.493028,2.333917,2,150,45.0
41.493028,2.333917,3,150,45.0
41.493028,2.333917,4,150,45.0
41.493028,2.333917,5,150,45.0
41.493028,2.333917,6,150,45.0
41.493028,2.333917,7,150,45.0
42.238306,0.965278,2,150,0.079786
42.238306,0.965278,3,150,0.002323
42.238306,0.965278,4,150,5.8e-05
42.238306,0.965278,5,150,1e-06
42.238306,0.965278,6,150,0.0
42.238306,0.965278,7,150,0.0
42.60875,1.126333,2,150,0.018429
42.60875,1.126333,3,150,0.000265
42.60875,1.126333,4,150,3e-06
42.60875,1.126333,5,150,0.0
42.60875,1.126333,6,150,0.0
42.60875,1.126333,7,150,0.0
41.732306,2.600333,2,150,45.0
41.732306,2.600333,3,150,12.456283
41.732306,2.600333,4,150,2.277255
41.732306,2.600333,5,150,0.544966
41.732306,2.600333,6,150,0.132993
41.732306,2.600333,7,150,0.03106
41.725667,2.672917,2,150,45.0
41.725667,2.672917,3,150,45.0
41.725667,2.672917,4,150,45.0
41.725667,2.672917,5,150,45.0
41.725667,2.672917,6,150,45.0
41.725667,2.672917,7,150,45.0
41.95825,2.649083,2,150,6.793843
41.95825,2.649083,3,150,0.941757
41.95825,2.649083,4,150,0.147966
41.95825,2.649083,5,150,0.022093
41.95825,2.649083,6,150,0.003013
41.95825,2.649083,7,150,0.000372
41.852806,2.77375,2,150,45.0
41.852806,2.77375,3,150,21.380206
41.852806,2.77375,4,150,3.366656
41.852806,2.77375,5,150,0.822271
41.852806,2.77375,6,150,0.212096
41.852806,2.77375,7,150,0.053144
41.647972,2.425611,2,150,45.0
41.647972,2.425611,3,150,45.0
41.647972,2.425611,4,150,45.0
41.647972,2.425611,5,150,45.0
41.647972,2.425611,6,150,45.0
41.647972,2.425611,7,150,45.0
41.646806,2.425667,2,150,45.0
41.646806,2.425667,3,150,45.0
41.646806,2.425667,4,150,45.0
41.646806,2.425667,5,150,45.0
41.646806,2.425667,6,150,45.0
41.646806,2.425667,7,150,45.0
41.686028,2.443667,2,150,23.273145
41.686028,2.443667,3,150,2.795157
41.686028,2.443667,4,150,0.531377
41.686028,2.443667,5,150,0.10362
41.686028,2.443667,6,150,0.019077
41.686028,2.443667,7,150,0.003238
41.567917,1.801722,2,150,45.0
41.567917,1.801722,3,150,154.612508
41.567917,1.801722,4,150,7.129027
41.567917,1.801722,5,150,1.692167
41.567917,1.801722,6,150,0.468908
41.567917,1.801722,7,150,0.130857
42.126444,2.922361,2,150,0.181563
42.126444,2.922361,3,150,0.007743
42.126444,2.922361,4,150,0.000289
42.126444,2.922361,5,150,9e-06
42.126444,2.922361,6,150,0.0
42.126444,2.922361,7,150,0.0
41.861222,2.884944,2,150,3.839685
41.861222,2.884944,3,150,0.494921
41.861222,2.884944,4,150,0.066433
41.861222,2.884944,5,150,0.008244
41.861222,2.884944,6,150,0.000922
41.861222,2.884944,7,150,9.3e-05
41.757583,2.756778,2,150,5.896177
41.757583,2.756778,3,150,0.808259
41.757583,2.756778,4,150,0.122603
41.757583,2.756778,5,150,0.017543
41.757583,2.756778,6,150,0.002285
41.757583,2.756778,7,150,0.000269
41.757222,2.75725,2,150,5.907612
41.757222,2.75725,3,150,0.809977
41.757222,2.75725,4,150,0.122925
41.757222,2.75725,5,150,0.017599
41.757222,2.75725,6,150,0.002294
41.757222,2.75725,7,150,0.00027
42.397861,2.880528,2,150,0.228563
42.397861,2.880528,3,150,0.010815
42.397861,2.880528,4,150,0.000451
42.397861,2.880528,5,150,1.6e-05
42.397861,2.880528,6,150,1e-06
42.397861,2.880528,7,150,0.0
41.774389,2.738889,2,150,45.0
41.774389,2.738889,3,150,45.0
41.774389,2.738889,4,150,45.0
41.774389,2.738889,5,150,45.0
41.774389,2.738889,6,150,23.314153
41.774389,2.738889,7,150,4.801429
41.896889,2.810833,2,150,0.899558
41.896889,2.810833,3,150,0.075448
41.896889,2.810833,4,150,0.005852
41.896889,2.810833,5,150,0.000402
41.896889,2.810833,6,150,2.4e-05
41.896889,2.810833,7,150,1e-06
41.607944,2.604917,2,150,45.0
41.607944,2.604917,3,150,45.0
41.607944,2.604917,4,150,45.0
41.607944,2.604917,5,150,45.0
41.607944,2.604917,6,150,101.66834
41.607944,2.604917,7,150,8.195921
42.173833,2.931806,2,150,45.0
42.173833,2.931806,3,150,45.0
42.173833,2.931806,4,150,19.233149
42.173833,2.931806,5,150,3.631887
42.173833,2.931806,6,150,1.028565
42.173833,2.931806,7,150,0.311793
41.487417,0.8655,2,150,17.408304
41.487417,0.8655,3,150,2.256672
41.487417,0.8655,4,150,0.417472
41.487417,0.8655,5,150,0.077719
41.487417,0.8655,6,150,0.013553
41.487417,0.8655,7,150,0.00217
41.489389,0.8655,2,150,19.860085
41.489389,0.8655,3,150,2.495382
41.489389,0.8655,4,150,0.467935
41.489389,0.8655,5,150,0.089072
41.489389,0.8655,6,150,0.015939
41.489389,0.8655,7,150,0.002624
41.543361,0.637222,2,150,43.166175
41.543361,0.637222,3,150,4.020553
41.543361,0.637222,4,150,0.788419
41.543361,0.637222,5,150,0.164893
41.543361,0.637222,6,150,0.033058
41.543361,0.637222,7,150,0.006158
41.541306,0.639222,2,150,58.313586
41.541306,0.639222,3,150,4.597713
41.541306,0.639222,4,150,0.906937
41.541306,0.639222,5,150,0.19405
41.541306,0.639222,6,150,0.040047
41.541306,0.639222,7,150,0.007704
41.079389,1.062528,2,150,45.0
41.079389,1.062528,3,150,45.0
41.079389,1.062528,4,150,28.682257
41.079389,1.062528,5,150,4.582018
41.079389,1.062528,6,150,1.286084
41.079389,1.062528,7,150,0.396547
40.239056,-3.995528,2,150,8.089663
40.239056,-3.995528,3,150,1.128975
40.239056,-3.995528,4,150,0.184536
40.239056,-3.995528,5,150,0.028944
40.239056,-3.995528,6,150,0.004165
40.239056,-3.995528,7,150,0.000544
40.383167,-4.240833,2,150,0.009626
40.383167,-4.240833,3,150,0.000101
40.383167,-4.240833,4,150,1e-06
40.383167,-4.240833,5,150,0.0
40.383167,-4.240833,6,150,0.0
40.383167,-4.240833,7,150,0.0
40.084139,-3.112889,2,150,45.0
40.084139,-3.112889,3,150,45.0
40.084139,-3.112889,4,150,45.0
40.084139,-3.112889,5,150,67.929141
40.084139,-3.112889,6,150,7.031459
40.084139,-3.112889,7,150,2.071954
40.189444,-3.112278,2,150,45.0
40.189444,-3.112278,3,150,45.0
40.189444,-3.112278,4,150,23.178885
40.189444,-3.112278,5,150,4.071003
40.189444,-3.112278,6,150,1.149094
40.189444,-3.112278,7,150,0.351436
40.955389,-3.784111,2,150,0.455528
40.955389,-3.784111,3,150,0.0291
40.955389,-3.784111,4,150,0.00167
40.955389,-3.784111,5,150,8.4e-05
40.955389,-3.784111,6,150,4e-06
40.955389,-3.784111,7,150,0.0
40.955028,-3.783861,2,150,0.455749
40.955028,-3.783861,3,150,0.02912
40.955028,-3.783861,4,150,0.001672
40.955028,-3.783861,5,150,8.4e-05
40.955028,-3.783861,6,150,4e-06
40.955028,-3.783861,7,150,0.0
40.526722,-3.481556,2,150,1.739349
40.526722,-3.481556,3,150,0.183301
40.526722,-3.481556,4,150,0.018622
40.526722,-3.481556,5,150,0.0017
40.526722,-3.481556,6,150,0.000138
40.526722,-3.481556,7,150,1e-05
40.528028,-3.480944,2,150,1.739538
40.528028,-3.480944,3,150,0.183327
40.528028,-3.480944,4,150,0.018625
40.528028,-3.480944,5,150,0.001701
40.528028,-3.480944,6,150,0.000138
40.528028,-3.480944,7,150,1e-05
40.717528,-3.791778,2,150,58.809276
40.717528,-3.791778,3,150,4.613374
40.717528,-3.791778,4,150,0.910124
40.717528,-3.791778,5,150,0.19484
40.717528,-3.791778,6,150,0.040239
40.717528,-3.791778,7,150,0.007747
40.904694,-3.608389,2,150,45.0
40.904694,-3.608389,3,150,10.843252
40.904694,-3.608389,4,150,2.032648
40.904694,-3.608389,5,150,0.481842
40.904694,-3.608389,6,150,0.115478
40.904694,-3.608389,7,150,0.026383
40.446528,-3.36175,2,150,4.780496
40.446528,-3.36175,3,150,0.639032
40.446528,-3.36175,4,150,0.091569
40.446528,-3.36175,5,150,0.01225
40.446528,-3.36175,6,150,0.001485
40.446528,-3.36175,7,150,0.000162
40.439139,-3.316472,2,150,3.847255
40.439139,-3.316472,3,150,0.49608
40.439139,-3.316472,4,150,0.066629
40.439139,-3.316472,5,150,0.008274
40.439139,-3.316472,6,150,0.000927
40.439139,-3.316472,7,150,9.3e-05
40.578306,-3.508083,2,150,1.059121
40.578306,-3.508083,3,150,0.094363
40.578306,-3.508083,4,150,0.007844
40.578306,-3.508083,5,150,0.000579
40.578306,-3.508083,6,150,3.8e-05
40.578306,-3.508083,7,150,2e-06
40.166778,-3.286111,2,150,45.0
40.166778,-3.286111,3,150,45.0
40.166778,-3.286111,4,150,45.0
40.166778,-3.286111,5,150,45.0
40.166778,-3.286111,6,150,15.358591
40.166778,-3.286111,7,150,3.733548
40.814278,-3.760639,2,150,0.62569
40.814278,-3.760639,3,150,0.045549
40.814278,-3.760639,4,150,0.003016
40.814278,-3.760639,5,150,0.000175
40.814278,-3.760639,6,150,9e-06
40.814278,-3.760639,7,150,0.0
40.188056,-3.764389,2,150,111.151947
40.188056,-3.764389,3,150,5.658114
40.188056,-3.764389,4,150,1.118875
40.188056,-3.764389,5,150,0.247119
40.188056,-3.764389,6,150,0.053186
40.188056,-3.764389,7,150,0.010724
40.182444,-3.725222,2,150,396.259413
40.182444,-3.725222,3,150,6.863587
40.182444,-3.725222,4,150,1.349642
40.182444,-3.725222,5,150,0.305816
40.182444,-3.725222,6,150,0.068219
40.182444,-3.725222,7,150,0.014328
40.331278,-3.403472,2,150,9.988133
40.331278,-3.403472,3,150,1.389955
40.331278,-3.403472,4,150,0.236962
40.331278,-3.403472,5,150,0.039246
40.331278,-3.403472,6,150,0.005996
40.331278,-3.403472,7,150,0.000835
40.245167,-3.480556,2,150,45.0
40.245167,-3.480556,3,150,10.636174
40.245167,-3.480556,4,150,1.999971
40.245167,-3.480556,5,150,0.4734
40.245167,-3.480556,6,150,0.113154
40.245167,-3.480556,7,150,0.02577
40.170889,-3.82175,2,150,45.0
40.170889,-3.82175,3,150,45.0
40.170889,-3.82175,4,150,45.0
40.170889,-3.82175,5,150,45.0
40.170889,-3.82175,6,150,45.0
40.170889,-3.82175,7,150,35.919274
40.365083,-4.314778,2,150,0.017081
40.365083,-4.314778,3,150,0.000237
40.365083,-4.314778,4,150,3e-06
40.365083,-4.314778,5,150,0.0
40.365083,-4.314778,6,150,0.0
40.365083,-4.314778,7,150,0.0
40.249833,-3.350278,2,150,45.0
40.249833,-3.350278,3,150,45.0
40.249833,-3.350278,4,150,45.0
40.249833,-3.350278,5,150,45.0
40.249833,-3.350278,6,150,49.426227
40.249833,-3.350278,7,150,6.720116
40.147111,-3.428417,2,150,45.0
40.147111,-3.428417,3,150,7.86585
40.147111,-3.428417,4,150,1.532938
40.147111,-3.428417,5,150,0.352855
40.147111,-3.428417,6,150,0.080568
40.147111,-3.428417,7,150,0.017383
40.822111,-3.537556,2,150,0.014199
40.822111,-3.537556,3,150,0.00018
40.822111,-3.537556,4,150,2e-06
40.822111,-3.537556,5,150,0.0
40.822111,-3.537556,6,150,0.0
40.822111,-3.537556,7,150,0.0
40.282778,-3.20725,2,150,2.46188
40.282778,-3.20725,3,150,0.286793
40.282778,-3.20725,4,150,0.033166
40.282778,-3.20725,5,150,0.003485
40.282778,-3.20725,6,150,0.000328
40.282778,-3.20725,7,150,2.8e-05
40.405056,-3.141111,2,150,4.812415
40.405056,-3.141111,3,150,0.64391
40.405056,-3.141111,4,150,0.092443
40.405056,-3.141111,5,150,0.012394
40.405056,-3.141111,6,150,0.001506
40.405056,-3.141111,7,150,0.000165
40.10075,-3.490083,2,150,45.0
40.10075,-3.490083,3,150,16.418013
40.10075,-3.490083,4,150,2.810493
40.10075,-3.490083,5,150,0.681704
40.10075,-3.490083,6,150,0.171635
40.10075,-3.490083,7,150,0.041676
40.203472,-3.798917,2,150,34.266227
40.203472,-3.798917,3,150,3.560507
40.203472,-3.798917,4,150,0.692613
40.203472,-3.798917,5,150,0.14169
40.203472,-3.798917,6,150,0.027637
40.203472,-3.798917,7,150,0.004996
40.203083,-3.798556,2,150,34.625342
40.203083,-3.798556,3,150,3.581394
40.203083,-3.798556,4,150,0.696985
40.203083,-3.798556,5,150,0.142741
40.203083,-3.798556,6,150,0.02788
40.203083,-3.798556,7,150,0.005047
41.246278,1.58575,2,150,0.745074
41.246278,1.58575,3,150,0.058131
41.246278,1.58575,4,150,0.004156
41.246278,1.58575,5,150,0.000262
41.246278,1.58575,6,150,1.5e-05
41.246278,1.58575,7,150,1e-06
41.012444,0.611083,2,150,0.09893
41.012444,0.611083,3,150,0.003187
41.012444,0.611083,4,150,8.9e-05
41.012444,0.611083,5,150,2e-06
41.012444,0.611083,6,150,0.0
41.012444,0.611083,7,150,0.0
41.263889,0.904917,2,150,0.156262
41.263889,0.904917,3,150,0.006223
41.263889,0.904917,4,150,0.000217
41.263889,0.904917,5,150,7e-06
41.263889,0.904917,6,150,0.0
41.263889,0.904917,7,150,0.0
41.047806,0.729667,2,150,0.097915
41.047806,0.729667,3,150,0.003139
41.047806,0.729667,4,150,8.7e-05
41.047806,0.729667,5,150,2e-06
41.047806,0.729667,6,150,0.0
41.047806,0.729667,7,150,0.0
41.192278,1.000139,2,150,0.158873
41.192278,1.000139,3,150,0.006375
41.192278,1.000139,4,150,0.000224
41.192278,1.000139,5,150,7e-06
41.192278,1.000139,6,150,0.0
41.192278,1.000139,7,150,0.0
41.279028,1.496139,2,150,0.542819
41.279028,1.496139,3,150,0.037298
41.279028,1.496139,4,150,0.002317
41.279028,1.496139,5,150,0.000126
41.279028,1.496139,6,150,6e-06
41.279028,1.496139,7,150,0.0
41.180833,0.593444,2,150,0.021543
41.180833,0.593444,3,150,0.000334
41.180833,0.593444,4,150,4e-06
41.180833,0.593444,5,150,0.0
41.180833,0.593444,6,150,0.0
41.180833,0.593444,7,150,0.0
41.186194,1.219806,2,150,0.078575
41.186194,1.219806,3,150,0.002271
41.186194,1.219806,4,150,5.7e-05
41.186194,1.219806,5,150,1e-06
41.186194,1.219806,6,150,0.0
41.186194,1.219806,7,150,0.0
41.970861,3.030917,2,150,1.588074
41.970861,3.030917,3,150,0.162606
41.970861,3.030917,4,150,0.015943
41.970861,3.030917,5,150,0.001401
41.970861,3.030917,6,150,0.000109
41.970861,3.030917,7,150,8e-06
41.173583,1.238722,2,150,2.223845
41.173583,1.238722,3,150,0.252007
41.173583,1.238722,4,150,0.028089
41.173583,1.238722,5,150,0.002835
41.173583,1.238722,6,150,0.000256
41.173583,1.238722,7,150,2.1e-05
41.192972,1.20175,2,150,6.653223
41.192972,1.20175,3,150,0.921034
41.192972,1.20175,4,150,0.143986
41.192972,1.20175,5,150,0.021367
41.192972,1.20175,6,150,0.002895
41.192972,1.20175,7,150,0.000355
41.235389,1.56575,2,150,0.554891
41.235389,1.56575,3,150,0.038473
41.235389,1.56575,4,150,0.002414
41.235389,1.56575,5,150,0.000133
41.235389,1.56575,6,150,6e-06
41.235389,1.56575,7,150,0.0
41.0795,0.661917,2,150,0.027199
41.0795,0.661917,3,150,0.000473
41.0795,0.661917,4,150,7e-06
41.0795,0.661917,5,150,0.0
41.0795,0.661917,6,150,0.0
41.0795,0.661917,7,150,0.0
41.313083,0.986667,2,150,0.044475
41.313083,0.986667,3,150,0.00098
41.313083,0.986667,4,150,1.9e-05
41.313083,0.986667,5,150,0.0
41.313083,0.986667,6,150,0.0
41.313083,0.986667,7,150,0.0
41.177944,1.490806,2,150,1.197761
41.177944,1.490806,3,150,0.111512
41.177944,1.490806,4,150,0.009757
41.177944,1.490806,5,150,0.00076
41.177944,1.490806,6,150,5.2e-05
41.177944,1.490806,7,150,3e-06
41.020139,0.82725,2,150,1.088964
41.020139,0.82725,3,150,0.098002
41.020139,0.82725,4,150,0.008242
41.020139,0.82725,5,150,0.000616
41.020139,0.82725,6,150,4.1e-05
