lat,lon,c,p_kw,wq_minutes
39.785778,-5.476694,4,150,0.000798
39.785778,-5.476694,5,150,3.3e-05
39.785778,-5.476694,6,150,1e-06
39.785778,-5.476694,7,150,0.0
39.644278,-5.641611,2,150,0.043887
39.644278,-5.641611,3,150,0.000961
39.644278,-5.641611,4,150,1.8e-05
39.644278,-5.641611,5,150,0.0
39.644278,-5.641611,6,150,0.0
39.644278,-5.641611,7,150,0.0
40.251528,-3.999083,2,150,6.933957
40.251528,-3.999083,3,150,0.96233
40.251528,-3.999083,4,150,0.151932
40.251528,-3.999083,5,150,0.022821
40.251528,-3.999083,6,150,0.003133
40.251528,-3.999083,7,150,0.00039
40.875833,-3.602389,2,150,55.481687
40.875833,-3.602389,3,150,4.50486
40.875833,-3.602389,4,150,0.88801
40.875833,-3.602389,5,150,0.189364
40.875833,-3.602389,6,150,0.038912
40.875833,-3.602389,7,150,0.00745
42.660583,-6.921639,2,150,0.078863
42.660583,-6.921639,3,150,0.002283
42.660583,-6.921639,4,150,5.7e-05
42.660583,-6.921639,5,150,1e-06
42.660583,-6.921639,6,150,0.0
42.660583,-6.921639,7,150,0.0
43.212667,-7.655694,2,150,0.272218
43.212667,-7.655694,3,150,0.013923
43.212667,-7.655694,4,150,0.00063
43.212667,-7.655694,5,150,2.5e-05
43.212667,-7.655694,6,150,1e-06
43.212667,-7.655694,7,150,0.0
43.555917,-5.834667,2,150,4.124834
43.555917,-5.834667,3,150,0.538616
43.555917,-5.834667,4,150,0.073906
43.555917,-5.834667,5,150,0.009404
43.555917,-5.834667,6,150,0.001081
43.555917,-5.834667,7,150,0.000112
42.442722,-7.798278,2,150,1.066667
42.442722,-7.798278,3,150,0.095281
42.442722,-7.798278,4,150,0.007944
42.442722,-7.798278,5,150,0.000588
42.442722,-7.798278,6,150,3.9e-05
42.442722,-7.798278,7,150,2e-06
43.268083,-7.503028,2,150,0.009457
43.268083,-7.503028,3,150,9.8e-05
43.268083,-7.503028,4,150,1e-06
43.268083,-7.503028,5,150,0.0
43.268083,-7.503028,6,150,0.0
43.268083,-7.503028,7,150,0.0
42.275278,-3.897222,2,150,31.920974
42.275278,-3.897222,3,150,3.418503
42.275278,-3.897222,4,150,0.662842
42.275278,-3.897222,5,150,0.13456
42.275278,-3.897222,6,150,0.026
42.275278,-3.897222,7,150,0.004652
40.583417,-3.298417,2,150,1.663032
40.583417,-3.298417,3,150,0.172807
40.583417,-3.298417,4,150,0.017252
40.583417,-3.298417,5,150,0.001546
40.583417,-3.298417,6,150,0.000123
40.583417,-3.298417,7,150,9e-06
40.849972,-6.05075,2,150,0.042087
40.849972,-6.05075,3,150,0.000903
40.849972,-6.05075,4,150,1.7e-05
40.849972,-6.05075,5,150,0.0
40.849972,-6.05075,6,150,0.0
40.849972,-6.05075,7,150,0.0
38.18525,-5.029528,2,150,0.684454
38.18525,-5.029528,3,150,0.051646
38.18525,-5.029528,4,150,0.003558
38.18525,-5.029528,5,150,0.000216
38.18525,-5.029528,6,150,1.2e-05
38.18525,-5.029528,7,150,1e-06
42.753194,-2.477917,2,150,2.703639
42.753194,-2.477917,3,150,0.322627
42.753194,-2.477917,4,150,0.038565
42.753194,-2.477917,5,150,0.004203
42.753194,-2.477917,6,150,0.00041
42.753194,-2.477917,7,150,3.6e-05
39.387889,-2.037639,2,150,0.039698
39.387889,-2.037639,3,150,0.000828
39.387889,-2.037639,4,150,1.5e-05
39.387889,-2.037639,5,150,0.0
39.387889,-2.037639,6,150,0.0
39.387889,-2.037639,7,150,0.0
43.251889,-3.461944,2,150,0.939919
43.251889,-3.461944,3,150,0.080142
43.251889,-3.461944,4,150,0.006334
43.251889,-3.461944,5,150,0.000443
43.251889,-3.461944,6,150,2.7e-05
43.251889,-3.461944,7,150,2e-06
40.750389,-4.663,2,150,0.515941
40.750389,-4.663,3,150,0.034717
40.750389,-4.663,4,150,0.002108
40.750389,-4.663,5,150,0.000112
40.750389,-4.663,6,150,5e-06
40.750389,-4.663,7,150,0.0
36.348444,-5.816028,2,150,4.713235
36.348444,-5.816028,3,150,0.628749
36.348444,-5.816028,4,150,0.089732
36.348444,-5.816028,5,150,0.011948
36.348444,-5.816028,6,150,0.001441
36.348444,-5.816028,7,150,0.000157
43.313833,-2.411028,2,150,1.536128
43.313833,-2.411028,3,150,0.155602
43.313833,-2.411028,4,150,0.015057
43.313833,-2.411028,5,150,0.001305
43.313833,-2.411028,6,150,0.0001
43.313833,-2.411028,7,150,7e-06
42.658806,-6.914083,2,150,1.187037
42.658806,-6.914083,3,150,0.110164
42.658806,-6.914083,4,150,0.009603
42.658806,-6.914083,5,150,0.000745
42.658806,-6.914083,6,150,5.1e-05
42.658806,-6.914083,7,150,3e-06
37.324806,-3.987667,2,150,0.280033
37.324806,-3.987667,3,150,0.014503
37.324806,-3.987667,4,150,0.000665
37.324806,-3.987667,5,150,2.7e-05
37.324806,-3.987667,6,150,1e-06
37.324806,-3.987667,7,150,0.0
36.731472,-3.357694,2,150,0.190329
36.731472,-3.357694,3,150,0.008293
36.731472,-3.357694,4,150,0.000317
36.731472,-3.357694,5,150,1.1e-05
36.731472,-3.357694,6,150,0.0
36.731472,-3.357694,7,150,0.0
37.995722,-2.895139,2,150,0.60187
37.995722,-2.895139,3,150,0.043134
37.995722,-2.895139,4,150,0.002807
37.995722,-2.895139,5,150,0.00016
37.995722,-2.895139,6,150,8e-06
37.995722,-2.895139,7,150,0.0
41.799611,-0.166139,2,150,0.20859
41.799611,-0.166139,3,150,0.009473
41.799611,-0.166139,4,150,0.000378
41.799611,-0.166139,5,150,1.3e-05
41.799611,-0.166139,6,150,0.0
41.799611,-0.166139,7,150,0.0
42.226028,0.354722,2,150,0.120641
42.226028,0.354722,3,150,0.004263
42.226028,0.354722,4,150,0.000131
42.226028,0.354722,5,150,3e-06
42.226028,0.354722,6,150,0.0
42.226028,0.354722,7,150,0.0
37.206611,-4.655278,2,150,45.0
37.206611,-4.655278,3,150,9.140413
37.206611,-4.655278,4,150,1.754875
37.206611,-4.655278,5,150,0.410079
37.206611,-4.655278,6,150,0.095888
37.206611,-4.655278,7,150,0.021274
42.387444,-8.491861,2,150,0.285699
42.387444,-8.491861,3,150,0.014928
42.387444,-8.491861,4,150,0.000691
42.387444,-8.491861,5,150,2.8e-05
42.387444,-8.491861,6,150,1e-06
42.387444,-8.491861,7,150,0.0
41.577778,-5.2445,2,150,1.056141
41.577778,-5.2445,3,150,0.094001
41.577778,-5.2445,4,150,0.007805
41.577778,-5.2445,5,150,0.000575
41.577778,-5.2445,6,150,3.7e-05
41.577778,-5.2445,7,150,2e-06
41.50675,-0.615611,2,150,0.142226
41.50675,-0.615611,3,150,0.005424
41.50675,-0.615611,4,150,0.00018
41.50675,-0.615611,5,150,5e-06
41.50675,-0.615611,6,150,0.0
41.50675,-0.615611,7,150,0.0
41.334778,-5.085111,2,150,0.2523
41.334778,-5.085111,3,150,0.012477
41.334778,-5.085111,4,150,0.000545
41.334778,-5.085111,5,150,2.1e-05
41.334778,-5.085111,6,150,1e-06
41.334778,-5.085111,7,150,0.0
40.90175,-0.382028,2,150,0.5998
40.90175,-0.382028,3,150,0.042926
40.90175,-0.382028,4,150,0.002789
40.90175,-0.382028,5,150,0.000159
40.90175,-0.382028,6,150,8e-06
40.90175,-0.382028,7,150,0.0
41.523306,-4.112861,2,150,0.019681
41.523306,-4.112861,3,150,0.000292
41.523306,-4.112861,4,150,4e-06
41.523306,-4.112861,5,150,0.0
41.523306,-4.112861,6,150,0.0
41.523306,-4.112861,7,150,0.0
37.682889,-3.566972,2,150,2.567438
37.682889,-3.566972,3,150,0.302384
37.682889,-3.566972,4,150,0.035495
37.682889,-3.566972,5,150,0.003792
37.682889,-3.566972,6,150,0.000363
37.682889,-3.566972,7,150,3.1e-05
37.9375,-3.739833,2,150,45.0
37.9375,-3.739833,3,150,10.67689
37.9375,-3.739833,4,150,2.00642
37.9375,-3.739833,5,150,0.475066
37.9375,-3.739833,6,150,0.113612
37.9375,-3.739833,7,150,0.025891
39.203167,-1.433222,2,150,0.00171
39.203167,-1.433222,3,150,8e-06
39.203167,-1.433222,4,150,0.0
39.203167,-1.433222,5,150,0.0
39.203167,-1.433222,6,150,0.0
39.203167,-1.433222,7,150,0.0
41.034972,-3.617222,2,150,108.156923
41.034972,-3.617222,3,150,5.619367
41.034972,-3.617222,4,150,1.111274
41.034972,-3.617222,5,150,0.245199
41.034972,-3.617222,6,150,0.052702
41.034972,-3.617222,7,150,0.010611
36.722944,-5.249583,2,150,45.0
36.722944,-5.249583,3,150,45.0
36.722944,-5.249583,4,150,45.0
36.722944,-5.249583,5,150,45.0
36.722944,-5.249583,6,150,65.914016
36.722944,-5.249583,7,150,7.36797
37.177389,-4.442917,2,150,45.0
37.177389,-4.442917,3,150,45.0
37.177389,-4.442917,4,150,45.0
37.177389,-4.442917,5,150,45.0
37.177389,-4.442917,6,150,45.0
37.177389,-4.442917,7,150,45.0
36.662778,-4.830389,2,150,45.0
36.662778,-4.830389,3,150,352.030815
36.662778,-4.830389,4,150,7.869897
36.662778,-4.830389,5,150,1.845826
36.662778,-4.830389,6,150,0.514446
36.662778,-4.830389,7,150,0.145191
36.737667,-4.922,2,150,45.0
36.737667,-4.922,3,150,45.0
36.737667,-4.922,4,150,45.0
36.737667,-4.922,5,150,10.002196
36.737667,-4.922,6,150,2.532007
36.737667,-4.922,7,150,0.801228
37.752694,-2.551389,2,150,0.389984
37.752694,-2.551389,3,150,0.023325
37.752694,-2.551389,4,150,0.001247
37.752694,-2.551389,5,150,5.8e-05
37.752694,-2.551389,6,150,2e-06
37.752694,-2.551389,7,150,0.0
43.174111,-5.752722,2,150,45.0
43.174111,-5.752722,3,150,45.0
43.174111,-5.752722,4,150,38.069284
43.174111,-5.752722,5,150,5.25746
43.174111,-5.752722,6,150,1.461699
43.174111,-5.752722,7,150,0.454354
41.533722,0.519,2,150,40.680825
41.533722,0.519,3,150,3.903199
41.533722,0.519,4,150,0.764083
41.533722,0.519,5,150,0.158965
41.533722,0.519,6,150,0.03166
41.533722,0.519,7,150,0.005855
42.050222,-0.909278,2,150,0.33455
42.050222,-0.909278,3,150,0.01873
42.050222,-0.909278,4,150,0.000933
42.050222,-0.909278,5,150,4e-05
42.050222,-0.909278,6,150,2e-06
42.050222,-0.909278,7,150,0.0
41.692917,-0.775972,2,150,7.934412
41.692917,-0.775972,3,150,1.106917
41.692917,-0.775972,4,150,0.180176
41.692917,-0.775972,5,150,0.028111
41.692917,-0.775972,6,150,0.004022
41.692917,-0.775972,7,150,0.000523
41.793333,-0.615167,2,150,0.218025
41.793333,-0.615167,3,150,0.0101
41.793333,-0.615167,4,150,0.000412
41.793333,-0.615167,5,150,1.5e-05
41.793333,-0.615167,6,150,0.0
41.793333,-0.615167,7,150,0.0
42.56325,-3.331597,2,150,0.009135
42.56325,-3.331597,3,150,9.3e-05
42.56325,-3.331597,4,150,1e-06
42.56325,-3.331597,5,150,0.0
42.56325,-3.331597,6,150,0.0
42.56325,-3.331597,7,150,0.0
41.758222,-1.473306,2,150,0.172559
41.758222,-1.473306,3,150,0.007191
41.758222,-1.473306,4,150,0.000262
41.758222,-1.473306,5,150,8e-06
41.758222,-1.473306,6,150,0.0
41.758222,-1.473306,7,150,0.0
41.862528,-1.312944,2,150,0.482416
41.862528,-1.312944,3,150,0.031567
41.862528,-1.312944,4,150,0.00186
41.862528,-1.312944,5,150,9.6e-05
41.862528,-1.312944,6,150,4e-06
41.862528,-1.312944,7,150,0.0
41.828639,0.205,2,150,0.029872
41.828639,0.205,3,150,0.000543
41.828639,0.205,4,150,8e-06
41.828639,0.205,5,150,0.0
41.828639,0.205,6,150,0.0
41.828639,0.205,7,150,0.0
42.338722,-1.646167,2,150,0.326668
42.338722,-1.646167,3,150,0.0181
42.338722,-1.646167,4,150,0.000892
42.338722,-1.646167,5,150,3.8e-05
42.338722,-1.646167,6,150,1e-06
42.338722,-1.646167,7,150,0.0
37.053861,-5.1755,2,150,0.489345
37.053861,-5.1755,3,150,0.032211
37.053861,-5.1755,4,150,0.00191
37.053861,-5.1755,5,150,9.9e-05
37.053861,-5.1755,6,150,5e-06
37.053861,-5.1755,7,150,0.0
37.02025,-5.149528,2,150,0.489346
37.02025,-5.149528,3,150,0.032212
37.02025,-5.149528,4,150,0.00191
37.02025,-5.149528,5,150,9.9e-05
37.02025,-5.149528,6,150,5e-06
37.02025,-5.149528,7,150,0.0
39.487167,-2.742583,2,150,0.85617
39.487167,-2.742583,3,150,0.070478
39.487167,-2.742583,4,150,0.005352
39.487167,-2.742583,5,150,0.000359
39.487167,-2.742583,6,150,2.1e-05
39.487167,-2.742583,7,150,1e-06
37.355389,-5.221194,2,150,1.351022
37.355389,-5.221194,3,150,0.131127
37.355389,-5.221194,4,150,0.012052
37.355389,-5.221194,5,150,0.000989
37.355389,-5.221194,6,150,7.2e-05
37.355389,-5.221194,7,150,5e-06
38.695333,-2.691639,2,150,0.187299
38.695333,-2.691639,3,150,0.008101
38.695333,-2.691639,4,150,0.000307
38.695333,-2.691639,5,150,1e-05
38.695333,-2.691639,6,150,0.0
38.695333,-2.691639,7,150,0.0
40.898333,-1.138639,2,150,0.000655
40.898333,-1.138639,3,150,2e-06
40.898333,-1.138639,4,150,0.0
40.898333,-1.138639,5,150,0.0
40.898333,-1.138639,6,150,0.0
40.898333,-1.138639,7,150,0.0
40.6945,-6.419139,2,150,0.001782
40.6945,-6.419139,3,150,8e-06
40.6945,-6.419139,4,150,0.0
40.6945,-6.419139,5,150,0.0
40.6945,-6.419139,6,150,0.0
40.6945,-6.419139,7,150,0.0
41.496444,-4.994139,2,150,1.46636
41.496444,-4.994139,3,150,0.146285
41.496444,-4.994139,4,150,0.013896
41.496444,-4.994139,5,150,0.001181
41.496444,-4.994139,6,150,8.9e-05
41.496444,-4.994139,7,150,6e-06
40.762506,-1.029235,2,150,0.007008
40.762506,-1.029235,3,150,6.3e-05
40.762506,-1.029235,4,150,0.0
40.762506,-1.029235,5,150,0.0
40.762506,-1.029235,6,150,0.0
40.762506,-1.029235,7,150,0.0
41.192056,-1.290528,2,150,0.003434
41.192056,-1.290528,3,150,2.2e-05
41.192056,-1.290528,4,150,0.0
41.192056,-1.290528,5,150,0.0
41.192056,-1.290528,6,150,0.0
41.192056,-1.290528,7,150,0.0
38.973667,-3.336417,2,150,2.166107
38.973667,-3.336417,3,150,0.243658
38.973667,-3.336417,4,150,0.026896
38.973667,-3.336417,5,150,0.002686
38.973667,-3.336417,6,150,0.00024
38.973667,-3.336417,7,150,1.9e-05
39.915806,-6.246806,2,150,0.017204
39.915806,-6.246806,3,150,0.000239
39.915806,-6.246806,4,150,3e-06
39.915806,-6.246806,5,150,0.0
39.915806,-6.246806,6,150,0.0
39.915806,-6.246806,7,150,0.0
39.803778,-4.142,2,150,3.507987
39.803778,-4.142,3,150,0.444205
39.803778,-4.142,4,150,0.057945
39.803778,-4.142,5,150,0.006961
39.803778,-4.142,6,150,0.000753
39.803778,-4.142,7,150,7.3e-05
39.782917,-3.476222,2,150,0.342133
39.782917,-3.476222,3,150,0.019342
39.782917,-3.476222,4,150,0.000973
39.782917,-3.476222,5,150,4.3e-05
39.782917,-3.476222,6,150,2e-06
39.782917,-3.476222,7,150,0.0
39.888472,-5.245611,2,150,16.04035
39.888472,-5.245611,3,150,2.11402
39.888472,-5.245611,4,150,0.38739
39.888472,-5.245611,5,150,0.071057
39.888472,-5.245611,6,150,0.012181
39.888472,-5.245611,7,150,0.001915
39.719028,-3.299972,2,150,0.013216
39.719028,-3.299972,3,150,0.000162
39.719028,-3.299972,4,150,2e-06
39.719028,-3.299972,5,150,0.0
39.719028,-3.299972,6,150,0.0
39.719028,-3.299972,7,150,0.0
39.64725,-4.273833,2,150,0.164087
39.64725,-4.273833,3,150,0.006682
39.64725,-4.273833,4,150,0.000238
39.64725,-4.273833,5,150,7e-06
39.64725,-4.273833,6,150,0.0
39.64725,-4.273833,7,150,0.0
39.622472,-4.292444,2,150,1.118212
39.622472,-4.292444,3,150,0.101597
39.622472,-4.292444,4,150,0.00864
39.622472,-4.292444,5,150,0.000653
39.622472,-4.292444,6,150,4.4e-05
39.622472,-4.292444,7,150,3e-06
39.636028,-4.287222,2,150,1.121193
39.636028,-4.287222,3,150,0.101966
39.636028,-4.287222,4,150,0.008681
39.636028,-4.287222,5,150,0.000657
39.636028,-4.287222,6,150,4.4e-05
39.636028,-4.287222,7,150,3e-06
40.237083,-4.189861,2,150,1.472511
40.237083,-4.189861,3,150,0.147102
40.237083,-4.189861,4,150,0.013997
40.237083,-4.189861,5,150,0.001191
40.237083,-4.189861,6,150,9e-05
40.237083,-4.189861,7,150,6e-06
39.521944,-3.0805,2,150,0.358509
39.521944,-3.0805,3,150,0.020681
39.521944,-3.0805,4,150,0.001064
39.521944,-3.0805,5,150,4.8e-05
39.521944,-3.0805,6,150,2e-06
39.521944,-3.0805,7,150,0.0
39.931111,-3.926278,2,150,0.00301
39.931111,-3.926278,3,150,1.8e-05
39.931111,-3.926278,4,150,0.0
39.931111,-3.926278,5,150,0.0
39.931111,-3.926278,6,150,0.0
39.931111,-3.926278,7,150,0.0
39.652972,-4.989306,2,150,1.291849
39.652972,-4.989306,3,150,0.123478
39.652972,-4.989306,4,150,0.011144
39.652972,-4.989306,5,150,0.000897
39.652972,-4.989306,6,150,6.4e-05
39.652972,-4.989306,7,150,4e-06
39.63525,-4.482889,2,150,0.451894
39.63525,-4.482889,3,150,0.028771
39.63525,-4.482889,4,150,0.001645
39.63525,-4.482889,5,150,8.2e-05
39.63525,-4.482889,6,150,4e-06
39.63525,-4.482889,7,150,0.0
37.1035,-4.989111,2,150,0.108099
37.1035,-4.989111,3,150,0.003629
37.1035,-4.989111,4,150,0.000106
37.1035,-4.989111,5,150,3e-06
37.1035,-4.989111,6,150,0.0
37.1035,-4.989111,7,150,0.0
41.518472,-1.397111,2,150,1.458036
41.518472,-1.397111,3,150,0.145181
41.518472,-1.397111,4,150,0.013759
41.518472,-1.397111,5,150,0.001166
41.518472,-1.397111,6,150,8.8e-05
41.518472,-1.397111,7,150,6e-06
42.413389,-4.360533,2,150,0.097378
42.413389,-4.360533,3,150,0.003114
42.413389,-4.360533,4,150,8.6e-05
42.413389,-4.360533,5,150,2e-06
42.413389,-4.360533,6,150,0.0
42.413389,-4.360533,7,150,0.0
41.871861,-4.539422,2,150,45.0
41.871861,-4.539422,3,150,9.026617
41.871861,-4.539422,4,150,1.735559
41.871861,-4.539422,5,150,0.405091
41.871861,-4.539422,6,150,0.094542
41.871861,-4.539422,7,150,0.020928
39.554167,-2.70975,2,150,0.004986
39.554167,-2.70975,3,150,3.8e-05
39.554167,-2.70975,4,150,0.0
39.554167,-2.70975,5,150,0.0
39.554167,-2.70975,6,150,0.0
39.554167,-2.70975,7,150,0.0
41.912194,-1.255333,2,150,0.092682
41.912194,-1.255333,3,150,0.002895
41.912194,-1.255333,4,150,7.8e-05
41.912194,-1.255333,5,150,2e-06
41.912194,-1.255333,6,150,0.0
41.912194,-1.255333,7,150,0.0
38.077833,-3.848639,2,150,9.851425
38.077833,-3.848639,3,150,1.371712
38.077833,-3.848639,4,150,0.233254
38.077833,-3.848639,5,150,0.038502
38.077833,-3.848639,6,150,0.005861
38.077833,-3.848639,7,150,0.000813
39.496028,-1.90125,2,150,0.314267
39.496028,-1.90125,3,150,0.017122
39.496028,-1.90125,4,150,0.000828
39.496028,-1.90125,5,150,3.5e-05
39.496028,-1.90125,6,150,1e-06
39.496028,-1.90125,7,150,0.0
39.525444,-1.759417,2,150,0.542483
39.525444,-1.759417,3,150,0.037265
39.525444,-1.759417,4,150,0.002315
39.525444,-1.759417,5,150,0.000126
39.525444,-1.759417,6,150,6e-06
39.525444,-1.759417,7,150,0.0
42.070389,2.290806,2,150,0.046104
42.070389,2.290806,3,150,0.001034
42.070389,2.290806,4,150,2e-05
42.070389,2.290806,5,150,0.0
42.070389,2.290806,6,150,0.0
42.070389,2.290806,7,150,0.0
40.505361,-2.449639,2,150,0.045523
40.505361,-2.449639,3,150,0.001014
40.505361,-2.449639,4,150,1.9e-05
40.505361,-2.449639,5,150,0.0
40.505361,-2.449639,6,150,0.0
40.505361,-2.449639,7,150,0.0
39.442444,-2.673444,2,150,1.036286
39.442444,-2.673444,3,150,0.091599
39.442444,-2.673444,4,150,0.007545
39.442444,-2.673444,5,150,0.000551
39.442444,-2.673444,6,150,3.6e-05
39.442444,-2.673444,7,150,2e-06
43.280111,-2.852861,2,150,11.39372
43.280111,-2.852861,3,150,1.572537
43.280111,-2.852861,4,150,0.274364
43.280111,-2.852861,5,150,0.046881
43.280111,-2.852861,6,150,0.007416
43.280111,-2.852861,7,150,0.001071
41.366222,0.50875,2,150,1.154519
41.366222,0.50875,3,150,0.106098
41.366222,0.50875,4,150,0.009143
41.366222,0.50875,5,150,0.000701
41.366222,0.50875,6,150,4.8e-05
41.366222,0.50875,7,150,3e-06
42.236611,-8.595722,2,150,1.511369
42.236611,-8.595722,3,150,0.152284
42.236611,-8.595722,4,150,0.014641
42.236611,-8.595722,5,150,0.00126
42.236611,-8.595722,6,150,9.6e-05
42.236611,-8.595722,7,150,7e-06
41.932667,1.659083,2,150,45.0
41.932667,1.659083,3,150,26.316465
41.932667,1.659083,4,150,3.824437
41.932667,1.659083,5,150,0.935966
41.932667,1.659083,6,150,0.245206
41.932667,1.659083,7,150,0.062742
39.119944,-3.352083,2,150,21.085568
39.119944,-3.352083,3,150,2.60713
39.119944,-3.352083,4,150,0.491585
39.119944,-3.352083,5,150,0.094462
39.119944,-3.352083,6,150,0.017092
39.119944,-3.352083,7,150,0.002848
38.200444,-1.89975,2,150,6.41451
38.200444,-1.89975,3,150,0.885688
38.200444,-1.89975,4,150,0.137231
38.200444,-1.89975,5,150,0.020145
38.200444,-1.89975,6,150,0.002697
38.200444,-1.89975,7,150,0.000327
41.654056,0.389194,2,150,0.093714
41.654056,0.389194,3,150,0.002943
41.654056,0.389194,4,150,8e-05
41.654056,0.389194,5,150,2e-06
41.654056,0.389194,6,150,0.0
41.654056,0.389194,7,150,0.0
42.0475,-4.901917,2,150,0.005604
42.0475,-4.901917,3,150,4.5e-05
42.0475,-4.901917,4,150,0.0
42.0475,-4.901917,5,150,0.0
42.0475,-4.901917,6,150,0.0
42.0475,-4.901917,7,150,0.0
41.524944,2.367111,2,150,45.0
41.524944,2.367111,3,150,45.0
41.524944,2.367111,4,150,45.0
41.524944,2.367111,5,150,45.0
41.524944,2.367111,6,150,45.0
41.524944,2.367111,7,150,45.0
42.555889,-3.320056,2,150,0.149904
42.555889,-3.320056,3,150,0.005857
42.555889,-3.320056,4,150,0.0002
42.555889,-3.320056,5,150,6e-06
42.555889,-3.320056,6,150,0.0
42.555889,-3.320056,7,150,0.0
42.536278,-3.312889,2,150,0.019683
42.536278,-3.312889,3,150,0.000292
42.536278,-3.312889,4,150,4e-06
42.536278,-3.312889,5,150,0.0
42.536278,-3.312889,6,150,0.0
42.536278,-3.312889,7,150,0.0
40.465194,-5.325556,2,150,3.786221
40.465194,-5.325556,3,150,0.486735
40.465194,-5.325556,4,150,0.065049
40.465194,-5.325556,5,150,0.008032
40.465194,-5.325556,6,150,0.000894
40.465194,-5.325556,7,150,9e-05
40.466083,-5.326889,2,150,3.739871
40.466083,-5.326889,3,150,0.479642
40.466083,-5.326889,4,150,0.063854
40.466083,-5.326889,5,150,0.00785
40.466083,-5.326889,6,150,0.00087
40.466083,-5.326889,7,150,8.7e-05
42.0235,-1.488639,2,150,0.531661
42.0235,-1.488639,3,150,0.03622
42.0235,-1.488639,4,150,0.00223
42.0235,-1.488639,5,150,0.00012
42.0235,-1.488639,6,150,6e-06
42.0235,-1.488639,7,150,0.0
37.977778,-4.115944,2,150,1.217397
37.977778,-4.115944,3,150,0.113989
37.977778,-4.115944,4,150,0.010041
37.977778,-4.115944,5,150,0.000787
37.977778,-4.115944,6,150,5.5e-05
37.977778,-4.115944,7,150,3e-06
42.308472,-1.795139,2,150,0.278965
42.308472,-1.795139,3,150,0.014424
42.308472,-1.795139,4,150,0.00066
42.308472,-1.795139,5,150,2.6e-05
42.308472,-1.795139,6,150,1e-06
42.308472,-1.795139,7,150,0.0
42.577278,-2.198417,2,150,5.510289
42.577278,-2.198417,3,150,0.750072
42.577278,-2.198417,4,150,0.111775
42.577278,-2.198417,5,150,0.015658
42.577278,-2.198417,6,150,0.001994
42.577278,-2.198417,7,150,0.000229
39.059528,-0.5445,2,150,45.0
39.059528,-0.5445,3,150,45.0
39.059528,-0.5445,4,150,58.171529
39.059528,-0.5445,5,150,6.207948
39.059528,-0.5445,6,150,1.698424
39.059528,-0.5445,7,150,0.532047
37.108472,-4.961,2,150,0.087877
37.108472,-4.961,3,150,0.002677
37.108472,-4.961,4,150,7.1e-05
37.108472,-4.961,5,150,2e-06
37.108472,-4.961,6,150,0.0
37.108472,-4.961,7,150,0.0
42.573889,-1.275722,2,150,0.001664
42.573889,-1.275722,3,150,7e-06
42.573889,-1.275722,4,150,0.0
42.573889,-1.275722,5,150,0.0
42.573889,-1.275722,6,150,0.0
42.573889,-1.275722,7,150,0.0
37.381444,-6.830389,2,150,0.754107
37.381444,-6.830389,3,150,0.059113
37.381444,-6.830389,4,150,0.004249
37.381444,-6.830389,5,150,0.000269
37.381444,-6.830389,6,150,1.5e-05
37.381444,-6.830389,7,150,1e-06
43.653333,-8.045194,2,150,45.0
43.653333,-8.045194,3,150,45.0
43.653333,-8.045194,4,150,312.023526
43.653333,-8.045194,5,150,8.52743
43.653333,-8.045194,6,150,2.227843
43.653333,-8.045194,7,150,0.70398
41.021389,-4.769778,2,150,2.197762
41.021389,-4.769778,3,150,0.248231
41.021389,-4.769778,4,150,0.027548
41.021389,-4.769778,5,150,0.002768
41.021389,-4.769778,6,150,0.000248
41.021389,-4.769778,7,150,2e-05
37.553972,-4.845639,2,150,0.51871
37.553972,-4.845639,3,150,0.03498
37.553972,-4.845639,4,150,0.002129
37.553972,-4.845639,5,150,0.000114
37.553972,-4.845639,6,150,5e-06
37.553972,-4.845639,7,150,0.0
37.676056,-4.726278,2,150,0.099821
37.676056,-4.726278,3,150,0.003229
37.676056,-4.726278,4,150,9.1e-05
37.676056,-4.726278,5,150,2e-06
37.676056,-4.726278,6,150,0.0
37.676056,-4.726278,7,150,0.0
41.980389,-1.454667,2,150,0.419044
41.980389,-1.454667,3,150,0.025842
41.980389,-1.454667,4,150,0.001428
41.980389,-1.454667,5,150,6.9e-05
41.980389,-1.454667,6,150,3e-06
41.980389,-1.454667,7,150,0.0
40.698222,-3.923861,2,150,45.0
40.698222,-3.923861,3,150,45.0
40.698222,-3.923861,4,150,45.0
40.698222,-3.923861,5,150,22.14413
40.698222,-3.923861,6,150,4.354909
40.698222,-3.923861,7,150,1.354601
40.09675,-4.039167,2,150,45.0
40.09675,-4.039167,3,150,205.354851
40.09675,-4.039167,4,150,7.438669
40.09675,-4.039167,5,150,1.757074
40.09675,-4.039167,6,150,0.488155
40.09675,-4.039167,7,150,0.136901
39.884417,-3.479444,2,150,0.80859
39.884417,-3.479444,3,150,0.06512
39.884417,-3.479444,4,150,0.004825
39.884417,-3.479444,5,150,0.000316
39.884417,-3.479444,6,150,1.8e-05
39.884417,-3.479444,7,150,1e-06
40.171333,-4.406167,2,150,0.023722
40.171333,-4.406167,3,150,0.000386
40.171333,-4.406167,4,150,5e-06
40.171333,-4.406167,5,150,0.0
40.171333,-4.406167,6,150,0.0
40.171333,-4.406167,7,150,0.0
39.654722,-4.783444,2,150,2.858457
39.654722,-4.783444,3,150,0.34579
39.654722,-4.783444,4,150,0.042138
39.654722,-4.783444,5,150,0.004691
39.654722,-4.783444,6,150,0.000468
