lat,lon,n_chargers,mean_power_kw,aadt_assigned,highway_class,stop_rate,lambda_k
38.027775,-0.7397246,1,22.0,2931.3726854998777,secondary,0.05,0.47634806139373015
38.950222,-0.18171994,1,11.0,2769.39982054977,secondary,0.05,0.4500274708393377
42.19478,-1.6340872,1,22.0,2321.1129266425573,primary,0.05,0.37718085057941564
42.388428,-1.7957616,1,22.0,3019.2493202755854,primary_link,0.05,0.4906280145447827
39.649754,-0.520897,1,22.0,14510.65999619348,secondary,0.05,2.357982249381441
39.671295,-0.530683,1,22.0,12580.738029853994,secondary,0.05,2.0443699298512743
39.703568,-0.531069,1,2.3,4801.958662196764,primary,0.05,0.7803182826069742
39.699894,-0.531325,1,22.0,4801.958662196764,primary,0.05,0.7803182826069742
43.115295,-4.7296643,1,7.4,234.7545072987884,primary,0.05,0.038147607436053124
38.965057,-0.1308879,1,11.0,2837.886837597542,secondary,0.05,0.4611566111096007
38.62273,-0.13087209,1,7.4,4011.395524620028,secondary,0.05,0.6518517727507547
38.622757,-0.1308755,1,22.0,4011.395524620028,secondary,0.05,0.6518517727507547
36.520077,-5.0445013,1,2.7,8905.60428505397,secondary,0.05,1.4471606963212704
39.58801,-0.32844,1,22.0,7313.258218004839,secondary,0.05,1.1884044604257864
39.56493,-0.28774,4,35.550000000000004,8955.78531227059,secondary,0.05,1.455315113243971
39.27781,-0.57128,1,22.0,10815.75333750238,secondary,0.05,1.757559917344137
41.6398,-3.57041,1,7.4,5018.0,trunk,0.05,0.8154250000000002
43.41675,-5.41057,1,120.0,1141.6947714728517,secondary,0.05,0.18552540036433843
40.56078,-3.51416,2,41.0,4905.057886293809,secondary,0.05,0.7970719065227442
43.27795,-5.61478,1,120.0,4323.5439379141035,primary,0.05,0.7025758899110419
39.84775,-0.49153,2,18.7,2842.2570488594033,secondary,0.05,0.4618667704396531
40.78428,-3.69078,2,33.7,2525.8904266021373,secondary,0.05,0.41045719432284744
39.82074,-0.22906,2,26.0,4052.683324723347,secondary,0.05,0.658561040267544
41.75207,1.87844,2,26.0,5119.075994453357,secondary,0.05,0.8318498490986708
42.77413,-1.6338,1,150.0,356.55162213921386,trunk,0.05,0.05793963859762226
43.34996,-5.1134,2,33.7,2323.107805612016,primary,0.05,0.3775050184119526
42.44286,1.13368,1,120.0,897.4817992239264,primary,0.05,0.14584079237388806
43.39631,-6.05398,1,22.0,2205.0,trunk,0.05,0.35831250000000003
38.97114,-0.1577,1,80.0,1909.3850295005304,secondary,0.05,0.31027506729383625
41.67005,2.75352,1,22.0,6551.130047037712,secondary,0.05,1.0645586326436285
41.90206,1.87766,1,22.0,39748.08032569952,motorway_link,0.05,6.459063052926172
43.58776,-5.77572,2,33.7,12799.78467914368,primary_link,0.05,2.0799650103608482
37.45534,-6.05513,1,120.0,2909.0,trunk,0.05,0.4727125000000001
37.28863,-5.50505,1,120.0,14929.4164727979,motorway_link,0.05,2.4260301768296593
40.21912,0.1996,2,18.7,4154.648969453346,trunk_link,0.05,0.6751304575361687
43.38326,-5.18566,2,33.7,6524.0,trunk,0.05,1.0601500000000001
36.99913,-3.577,1,22.0,769.0,primary,0.05,0.12496250000000003
42.8261,-1.68824,1,60.0,325.80648311907714,primary,0.05,0.05294355350685004
40.96091,-4.10087,2,86.0,6855.918935320591,trunk,0.05,1.1140868269895963
41.562965,1.979195,2,150.0,15906.0,motorway,0.05,2.5847250000000006
43.29476,-2.8625,4,22.0,12581.695355686934,motorway_link,0.05,2.0445254952991267
41.79131,2.777792,2,7.4,13412.924979542277,primary,0.05,2.1796003091756204
42.251583,2.993694,2,90.0,6940.554504256813,trunk,0.05,1.1278401069417323
38.840874,-0.5214257,1,22.0,17493.0,motorway,0.05,2.8426125000000004
40.94018,-5.6544294,1,6.0,6749.957975873083,primary,0.05,1.0968681710793762
43.383804,-4.399194,1,7.4,4920.0,trunk,0.05,0.7995000000000001
42.93324,-1.50424,1,22.0,325.80648311907714,primary_link,0.05,0.05294355350685004
37.00065,-2.773258,1,22.0,6054.240082655864,secondary_link,0.05,0.9838140134315779
42.723904,-7.770747,1,22.0,1447.7258954473918,trunk_link,0.05,0.2352554580102012
36.52506,-5.04489,1,2.3,25276.113982525145,primary_link,0.05,4.107368522160337
42.435112,-3.6812942,1,2.3,3239.0,trunk,0.05,0.5263375000000001
42.79972,-1.6188889,1,7.4,1090.9591168121572,motorway,0.05,0.17728085648197556
42.516006,-4.00981,1,2.3,113.8394192338019,secondary,0.05,0.018498905625492813
40.358337,-0.7002446,1,120.0,3564.4212443576275,primary,0.05,0.5792184522081145
38.913284,-0.5532312,1,22.0,9355.412401340973,primary,0.05,1.520254515217908
41.47822,2.26974,2,22.0,108197.0,motorway_link,0.05,17.5820125
37.094475,-4.378064,4,22.0,23395.38327321623,motorway_link,0.05,3.8017497818976373
41.429195,0.971549,6,73.66666666666667,3451.0,primary,0.05,0.5607875000000001
38.534702,-0.169479,2,150.0,6260.098425732076,secondary,0.05,1.0172659941814624
42.526028,-3.334111,1,44.0,3070.33541075278,motorway_link,0.05,0.49892950424732674
42.651974,-3.068028,1,44.0,28028.0,motorway,0.05,4.554550000000001
42.528862,-3.332083,1,44.0,3070.33541075278,motorway_link,0.05,0.49892950424732674
42.651974,-3.068028,1,44.0,28028.0,motorway,0.05,4.554550000000001
42.65061,-3.069667,1,44.0,28028.0,motorway,0.05,4.554550000000001
42.65061,-3.069667,1,44.0,28028.0,motorway,0.05,4.554550000000001
42.73453,-1.633457,1,150.0,356.55162213921386,trunk,0.05,0.05793963859762226
38.315155,-6.302123,1,180.0,17902.0,motorway,0.05,2.9090750000000005
37.36639,-2.2422223,1,22.0,18312.749557125477,motorway_link,0.05,2.9758218030328902
37.357105,-2.287005,1,22.0,2345.917181000027,secondary,0.05,0.3812115419125044
41.33462,1.99723,2,12.8,30330.63857139086,primary,0.05,4.928728767851016
41.35941,1.98135,2,22.0,21268.829606947707,primary,0.05,3.4561848111290026
41.39628,1.95918,2,22.0,23902.0,motorway,0.05,3.884075000000001
41.43658,2.00921,2,22.0,13136.1827129612,secondary,0.05,2.1346296908561952
41.950005,0.15355359,1,50.0,2896.777261609056,trunk_link,0.05,0.4707263050114716
41.672554,0.18780406,1,22.0,417.79830881753173,secondary,0.05,0.06789222518284892
41.789665,1.897825,8,250.0,34607.475241713444,motorway,0.05,5.623714726778435
39.91699,-2.798463,4,250.0,4641.72713354275,primary,0.05,0.7542806592006971
37.083523,-1.8520684,1,22.0,1050.4398705783192,secondary,0.05,0.17069647896897688
43.38537,-5.703455,1,22.0,14971.0,trunk,0.05,2.4327875000000003
41.820404,0.319636,1,150.0,825.0,trunk,0.05,0.1340625
40.358646,0.4032855,2,22.0,1784.238070638136,secondary,0.05,0.28993868647869714
40.362343,0.4025245,7,22.0,1784.238070638136,secondary,0.05,0.28993868647869714
41.720882,2.9329622,2,22.0,5358.306859892874,secondary,0.05,0.8707248647325921
41.72493,2.9342537,3,22.0,5358.306859892874,secondary,0.05,0.8707248647325921
41.72264,2.9278913,2,22.0,5358.306859892874,secondary,0.05,0.8707248647325921
38.02801,-6.220289,7,70.57142857142857,109.0,trunk,0.05,0.017712500000000003
39.040337,-0.228151,2,150.0,32617.0,motorway,0.05,5.300262500000001
38.119175,-0.65702,2,120.0,25293.0,trunk,0.05,4.1101125000000005
39.913914,-4.007656,2,150.0,46655.738586643325,motorway_link,0.05,7.581557520329541
41.616684,1.400437,1,180.0,3203.7621468772945,secondary_link,0.05,0.5206113488675604
39.03951,-0.226643,2,150.0,24890.233442895864,motorway_link,0.05,4.044662934470579
41.630672,0.91401,1,100.0,30814.0,motorway,0.05,5.007275000000001
41.736553,-1.066887,8,197.5,39197.71017864384,motorway_link,0.05,6.369627904029626
38.81834,0.023807,8,197.5,5945.048028972866,trunk_link,0.05,0.9660703047080909
39.9269,-5.185408,4,43.5,3036.5939258816175,secondary,0.05,0.4934465129557629
37.90418,-6.221099,6,74.0,264.0,trunk,0.05,0.04290000000000001
41.95728,2.800894,4,101.0,15973.565873874826,primary,0.05,2.5957044545046597
43.004578,-1.895971,4,61.0,12608.891799884745,motorway,0.05,2.0489449174812715
42.786053,-1.633366,4,61.0,356.55162213921386,trunk,0.05,0.05793963859762226
43.087288,-7.546485,4,61.0,24840.0,motorway,0.05,4.0365
38.53453,-0.17187,4,61.0,6260.098425732076,secondary,0.05,1.0172659941814624
38.16997,-0.852144,4,115.0,28482.788295306596,motorway_link,0.05,4.628453097987323
43.38332,-3.839378,2,180.0,4124.910989098012,primary,0.05,0.6702980357284269
42.97904,-1.369789,2,100.0,356.55162213921386,trunk,0.05,0.05793963859762226
41.883465,-0.783205,2,100.0,4666.378137951059,primary,0.05,0.7582864474170472
39.392593,-0.709137,2,120.0,5409.496397400691,secondary,0.05,0.8790431645776124
43.29508,-2.867507,6,48.0,12581.695355686934,motorway_link,0.05,2.0445254952991267
39.39257,-0.709192,2,120.0,5409.496397400691,secondary,0.05,0.8790431645776124
42.16848,-8.626205,2,300.0,35877.0,motorway_link,0.05,5.830012500000001
39.83436,-0.467797,2,300.0,17685.56138347598,secondary_link,0.05,2.8739037248148467
42.30732,-3.702918,8,197.5,43366.0,motorway,0.05,7.046975000000001
40.44449,-3.32223,2,150.0,14929.52793713804,secondary,0.05,2.426048289784932
41.40307,1.10504,2,100.0,3386.0,primary,0.05,0.5502250000000001
37.215084,-3.621102,2,150.0,76743.0,motorway,0.05,12.470737500000002
39.58739,-0.298834,2,150.0,57088.91485070326,motorway_link,0.05,9.27694866323928
41.186855,-4.270607,8,61.75,8044.899045952233,motorway,0.05,1.307296094967238
39.53624,-1.43924,4,200.0,1347.491992713233,secondary,0.05,0.2189674488159004
41.83663,2.799286,4,120.0,5609.4870442372,secondary,0.05,0.9115416446885451
41.078594,-4.734442,6,226.66666666666663,24028.058448765285,motorway_link,0.05,3.90455949792436
41.4996,1.82215,2,150.0,18003.212733943987,primary_link,0.05,2.9255220692658983
41.23965,0.550793,2,100.0,1171.8489032019638,primary_link,0.05,0.19042544677031914
43.35543,-4.09482,4,80.5,41138.0,motorway,0.05,6.684925000000002
43.375175,-4.487485,4,61.0,4920.0,trunk,0.05,0.7995000000000001
40.69916,-5.623416,8,225.0,3992.6288604785177,motorway_link,0.05,0.6488021898277592
39.926792,-5.184937,8,192.5,3036.5939258816175,secondary,0.05,0.4934465129557629
37.36009,-6.19977,10,216.0,8735.83838603551,secondary,0.05,1.4195737377307704
42.42675,1.929813,2,100.0,10605.0,primary,0.05,1.7233125000000002
42.8213,-1.6886,2,100.0,325.80648311907714,primary,0.05,0.05294355350685004
40.77063,-4.398679,2,150.0,24904.0,motorway,0.05,4.0469
40.772217,-4.397368,2,150.0,24904.0,motorway,0.05,4.0469
41.936184,1.252231,4,161.0,9249.25634189478,primary,0.05,1.5030041555579017
38.77853,0.086139,2,90.0,5159.825700182139,primary,0.05,0.8384716762795978
41.73323,1.526958,2,150.0,32700.14566836702,motorway_link,0.05,5.313773671109642
41.38666,1.157002,2,150.0,9157.0,primary,0.05,1.4880125000000002
41.56269,1.979316,2,150.0,15906.0,motorway,0.05,2.5847250000000006
43.180283,-1.489498,2,100.0,356.55162213921386,trunk,0.05,0.05793963859762226
42.734444,-1.63507,2,150.0,356.55162213921386,trunk,0.05,0.05793963859762226
38.05852,-0.74652,2,150.0,3375.5450664781533,secondary,0.05,0.5485260733027
41.661507,-4.778119,2,100.0,4155.001277903151,secondary,0.05,0.6751877076592622
42.819748,-1.688151,2,23.0,356.55162213921386,trunk,0.05,0.05793963859762226
43.32506,-5.87612,8,180.0,5735.0,trunk,0.05,0.9319375000000001
42.0364,-1.631,4,180.0,3919.5728398338993,trunk_link,0.05,0.6369305864730088
42.0695,-3.4271,2,100.0,464.0369776231002,secondary,0.05,0.0754060088637538
42.424328,1.923309,6,220.0,8378.0,primary,0.05,1.3614250000000003
37.19138,-3.777263,2,150.0,11673.954389260023,motorway_link,0.05,1.8970175882547538
41.36179,1.776414,4,71.0,5851.0,primary,0.05,0.9507875000000001
37.103127,-3.637342,2,100.0,31508.0,motorway,0.05,5.120050000000001
42.613552,-1.277457,6,74.0,325.80648311907714,primary,0.05,0.05294355350685004
42.380978,-3.584118,8,54.25,3677.869356643091,trunk,0.05,0.5976537704545024
40.226833,-3.843454,2,150.0,11360.978222421669,primary,0.05,1.8461589611435216
39.8983,-0.126218,8,197.5,33051.552355238724,motorway_link,0.05,5.370877257726294
42.071514,-1.794573,2,100.0,3136.297616564592,trunk_link,0.05,0.5096483626917462
41.720463,2.928623,2,22.0,5358.306859892874,secondary,0.05,0.8707248647325921
41.724735,2.933955,8,22.0,5358.306859892874,secondary,0.05,0.8707248647325921
42.51358,-8.678049,1,44.0,2209.4626825090404,secondary,0.05,0.3590376859077191
43.54166,-6.02618,2,115.0,9868.999999999998,trunk,0.05,1.6037125
42.42305,-2.419463,2,100.0,4386.041817341417,secondary_link,0.05,0.7127317953179805
42.43064,-2.417773,2,100.0,4962.879142989206,secondary,0.05,0.8064678607357462
42.81821,-1.691467,2,115.0,356.55162213921386,trunk,0.05,0.05793963859762226
38.67142,-6.98061,1,7.4,1240.6009819708047,primary,0.05,0.20159765957025577
37.48122,-3.612599,2,22.0,16389.43610868034,motorway_link,0.05,2.6632833676605556
42.42842,-2.559644,7,67.71428571428571,5182.481825620991,primary,0.05,0.8421532966634111
40.489574,-5.677265,6,30.666666666666668,2526.585460496793,primary,0.05,0.4105701373307289
41.280235,-3.600876,4,55.5,3673.425131307002,trunk_link,0.05,0.5969315838373879
42.178455,-4.059539,4,68.0,10841.838622927027,motorway_link,0.05,1.761798776225642
41.678555,1.76728,3,47.666666666666664,14740.169969093082,trunk_link,0.05,2.3952776199776262
39.91263,-5.202213,5,76.2,7079.113005833752,primary,0.05,1.150355863447985
43.18165,-7.967766,4,68.0,4518.0,trunk,0.05,0.734175
42.919125,-1.831256,4,93.0,14701.109480716284,motorway_link,0.05,2.3889302906163965
43.540142,-6.594661,4,73.0,13272.0,motorway,0.05,2.1567000000000003
41.031166,-2.528108,4,68.0,4794.461480119076,trunk,0.05,0.7790999905193501
39.59617,-2.280002,8,118.0,2501.6250577775363,secondary,0.05,0.4065140718888497
40.95703,-4.614996,4,200.0,8180.165571041341,motorway_link,0.05,1.3292769052942182
40.21714,0.188568,4,68.0,4154.648969453346,trunk_link,0.05,0.6751304575361687
42.037926,-7.054695,4,68.0,4157.954613365206,motorway_link,0.05,0.675667624671846
40.528893,0.509209,2,150.0,2555.1176927890174,trunk_link,0.05,0.4152066250782154
39.12897,-4.939501,4,68.0,1806.0,trunk,0.05,0.2934750000000001
41.83104,-1.519394,4,36.0,7189.0,trunk,0.05,1.1682125000000003
43.557884,-6.283715,1,50.0,3084.604258707977,trunk_link,0.05,0.5012481920400463
40.0604,-0.13967,2,22.0,3201.011664264934,secondary,0.05,0.5201643954430518
38.03801,-4.3232,2,22.0,5105.1674093175825,trunk_link,0.05,0.8295897040141071
36.95068,-3.355497,2,7.36,1706.6133391337448,secondary,0.05,0.2773246676092336
42.77851,-0.358167,2,22.0,271.4460312013304,primary,0.05,0.044109980070216194
42.226482,-0.581902,4,36.0,1513.4006810442677,primary,0.05,0.24592761066969349
42.444233,-6.242184,2,7.3,431.3367954539275,secondary,0.05,0.07009222926126323
42.34608,0.960229,4,36.0,298.5496071127546,secondary,0.05,0.04851431115582263
42.753723,-1.933427,2,7.3,4106.529604308001,primary,0.05,0.6673110607000502
42.38061,-2.058693,2,22.0,3914.45125782013,primary,0.05,0.6360983293957713
40.0476,-3.91509,2,50.0,41671.15520884469,motorway_link,0.05,6.771562721437263
39.727306,-0.267946,2,7.3,4005.558389298241,secondary,0.05,0.6509032382609643
40.737324,-4.18814,2,7.36,32633.0,motorway,0.05,5.302862500000001
43.32847,-4.19246,3,31.333333333333332,2554.0,trunk,0.05,0.4150250000000001
43.332874,-3.310553,2,7.4,3567.7697911992186,primary_link,0.05,0.579762591069873
43.132305,-2.782802,5,15.839999999999998,4036.993951345304,trunk_link,0.05,0.656011517093612
43.09959,-2.750419,2,50.0,3400.2222264358443,trunk,0.05,0.5525361117958247
43.334488,-2.675298,2,7.4,1611.752249925229,secondary,0.05,0.2619097406128498
41.410625,-1.299314,2,7.3,1230.8403241559538,primary,0.05,0.2000115526753425
39.552948,-1.902784,2,22.0,2115.569147110841,primary,0.05,0.3437799864055117
41.667553,0.552556,2,50.0,1462.494716431906,primary,0.05,0.23765539142018477
40.698334,-3.435993,6,22.0,3553.0,trunk,0.05,0.5773625
42.06718,-2.00812,4,7.3,681.9668832757824,secondary,0.05,0.11081961853231466
37.72702,-1.187253,2,22.0,6167.259295777319,trunk,0.05,1.0021796355638144
42.84359,-1.68169,2,46.5,356.55162213921386,trunk,0.05,0.05793963859762226
42.78959,-1.63945,4,36.0,356.55162213921386,trunk,0.05,0.05793963859762226
42.62066,-1.203379,2,50.0,1090.9591168121572,motorway_link,0.05,0.17728085648197556
42.493904,-1.665235,4,46.5,3738.918978365157,trunk_link,0.05,0.607574333984338
38.83598,-0.524154,2,22.0,20135.0,motorway,0.05,3.2719375
39.544254,-0.325253,4,22.0,12185.27975203241,secondary,0.05,1.9801079597052667
39.55786,-0.325699,2,22.0,28307.973787714807,primary_link,0.05,4.600045740503656
40.81054,-5.631658,4,46.5,460.0,trunk,0.05,0.07475000000000001
40.8307,-5.27973,1,7.36,551.3495201065825,secondary,0.05,0.08959429701731968
40.90495,-5.208743,4,36.0,1285.343267428662,primary,0.05,0.20886828095715765
39.564163,-0.287715,2,22.0,8955.78531227059,secondary,0.05,1.455315113243971
41.305973,-1.964591,2,46.5,11550.138998569995,motorway_link,0.05,1.8768975872676243
41.826984,-5.379479,4,46.5,21030.246889206664,motorway_link,0.05,3.417415119496083
39.91985,-5.758479,4,36.0,8557.337310310972,motorway_link,0.05,1.3905673129255331
40.11687,0.149474,8,22.0,4625.0,trunk,0.05,0.7515625
42.60181,0.521946,2,50.0,660.4474302457567,primary,0.05,0.10732270741493546
42.461903,-5.868871,4,46.5,3461.75622310799,primary,0.05,0.5625353862550485
42.708546,0.905684,2,46.5,1504.9936911015495,primary,0.05,0.24456147480400184
42.706024,0.89169,2,46.5,1504.9936911015495,primary,0.05,0.24456147480400184
42.37341,1.775243,4,36.0,4820.0,primary,0.05,0.7832500000000001
42.688374,-1.651849,2,46.5,1417.318037884677,trunk,0.05,0.23031418115626004
42.662083,-1.995539,2,50.0,4390.372383390967,primary_link,0.05,0.7134355123010323
39.30447,-0.41657,2,22.0,19658.891032917138,primary,0.05,3.1945697928490353
39.679188,-0.217164,2,46.5,6382.800511161261,secondary,0.05,1.0372050830637052
39.288483,-0.415473,2,22.0,23532.44727186337,primary,0.05,3.824022681677798
40.05906,-4.371031,4,46.5,4069.268114985614,primary,0.05,0.6612560686851623
43.412575,-2.816058,2,50.0,1611.752249925229,secondary,0.05,0.2619097406128498
43.08752,-2.319752,2,22.0,1332.761630278148,secondary,0.05,0.21657376492019909
43.281902,-1.916705,4,36.0,1332.761630278148,secondary,0.05,0.21657376492019909
40.04108,-1.6479,4,22.0,827.0,trunk,0.05,0.13438750000000002
40.5858,-1.79015,2,22.0,304.2339378449659,secondary,0.05,0.04943801489980697
41.66666,0.555652,2,50.0,1462.494716431906,primary,0.05,0.23765539142018477
40.46951,-4.12266,2,7.36,36116.92751366048,primary,0.05,5.8690007209698285
42.856155,-1.619069,1,50.0,356.55162213921386,trunk,0.05,0.05793963859762226
39.611332,-0.576326,2,22.0,15356.15835123304,secondary,0.05,2.4953757320753693
41.118435,-4.262797,4,7.3,1028.8638625302483,secondary,0.05,0.16719037766116537
38.94926,-0.195079,2,22.0,2769.39982054977,secondary,0.05,0.4500274708393377
41.080887,0.638284,6,22.0,6366.0,trunk,0.05,1.0344750000000003
40.818466,0.508827,4,46.5,5319.344772061347,primary,0.05,0.8643935254599691
41.773098,-2.499592,4,46.5,3339.2505735793247,trunk_link,0.05,0.5426282182066403
38.56898,-0.211517,2,22.0,5376.979580739008,secondary,0.05,0.8737591818700889
43.092884,-2.31326,2,7.3,3107.0239949317634,primary,0.05,0.5048913991764116
42.772995,-0.360826,4,46.5,271.4460312013304,primary,0.05,0.044109980070216194
42.59439,0.54067,2,22.0,660.4474302457567,primary,0.05,0.10732270741493546
42.41799,-5.216187,4,36.0,1596.0018568714916,motorway_link,0.05,0.25935030174161744
42.69859,0.930144,2,46.5,1504.9936911015495,primary,0.05,0.24456147480400184
42.368927,1.778291,4,36.0,4820.0,primary,0.05,0.7832500000000001
43.02497,-5.049303,2,7.3,224.49512974157275,primary,0.05,0.036480458583005575
42.382843,0.964141,2,22.0,298.5496071127546,secondary,0.05,0.04851431115582263
42.175117,1.59128,4,34.25,1196.1237662796705,secondary,0.05,0.1943701120204465
40.981094,-3.692158,2,22.0,28108.0,motorway,0.05,4.567550000000001
42.776115,-1.385026,3,40.666666666666664,325.80648311907714,primary,0.05,0.05294355350685004
42.112774,-1.789068,2,100.0,2699.997439484729,primary,0.05,0.43874958391626856
42.82009,-1.68909,2,46.5,356.55162213921386,trunk,0.05,0.05793963859762226
40.93196,-5.466889,2,46.5,3751.0,trunk,0.05,0.6095375000000001
40.891068,0.796013,6,22.0,12919.742385759717,motorway_link,0.05,2.0994581376859545
40.3715,-0.718346,1,7.4,3564.4212443576275,primary,0.05,0.5792184522081145
39.560738,-0.3333,2,50.0,12142.738954294571,secondary,0.05,1.973195080072868
41.439056,-3.971577,4,22.0,6071.129160837315,primary,0.05,0.9865584886360639
43.267773,-2.49874,2,22.0,3757.425784652746,primary,0.05,0.6105816900060713
42.014416,3.139234,8,7.4,4719.099939286751,primary,0.05,0.766853740134097
39.51712,-1.674444,2,100.0,2322.0,trunk,0.05,0.3773250000000001
42.313435,2.368954,1,22.0,2685.5345669561543,primary,0.05,0.43639936713037514
42.35181,2.165874,10,37.6,659.0,primary,0.05,0.1070875
39.538723,-2.254855,2,46.5,25915.0,motorway,0.05,4.2111875
43.38573,-4.571241,2,46.5,1452.0,trunk,0.05,0.23595000000000002
42.481728,-2.648003,1,22.0,2817.7168319459984,trunk_link,0.05,0.45787898519122483
41.66941,0.55124,4,22.0,1462.494716431906,primary,0.05,0.23765539142018477
40.50105,-4.238094,2,22.0,1545.0988879523643,secondary,0.05,0.2510785692922592
39.61156,-0.572824,4,46.5,15356.15835123304,secondary,0.05,2.4953757320753693
42.833336,-1.650222,6,22.0,356.55162213921386,trunk,0.05,0.05793963859762226
39.741333,-0.260278,2,46.5,4005.558389298241,secondary,0.05,0.6509032382609643
39.090775,-0.477298,2,22.0,19736.26383866114,primary,0.05,3.207142873782436
39.58732,-0.335976,2,22.0,7313.258218004839,secondary,0.05,1.1884044604257864
41.654823,-5.365855,2,7.3,524.1808640800457,secondary,0.05,0.08517939041300743
39.250523,-3.430358,4,46.5,20918.598328815657,motorway_link,0.05,3.399272228432544
40.99113,-5.64386,2,150.0,24700.0,trunk,0.05,4.013750000000001
42.698177,0.87292,2,46.5,1504.9936911015495,primary_link,0.05,0.24456147480400184
41.900192,-4.518805,4,46.5,32499.0,motorway,0.05,5.281087500000001
42.31748,-7.883468,2,22.0,8552.046142069003,primary_link,0.05,1.389707498086213
39.13945,-0.586654,2,22.0,53177.0,motorway,0.05,8.641262500000002
42.700817,0.84649,2,46.5,1504.9936911015495,primary,0.05,0.24456147480400184
42.50195,-5.895752,2,7.36,1484.9244405775034,secondary,0.05,0.24130022159384437
42.112324,-2.672484,2,46.5,2098.0,trunk,0.05,0.34092500000000003
42.806454,-5.631977,4,36.0,4892.0,trunk,0.05,0.7949500000000002
42.891235,-2.160999,4,36.0,18206.82656393401,motorway,0.05,2.958609316639277
40.445168,-3.362181,2,50.0,16769.081269202536,secondary,0.05,2.7249757062454125
37.76728,-1.070244,2,46.5,33186.58031502785,primary_link,0.05,5.392819301192027
38.148903,-1.34267,2,22.0,5644.4387984056175,primary,0.05,0.9172213047409129
42.043613,-4.912684,2,7.3,319.69776231001384,secondary_link,0.05,0.05195088637537726
40.945755,-5.554553,2,46.5,3751.0,trunk,0.05,0.6095375000000001
39.203194,-0.389655,2,22.0,3558.4215992821996,secondary,0.05,0.5782435098833575
43.382633,-4.282189,2,22.0,2202.417627959771,primary,0.05,0.35789286454346286
41.54151,-4.658719,2,46.5,27409.244445393037,motorway_link,0.05,4.454002222376369
43.283077,-2.863471,4,7.4,12581.695355686934,motorway,0.05,2.0445254952991267
43.371986,-2.995516,2,50.0,1611.752249925229,secondary,0.05,0.2619097406128498
42.994877,-3.010506,2,22.0,3107.0239949317634,primary,0.05,0.5048913991764116
43.184917,-2.668586,6,7.4,4112.0,trunk,0.05,0.6682000000000001
41.52112,-5.96704,4,36.0,1368.7719557585197,primary,0.05,0.22242544281075946
43.310513,-2.459342,2,22.0,3757.425784652746,primary,0.05,0.6105816900060713
39.91926,-2.805598,4,36.0,28536.0,motorway,0.05,4.637100000000001
42.33725,1.942701,2,22.0,354.90393974822587,secondary,0.05,0.05767189020908671
43.39013,-5.70127,2,50.0,3269.9265341635178,secondary_link,0.05,0.5313630618015717
40.641457,-3.509456,4,22.0,4082.205171429349,secondary,0.05,0.6633583403572693
42.33379,-3.01172,3,40.666666666666664,1328.0194282395798,primary,0.05,0.21580315708893175
43.53962,-7.263064,2,50.0,2309.983579514211,trunk_link,0.05,0.3753723316710593
38.19207,-1.334314,2,50.0,5496.461526278278,primary,0.05,0.8931749980202204
39.52414,-0.35023,2,46.5,16485.720438293592,secondary,0.05,2.678929571222709
39.561554,-0.33704,4,22.0,12142.738954294571,secondary,0.05,1.973195080072868
39.96833,-3.546863,4,46.5,23367.471133118474,motorway_link,0.05,3.7972140591317523
43.21966,-2.82107,5,27.6,4112.0,trunk,0.05,0.6682000000000001
43.1494,-2.94057,2,46.5,3757.425784652746,primary,0.05,0.6105816900060713
42.572178,-2.755567,2,22.0,2586.788057967954,primary,0.05,0.42035305941979256
41.82064,-4.597436,2,22.0,37289.66490939747,motorway_link,0.05,6.059570547777089
41.362667,-1.206406,2,7.3,2122.0,trunk,0.05,0.34482500000000005
41.7622,-1.475241,2,7.3,2489.4664625293667,primary,0.05,0.40453830016102216
40.946762,-5.642512,2,50.0,7019.836602169838,primary,0.05,1.140723447852599
40.214413,-0.941628,2,7.3,11935.421958038973,motorway_link,0.05,1.9395060681813334
41.642696,-4.318316,4,22.0,8263.0,trunk,0.05,1.3427375000000001
42.829308,-1.583274,2,46.5,356.55162213921386,trunk,0.05,0.05793963859762226
40.540813,-3.465139,4,22.0,12462.621437645765,trunk,0.05,2.0251759836174372
40.203766,-4.077914,6,22.0,7974.71872535958,secondary,0.05,1.295891792870932
37.192055,-3.779008,6,22.0,11673.954389260023,motorway_link,0.05,1.8970175882547538
36.49226,-5.017651,4,22.0,8905.60428505397,secondary,0.05,1.4471606963212704
40.084797,-3.867484,6,22.0,4720.867234019413,secondary,0.05,0.7671409255281548
42.775543,-1.628231,2,50.0,1090.9591168121572,motorway,0.05,0.17728085648197556
41.4846,-1.370204,4,22.0,8907.319137640077,trunk,0.05,1.4474393598665127
40.358932,-4.409769,6,22.0,1258.2699099860097,primary,0.05,0.2044688603727266
41.396145,-4.307937,4,22.0,1288.6316648087225,secondary,0.05,0.20940264553141744
39.43008,-0.779574,4,22.0,3628.222735800321,secondary,0.05,0.5895861945675522
40.619774,0.581609,6,22.0,7621.0,trunk,0.05,1.2384125000000001
38.11664,-0.657141,4,22.0,25293.0,trunk,0.05,4.1101125000000005
37.137367,-3.569166,6,22.0,15208.701922292612,secondary,0.05,2.4714140623725496
39.55267,-0.48794,4,22.0,121192.6037820417,motorway_link,0.05,19.693798114581778
41.000397,0.916593,6,22.0,13739.214191193734,motorway_link,0.05,2.2326223060689823
