lat,lon,n_chargers,mean_power_kw,aadt_assigned,highway_class,stop_rate,lambda_k
38.3403,-1.00336,2,22.0,1254.0367057288126,secondary,0.05,0.20378096468093207
43.427494,-7.365862,2,22.0,1289.8389427179127,trunk_link,0.05,0.20959882819166087
42.819748,-1.688151,2,23.0,356.55162213921386,trunk,0.05,0.05793963859762226
41.51063,2.405083,2,100.0,39498.67484095768,primary,0.05,6.418534661655624
41.673923,0.60071,12,7.36,3456.8065472144435,secondary_link,0.05,0.5617310639223472
42.931423,-1.60894,2,50.0,356.55162213921386,trunk,0.05,0.05793963859762226
40.03061,-0.0499535,2,71.0,19876.78366379954,motorway_link,0.05,3.2299773453674256
39.56109,-1.90775,4,22.0,2542.0,trunk,0.05,0.4130750000000001
43.21936,-8.929769,4,46.5,2652.565431360287,secondary,0.05,0.4310418825960467
39.68087,-0.20363,2,22.0,5109.540988063841,secondary,0.05,0.8303004105603743
42.25568,-2.63165,4,7.4,3520.0,trunk,0.05,0.5720000000000001
42.324493,1.96012,4,22.0,354.90393974822587,secondary,0.05,0.05767189020908671
42.784943,-1.634799,2,150.0,356.55162213921386,trunk,0.05,0.05793963859762226
39.80153,-0.1356125,2,71.0,22371.699570998655,motorway_link,0.05,3.635401180287282
40.35744,-5.5271,2,22.0,3066.0,trunk,0.05,0.4982250000000001
42.41099,-6.820027,2,7.4,327.18518719921695,secondary,0.05,0.05316759291987277
37.0919,-4.391111,2,22.0,23395.38327321623,motorway,0.05,3.8017497818976373
43.0788,-3.551357,2,7.4,441.9719948883874,secondary,0.05,0.07182044916936296
40.06921,-0.523052,4,22.0,2483.1968429110684,primary,0.05,0.4035194869730487
43.407055,-2.942818,2,7.4,1611.752249925229,secondary,0.05,0.2619097406128498
43.09287,-2.315494,2,7.4,3107.0239949317634,primary,0.05,0.5048913991764116
39.3086,-0.4183,2,22.0,65827.56178899964,motorway_link,0.05,10.696978790712443
41.36179,1.776414,4,71.0,5851.0,primary,0.05,0.9507875000000001
39.68352,-0.309552,2,22.0,3991.7448544006097,secondary,0.05,0.6486585388400992
41.554,-1.20842,1,50.0,30203.08267346808,motorway_link,0.05,4.908000934438564
41.76181,-0.831585,6,22.0,27264.91243890466,motorway_link,0.05,4.430548271322008
37.76577,-6.57694,1,7.4,576.8678865657032,secondary_link,0.05,0.09374103156692679
39.03516,-5.235776,2,22.0,805.5748752738696,primary,0.05,0.13090591723200382
39.48489,-2.15628,6,47.666666666666664,19526.0,motorway,0.05,3.1729750000000005
39.361763,-2.200926,6,47.666666666666664,1012.8193806248132,secondary,0.05,0.16458314935153218
38.730743,-5.549032,2,22.0,1946.2894174167832,primary,0.05,0.3162720303302273
41.677822,1.767358,4,22.0,14740.169969093082,trunk_link,0.05,2.3952776199776262
38.87999,-6.773347,2,22.0,4422.783898064052,trunk,0.05,0.7187023834354085
38.378975,-7.16301,2,22.0,818.4703428978697,primary,0.05,0.13300143072090384
38.417778,-3.498855,6,60.833333333333336,90.0,trunk,0.05,0.014624999999999999
40.88039,-5.58238,1,7.4,3181.618219254018,primary,0.05,0.517012960628778
38.894455,-6.62624,2,22.0,2040.9497811250988,secondary,0.05,0.3316543394328286
39.2738,-6.12706,1,7.4,828.9648984474836,secondary,0.05,0.13470679599771612
37.32262,-3.266203,4,68.0,17485.166531492112,motorway_link,0.05,2.841339561367469
37.65101,-6.87706,1,7.4,1121.1883955518094,secondary,0.05,0.18219311427716908
38.61547,-6.631389,2,22.0,3539.0,primary,0.05,0.5750875000000001
38.86172,-5.620908,2,22.0,1980.6298339624632,primary,0.05,0.32185234801890034
39.17127,-5.05328,2,22.0,532.2154762130492,trunk_link,0.05,0.08648501488462051
38.71709,-5.230406,2,22.0,346.6102209434311,primary_link,0.05,0.05632416090330755
41.544346,0.473808,6,47.666666666666664,13749.472499092906,motorway_link,0.05,2.2342892811025976
38.2629,-5.675992,2,22.0,1627.0000000000002,primary,0.05,0.2643875000000001
38.94719,-6.186346,3,40.666666666666664,16247.0,motorway,0.05,2.6401375000000002
39.953373,-3.506935,4,68.0,3485.999999999999,primary,0.05,0.566475
38.247707,-6.300789,2,22.0,607.7955354957993,secondary,0.05,0.0987667745180674
38.276745,-6.918325,2,22.0,757.4127972969405,primary,0.05,0.12307957956075284
38.164753,-6.654096,2,22.0,264.4741836374018,secondary,0.05,0.0429770548410778
38.863503,-6.100688,2,22.0,4514.767336272206,primary,0.05,0.7336496921442337
39.103718,-5.466362,3,40.666666666666664,1634.2274218320408,trunk_link,0.05,0.26556195604770666
38.242653,-6.014565,3,40.666666666666664,1352.4566956154474,primary,0.05,0.21977421303751027
39.363297,-7.139077,2,22.0,617.5575324023968,primary,0.05,0.10035309901538947
40.21485,-0.943606,6,47.666666666666664,3564.4212443576275,primary,0.05,0.5792184522081145
42.56526,-5.4984,4,68.0,7263.120557915181,motorway_link,0.05,1.180257090661217
41.18812,-3.583655,7,56.285714285714285,12181.621347619148,motorway_link,0.05,1.9795134689881118
39.07741,-5.575436,4,68.0,4666.0,trunk,0.05,0.7582250000000001
37.36016,-6.322507,6,47.666666666666664,45916.66328730283,motorway_link,0.05,7.46145778418671
37.181763,-4.056714,6,47.666666666666664,7741.921114976628,motorway,0.05,1.2580621811837023
37.52801,-3.637788,4,53.0,16357.706923782896,motorway_link,0.05,2.6581273751147214
41.939377,-5.545129,6,27.333333333333332,17901.0,motorway,0.05,2.9089125000000005
41.518215,-4.942309,6,47.666666666666664,37940.0,motorway,0.05,6.16525
42.08493,-4.209016,6,47.666666666666664,959.704505288344,secondary,0.05,0.15595198210935593
